"plant_name","plant_name_full","Level.3","Level.2","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","plant.in.GB"
"Quercus rubra","Quercus rubra","Missouri","North-Central U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Nova Scotia","Eastern Canada","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Michigan","Northeastern U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Maine","Northeastern U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Belgium","Middle Europe","Europe",1,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Austria","Middle Europe","Europe",1,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Sweden","Northern Europe","Europe",1,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Minnesota","North-Central U.S.A.","Northern America",0,"Yes","","Yes","","","",""
"Quercus rubra","Quercus rubra","Czechoslovakia","Middle Europe","Europe",1,"Yes","","Yes","","","",""
"Quercus rubra","Quercus rubra","Switzerland","Middle Europe","Europe",1,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","New Brunswick","Eastern Canada","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Nebraska","North-Central U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","West Virginia","Northeastern U.S.A.","Northern America",0,"Yes","Yes","Yes","","","",""
"Quercus rubra","Quercus rubra","Denmark","Northern Europe","Europe",1,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","New Zealand North","New Zealand","Australasia",1,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Illinois","North-Central U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Tennessee","Southeastern U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Ukraine","Eastern Europe","Europe",1,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Italy","Southeastern Europe","Europe",1,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Ohio","Northeastern U.S.A.","Northern America",0,"Yes","","Yes","","","",""
"Quercus rubra","Quercus rubra","Massachusetts","Northeastern U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Pennsylvania","Northeastern U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Québec","Eastern Canada","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Kansas","North-Central U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Vermont","Northeastern U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Virginia","Southeastern U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Netherlands","Middle Europe","Europe",1,"Yes","Yes","Yes","","","",""
"Quercus rubra","Quercus rubra","Sardegna","Southwestern Europe","Europe",1,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","New York","Northeastern U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Oklahoma","North-Central U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Connecticut","Northeastern U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Romania","Southeastern Europe","Europe",1,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Spain","Southwestern Europe","Europe",1,"Yes","Yes","Yes","","","",""
"Quercus rubra","Quercus rubra","Maryland","Southeastern U.S.A.","Northern America",0,"Yes","Yes","Yes","","","",""
"Quercus rubra","Quercus rubra","South Carolina","Southeastern U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Greece","Southeastern Europe","Europe",1,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Arkansas","Southeastern U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Iowa","North-Central U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Kentucky","Southeastern U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Georgia","Southeastern U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Germany","Middle Europe","Europe",1,"Yes","","Yes","","","",""
"Quercus rubra","Quercus rubra","France","Southwestern Europe","Europe",1,"Yes","Yes","Yes","","","",""
"Quercus rubra","Quercus rubra","Rhode I.","Northeastern U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Delaware","Southeastern U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Bulgaria","Southeastern Europe","Europe",1,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Hungary","Middle Europe","Europe",1,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Ontario","Eastern Canada","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Norway","Northern Europe","Europe",1,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","District Of Columbia","Southeastern U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Prince Edward I.","Eastern Canada","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Krym","Eastern Europe","Europe",1,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Louisiana","Southeastern U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","North Carolina","Southeastern U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Poland","Middle Europe","Europe",1,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Alabama","Southeastern U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus rubra","Quercus rubra","Mississippi","Southeastern U.S.A.","Northern America",0,"","","Yes","","","",""
"Quercus salicifolia","Quercus salicifolia","Mexico Central","Mexico","Northern America",0,"","","","","","",""
"Quercus salicifolia","Quercus salicifolia","Mexico Southwest","Mexico","Northern America",0,"","","","","","",""
"Quercus salicifolia","Quercus salicifolia","Mexico Southeast","Mexico","Northern America",0,"","","","","","",""
"Quercus serrata","Quercus serrata","China South-Central","China","Asia-Temperate",0,"","","","","","",""
"Quercus serrata","Quercus serrata","Taiwan","Eastern Asia","Asia-Temperate",0,"Yes","Yes","","","","",""
"Quercus serrata","Quercus serrata","Korea","Eastern Asia","Asia-Temperate",0,"","","","","","",""
"Quercus serrata","Quercus serrata","Japan","Eastern Asia","Asia-Temperate",0,"","","","","","",""
"Quercus serrata","Quercus serrata","East Himalaya","Indian Subcontinent","Asia-Tropical",0,"","","","","","",""
"Quercus serrata","Quercus serrata","Bangladesh","Indian Subcontinent","Asia-Tropical",0,"","","","","","",""
"Quercus serrata","Quercus serrata","China North-Central","China","Asia-Temperate",0,"","","","","","",""
"Quercus serrata","Quercus serrata","China Southeast","China","Asia-Temperate",0,"","","","","","",""
"Quercus sessilifolia","Quercus sessilifolia","China South-Central","China","Asia-Temperate",0,"","","","","","",""
"Quercus sessilifolia","Quercus sessilifolia","China Southeast","China","Asia-Temperate",0,"","","","","","",""
"Quercus sessilifolia","Quercus sessilifolia","Thailand","Indo-China","Asia-Tropical",0,"","","","","","",""
"Quercus sessilifolia","Quercus sessilifolia","Taiwan","Eastern Asia","Asia-Temperate",0,"Yes","Yes","","","","",""
"Quercus sessilifolia","Quercus sessilifolia","Japan","Eastern Asia","Asia-Temperate",0,"","","","","","",""
"Quercus stenophylloides","Quercus stenophylloides","Taiwan","Eastern Asia","Asia-Temperate",0,"Yes","Yes","","","","",""
"Quercus suber","Quercus suber","Corse","Southwestern Europe","Europe",0,"","","Yes","Yes","","",""
"Quercus suber","Quercus suber","Spain","Southwestern Europe","Europe",0,"Yes","Yes","Yes","Yes","","",""
"Quercus suber","Quercus suber","Canary Is.","Macaronesia","Africa",1,"","","Yes","Yes","","",""
"Quercus suber","Quercus suber","Baleares","Southwestern Europe","Europe",1,"","","Yes","Yes","","",""
"Quercus suber","Quercus suber","Italy","Southeastern Europe","Europe",0,"Yes","Yes","Yes","Yes","","",""
"Quercus suber","Quercus suber","Sardegna","Southwestern Europe","Europe",0,"Yes","Yes","Yes","Yes","","",""
"Quercus suber","Quercus suber","France","Southwestern Europe","Europe",0,"Yes","Yes","Yes","Yes","","",""
"Quercus suber","Quercus suber","Portugal","Southwestern Europe","Europe",0,"Yes","Yes","Yes","Yes","","",""
"Quercus suber","Quercus suber","Algeria","Northern Africa","Africa",0,"","","Yes","Yes","","",""
"Quercus suber","Quercus suber","Tunisia","Northern Africa","Africa",0,"","","Yes","Yes","","",""
"Quercus suber","Quercus suber","Morocco","Northern Africa","Africa",0,"","","Yes","Yes","","",""
"Quercus suber","Quercus suber","Sicilia","Southeastern Europe","Europe",0,"Yes","","Yes","Yes","","",""
"Quercus variabilis","Quercus variabilis","Japan","Eastern Asia","Asia-Temperate",0,"","","","","","",""
"Quercus variabilis","Quercus variabilis","China South-Central","China","Asia-Temperate",0,"","","","","","",""
"Quercus variabilis","Quercus variabilis","China Southeast","China","Asia-Temperate",0,"","","","","","",""
"Quercus variabilis","Quercus variabilis","Taiwan","Eastern Asia","Asia-Temperate",0,"Yes","Yes","","","","",""
"Quercus variabilis","Quercus variabilis","China North-Central","China","Asia-Temperate",0,"","","","","","",""
"Quercus variabilis","Quercus variabilis","Tibet","China","Asia-Temperate",0,"","","","","","",""
"Quercus variabilis","Quercus variabilis","Vietnam","Indo-China","Asia-Tropical",0,"","","","","","",""
"Quercus variabilis","Quercus variabilis","Korea","Eastern Asia","Asia-Temperate",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Mississippi","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Virginia","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Maryland","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Connecticut","Northeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","West Virginia","Northeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Nebraska","North-Central U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Alabama","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","District Of Columbia","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Indiana","Northeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Texas","South-Central U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Kentucky","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Delaware","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Florida","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Iowa","North-Central U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Tennessee","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","North Carolina","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Massachusetts","Northeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Illinois","North-Central U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Arkansas","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Georgia","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Missouri","North-Central U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Rhode I.","Northeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","New Hampshire","Northeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","New Jersey","Northeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","New York","Northeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Vermont","Northeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Ohio","Northeastern U.S.A.","Northern America",0,"Yes","","","","","",""
"Quercus velutina","Quercus velutina","Michigan","Northeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Ontario","Eastern Canada","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Maine","Northeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Louisiana","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Kansas","North-Central U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Wisconsin","North-Central U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Oklahoma","North-Central U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Minnesota","North-Central U.S.A.","Northern America",0,"","","","","","",""
"Quercus velutina","Quercus velutina","Pennsylvania","Northeastern U.S.A.","Northern America",0,"Yes","","","","","",""
"Quercus velutina","Quercus velutina","South Carolina","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Quercus wislizeni","Quercus wislizeni","California","Southwestern U.S.A.","Northern America",0,"Yes","Yes","","","","",""
"Quercus wislizeni","Quercus wislizeni","Mexico Northwest","Mexico","Northern America",0,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Brazil West-Central","Brazil","Southern America",0,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Malawi","South Tropical Africa","Africa",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Ghana","West Tropical Africa","Africa",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Assam","Indian Subcontinent","Asia-Tropical",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Mozambique","South Tropical Africa","Africa",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Cameroon","West-Central Tropical Africa","Africa",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Alabama","Southeastern U.S.A.","Northern America",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","China Southeast","China","Asia-Temperate",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Guatemala","Central America","Southern America",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Zimbabwe","South Tropical Africa","Africa",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Kenya","East Tropical Africa","Africa",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Brazil Northeast","Brazil","Southern America",0,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Louisiana","Southeastern U.S.A.","Northern America",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Uruguay","Southern South America","Southern America",0,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","South Carolina","Southeastern U.S.A.","Northern America",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Brazil Southeast","Brazil","Southern America",0,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Ecuador","Western South America","Southern America",0,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Kwazulu-Natal","Southern Africa","Africa",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Argentina Northeast","Southern South America","Southern America",0,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Bolivia","Western South America","Southern America",0,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Brazil North","Brazil","Southern America",0,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Mexico Gulf","Mexico","Northern America",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Taiwan","Eastern Asia","Asia-Temperate",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Peru","Western South America","Southern America",0,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","New Jersey","Northeastern U.S.A.","Northern America",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Queensland","Australia","Australasia",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Virginia","Southeastern U.S.A.","Northern America",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Jamaica","Caribbean","Southern America",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","North Carolina","Southeastern U.S.A.","Northern America",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Thailand","Indo-China","Asia-Tropical",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","New Guinea","Papuasia","Asia-Tropical",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Ivory Coast","West Tropical Africa","Africa",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Burkina","West Tropical Africa","Africa",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Nigeria","West Tropical Africa","Africa",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","New South Wales","Australia","Australasia",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Free State","Southern Africa","Africa",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Paraguay","Southern South America","Southern America",0,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Kentucky","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Sri Lanka","Indian Subcontinent","Asia-Tropical",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","India","Indian Subcontinent","Asia-Tropical",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Jawa","Malesia","Asia-Tropical",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Cook Is.","South-Central Pacific","Pacific",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Brazil South","Brazil","Southern America",0,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Argentina Northwest","Southern South America","Southern America",0,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Florida","Southeastern U.S.A.","Northern America",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Texas","South-Central U.S.A.","Northern America",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Hawaii","North-Central Pacific","Pacific",1,"Yes","Yes","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Uganda","East Tropical Africa","Africa",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Mauritius","Western Indian Ocean","Africa",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Georgia","Southeastern U.S.A.","Northern America",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Northern Provinces","Southern Africa","Africa",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Tanzania","East Tropical Africa","Africa",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Zambia","South Tropical Africa","Africa",1,"","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Zaïre","West-Central Tropical Africa","Africa",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Costa Rica","Central America","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Paraguay","Southern South America","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","South Carolina","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Ecuador","Western South America","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Mexico Southwest","Mexico","Northern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Louisiana","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Kwazulu-Natal","Southern Africa","Africa",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Indiana","Northeastern U.S.A.","Northern America",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Angola","South Tropical Africa","Africa",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Mexico Southeast","Mexico","Northern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Belize","Central America","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Hawaii","North-Central Pacific","Pacific",1,"Yes","Yes","","","","",""
"Richardia scabra","Richardia scabra","El Salvador","Central America","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Mexico Northeast","Mexico","Northern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Nicaragua","Central America","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Guyana","Northern South America","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Puerto Rico","Caribbean","Southern America",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Alabama","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Zimbabwe","South Tropical Africa","Africa",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Hainan","China","Asia-Temperate",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Jamaica","Caribbean","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Georgia","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Brazil West-Central","Brazil","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","India","Indian Subcontinent","Asia-Tropical",1,"","","","","","",""
"Richardia scabra","Richardia scabra","French Guiana","Northern South America","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Jawa","Malesia","Asia-Tropical",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Brazil North","Brazil","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","North Carolina","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Myanmar","Indo-China","Asia-Tropical",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Mexico Northwest","Mexico","Northern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","South China Sea","Indo-China","Asia-Tropical",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Central American Pac","Central America","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Philippines","Malesia","Asia-Tropical",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Cuba","Caribbean","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Assam","Indian Subcontinent","Asia-Tropical",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Maryland","Southeastern U.S.A.","Northern America",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Brazil Northeast","Brazil","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Virginia","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Mississippi","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","China Southeast","China","Asia-Temperate",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Honduras","Central America","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Benin","West Tropical Africa","Africa",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Taiwan","Eastern Asia","Asia-Temperate",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Brazil Southeast","Brazil","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Zambia","South Tropical Africa","Africa",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Bangladesh","Indian Subcontinent","Asia-Tropical",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Florida","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Uganda","East Tropical Africa","Africa",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Sri Lanka","Indian Subcontinent","Asia-Tropical",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Arkansas","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Malawi","South Tropical Africa","Africa",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Mexico Central","Mexico","Northern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Colombia","Western South America","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Tanzania","East Tropical Africa","Africa",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Mexico Gulf","Mexico","Northern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Peru","Western South America","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Bolivia","Western South America","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Texas","South-Central U.S.A.","Northern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Fiji","Southwestern Pacific","Pacific",1,"","","","","","",""
"Richardia scabra","Richardia scabra","Venezuela","Northern South America","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Guatemala","Central America","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Panamá","Central America","Southern America",0,"","","","","","",""
"Richardia scabra","Richardia scabra","Northern Provinces","Southern Africa","Africa",1,"","","","","","",""
"Ricinocarpos pinifolius","Ricinocarpos pinifolius","Tasmania","Australia","Australasia",0,"","","","","","",""
"Ricinocarpos pinifolius","Ricinocarpos pinifolius","Queensland","Australia","Australasia",0,"","","","","","",""
"Ricinocarpos pinifolius","Ricinocarpos pinifolius","Victoria","Australia","Australasia",0,"","","","","","",""
"Ricinocarpos pinifolius","Ricinocarpos pinifolius","New South Wales","Australia","Australasia",0,"","","","","","",""
"Ricinus communis","Ricinus communis","Ethiopia","Northeast Tropical Africa","Africa",0,"Yes","","","","","",""
"Ricinus communis","Ricinus communis","Cambodia","Indo-China","Asia-Tropical",1,"","","","","","",""
"Ricinus communis","Ricinus communis","Honduras","Central America","Southern America",1,"","","","","","",""
"Ricinus communis","Ricinus communis","Sudan","Northeast Tropical Africa","Africa",1,"","","","","","",""
"Ricinus communis","Ricinus communis","Bahamas","Caribbean","Southern America",1,"","","","","","",""
"Ricinus communis","Ricinus communis","Colombia","Western South America","Southern America",1,"","","","","","",""
"Ricinus communis","Ricinus communis","Socotra","Northeast Tropical Africa","Africa",1,"","","","","","",""
"Ricinus communis","Ricinus communis","Assam","Indian Subcontinent","Asia-Tropical",1,"","","","","","",""
"Ricinus communis","Ricinus communis","Chile North","Southern South America","Southern America",1,"","","","","","",""
"Ricinus communis","Ricinus communis","Mozambique","South Tropical Africa","Africa",1,"","","","","","",""
"Ricinus communis","Ricinus communis","Eritrea","Northeast Tropical Africa","Africa",0,"","","","","","",""
"Ricinus communis","Ricinus communis","Bermuda","Caribbean","Southern America",1,"","","","","","",""
"Ricinus communis","Ricinus communis","Argentina Northeast","Southern South America","Southern America",1,"","","","","","",""
"Ricinus communis","Ricinus communis","Gabon","West-Central Tropical Africa","Africa",1,"","","","","","",""
"Ricinus communis","Ricinus communis","Egypt","Northern Africa","Africa",1,"Yes","","","","","",""
"Ricinus communis","Ricinus communis","Leeward Is.","Caribbean","Southern America",1,"Yes","","","","","",""
"Ricinus communis","Ricinus communis","Aruba","Caribbean","Southern America",1,"","","","","","",""
"Ricinus communis","Ricinus communis","Caprivi Strip","Southern Africa","Africa",1,"","","","","","",""
"Ricinus communis","Ricinus communis","Burundi","West-Central Tropical Africa","Africa",1,"","","","","","",""
"Ricinus communis","Ricinus communis","Guinea-Bissau","West Tropical Africa","Africa",1,"","","","","","",""
"Ricinus communis","Ricinus communis","Marquesas","South-Central Pacific","Pacific",1,"","","","","","",""
