"Phytophthora","Host","Level.3","Level.2","Level.1","Total","PxH.in.Scotland"
"P. cinnamomi","Philotheca virgata","0","Australia","Australasia",1,NA
"P. cinnamomi","Phormium tenax","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Phyllocladus trichomanoides","0","New Zealand","Australasia",7,NA
"P. cinnamomi","Picea abies","0","0","Northern America",5,NA
"P. cinnamomi","Picea abies","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Picea abies","North Carolina","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Picea abies","Virginia","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Picea pungens","0","0","Northern America",4,NA
"P. cinnamomi","Picea pungens","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Picea pungens","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pieris floribunda","0","0","Northern America",1,NA
"P. cinnamomi","Pieris floribunda","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pieris japonica","0","0","Northern America",3,NA
"P. cinnamomi","Pieris japonica","0","Australia","Australasia",4,NA
"P. cinnamomi","Pieris japonica","0","New Zealand","Australasia",6,NA
"P. cinnamomi","Pieris japonica","Czechoslovakia","Middle Europe","Europe",1,NA
"P. cinnamomi","Pieris japonica","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pieris japonica","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pieris japonica","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pimelea ferruginea","0","Australia","Australasia",5,NA
"P. cinnamomi","Pimelea humilis","0","Australia","Australasia",2,NA
"P. cinnamomi","Pimelea rosea","0","Australia","Australasia",1,NA
"P. cinnamomi","Pinus brutia","France","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Pinus canariensis","0","0","Northern America",2,NA
"P. cinnamomi","Pinus canariensis","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Pinus caribaea","0","Australia","Australasia",2,NA
"P. cinnamomi","Pinus caribaea","0","Malesia","Asia-Tropical",1,NA
"P. cinnamomi","Pinus clausa","0","0","Northern America",1,NA
"P. cinnamomi","Pinus clausa","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Pinus clausa","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus echinata","0","0","Northern America",1,NA
"P. cinnamomi","Pinus echinata","0","New Zealand","Australasia",3,NA
"P. cinnamomi","Pinus echinata","North Carolina","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Pinus echinata","South Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus echinata","Virginia","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus elliottii","0","Australia","Australasia",2,NA
"P. cinnamomi","Pinus elliottii","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Pinus elliottii","France","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Pinus halepensis","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Pinus kesiya","0","0","Northern America",1,NA
"P. cinnamomi","Pinus kesiya","0","Australia","Australasia",1,NA
"P. cinnamomi","Pinus kesiya","0","New Zealand","Australasia",3,NA
"P. cinnamomi","Pinus lambertiana","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Pinus monticola","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Pinus mugo","0","0","Northern America",5,NA
"P. cinnamomi","Pinus mugo","0","New Zealand","Australasia",3,NA
"P. cinnamomi","Pinus mugo","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus mugo","Poland","Middle Europe","Europe",2,NA
"P. cinnamomi","Pinus mugo","Yugoslavia","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Pinus nigra","Poland","Middle Europe","Europe",4,NA
"P. cinnamomi","Pinus occidentalis","Dominican Republic","Caribbean","Southern America",2,NA
"P. cinnamomi","Pinus palustris","0","New Zealand","Australasia",6,NA
"P. cinnamomi","Pinus patula","0","Australia","Australasia",2,NA
"P. cinnamomi","Pinus patula","0","Brazil","Southern America",1,NA
"P. cinnamomi","Pinus patula","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Pinus pinaster","0","Australia","Australasia",3,NA
"P. cinnamomi","Pinus pinaster","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Pinus pinea","Italy","Southeastern Europe","Europe",3,NA
"P. cinnamomi","Pinus pinea","Yugoslavia","Southeastern Europe","Europe",2,NA
"P. cinnamomi","Pinus radiata","0","Australia","Australasia",29,NA
"P. cinnamomi","Pinus radiata","0","New Zealand","Australasia",117,NA
"P. cinnamomi","Pinus radiata","0","Southern Africa","Africa",4,NA
"P. cinnamomi","Pinus radiata","California","Southwestern U.S.A.","Northern America",4,NA
"P. cinnamomi","Pinus radiata","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Pinus resinosa","0","0","Northern America",3,NA
"P. cinnamomi","Pinus resinosa","Delaware","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus resinosa","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus strobus","0","0","Northern America",2,NA
"P. cinnamomi","Pinus strobus","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus strobus","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus sylvestris","0","0","Northern America",3,NA
"P. cinnamomi","Pinus sylvestris","France","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Pinus sylvestris","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus sylvestris","Poland","Middle Europe","Europe",1,NA
"P. cinnamomi","Pinus sylvestris","Virginia","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus taeda","0","0","Northern America",1,NA
"P. cinnamomi","Pinus taeda","0","Australia","Australasia",1,NA
"P. cinnamomi","Pinus taeda","0","New Zealand","Australasia",3,NA
"P. cinnamomi","Pinus taeda","Louisiana","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus taeda","Virginia","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pinus wallichiana","Hungary","Middle Europe","Europe",3,NA
"P. cinnamomi","Piper excelsum","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Pipturus albidus","0","0","Northern America",1,NA
"P. cinnamomi","Pipturus albidus","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Pistacia lentiscus","Italy","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Platanus orientalis","0","0","Northern America",2,NA
"P. cinnamomi","Platanus orientalis","0","Australia","Australasia",1,NA
"P. cinnamomi","Platanus orientalis","0","Southern South America","Southern America",2,NA
"P. cinnamomi","Platanus orientalis","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Platanus racemosa","0","0","Northern America",1,NA
"P. cinnamomi","Platanus racemosa","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Platanus × hispanica","Italy","Southeastern Europe","Europe",6,NA
"P. cinnamomi","Platylobium obtusangulum","0","Australia","Australasia",3,NA
"P. cinnamomi","Platysace compressa","0","Australia","Australasia",2,NA
"P. cinnamomi","Podocarpus drouynianus","0","Australia","Australasia",3,NA
"P. cinnamomi","Podocarpus macrophyllus","0","Australia","Australasia",1,NA
"P. cinnamomi","Podocarpus salignus","0","Australia","Australasia",1,NA
"P. cinnamomi","Podotheca angustifolia","0","Australia","Australasia",2,NA
"P. cinnamomi","Polystichum munitum","0","0","Northern America",2,NA
"P. cinnamomi","Polystichum munitum","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Pomaderris apetala","0","Australia","Australasia",2,NA
"P. cinnamomi","Protea aurea","0","Australia","Australasia",2,NA
"P. cinnamomi","Protea aurea","0","Southern Africa","Africa",6,NA
"P. cinnamomi","Protea burchellii","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Protea caffra","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Protea compacta","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Protea cynaroides","0","0","Northern America",3,NA
"P. cinnamomi","Protea cynaroides","0","Southern Africa","Africa",6,NA
"P. cinnamomi","Protea cynaroides","Hawaii","North-Central Pacific","Pacific",3,NA
"P. cinnamomi","Protea effusa","0","Southern Africa","Africa",6,NA
"P. cinnamomi","Protea eximia","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Protea grandiceps","0","Southern Africa","Africa",4,NA
"P. cinnamomi","Protea lanceolata","0","Southern Africa","Africa",4,NA
"P. cinnamomi","Protea laurifolia","0","Australia","Australasia",2,NA
"P. cinnamomi","Protea laurifolia","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Protea lepidocarpodendron","0","Southern Africa","Africa",6,NA
"P. cinnamomi","Protea longifolia","0","Southern Africa","Africa",4,NA
"P. cinnamomi","Protea lorifolia","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Protea magnifica","0","Australia","Australasia",2,NA
"P. cinnamomi","Protea magnifica","0","Southern Africa","Africa",6,NA
"P. cinnamomi","Protea magnifica","Cape Provinces","Southern Africa","Africa",2,NA
"P. cinnamomi","Protea mundii","0","Australia","Australasia",2,NA
"P. cinnamomi","Protea mundii","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Protea nana","0","Southern Africa","Africa",4,NA
"P. cinnamomi","Protea neriifolia","0","0","Northern America",2,NA
"P. cinnamomi","Protea neriifolia","0","Australia","Australasia",3,NA
"P. cinnamomi","Protea neriifolia","0","Southern Africa","Africa",4,NA
"P. cinnamomi","Protea neriifolia","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Protea nitida","0","Southern Africa","Africa",8,NA
"P. cinnamomi","Protea obtusifolia","0","0","Northern America",2,NA
"P. cinnamomi","Protea obtusifolia","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Protea obtusifolia","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Protea punctata","0","Southern Africa","Africa",4,NA
"P. cinnamomi","Protea reflexa","0","Southern Africa","Africa",1,NA
"P. cinnamomi","Protea repens","0","Australia","Australasia",3,NA
"P. cinnamomi","Protea repens","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Protea roupelliae","0","Southern Africa","Africa",6,NA
"P. cinnamomi","Protea susannae","0","Southern Africa","Africa",4,NA
"P. cinnamomi","Prunus americana","0","0","Northern America",2,NA
"P. cinnamomi","Prunus americana","0","Australia","Australasia",1,NA
"P. cinnamomi","Prunus americana","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Prunus armeniaca","0","Australia","Australasia",2,NA
"P. cinnamomi","Prunus armeniaca","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Prunus avium","0","0","Northern America",1,NA
"P. cinnamomi","Prunus avium","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Prunus avium","Spain","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Prunus persica","0","Australia","Australasia",9,NA
"P. cinnamomi","Prunus persica","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Prunus persica","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Prunus persica","Mississippi","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pseudopanax crassifolius","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Pseudotsuga menziesii","0","0","Northern America",1,NA
"P. cinnamomi","Pseudotsuga menziesii","0","Australia","Australasia",2,NA
"P. cinnamomi","Pseudotsuga menziesii","0","New Zealand","Australasia",26,NA
"P. cinnamomi","Pseudotsuga menziesii","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pseudotsuga menziesii","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pseudotsuga menziesii","Oregon","Northwestern U.S.A.","Northern America",3,NA
"P. cinnamomi","Pseudotsuga menziesii","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Pseudotsuga menziesii","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Psidium cattleianum","0","0","Northern America",1,NA
"P. cinnamomi","Psidium cattleianum","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Psychotria hawaiiensis","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Pteris ensiformis","0","0","Northern America",1,NA
"P. cinnamomi","Pteris ensiformis","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pterochaeta paniculata","0","Australia","Australasia",4,NA
"P. cinnamomi","Pterochaeta paniculata","Western Australia","Australia","Australasia",1,NA
"P. cinnamomi","Pterophylla racemosa","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Pultenaea daphnoides","0","Australia","Australasia",4,NA
"P. cinnamomi","Pultenaea gunnii","0","Australia","Australasia",3,NA
"P. cinnamomi","Pultenaea humilis","0","Australia","Australasia",2,NA
"P. cinnamomi","Pultenaea involucrata","0","Australia","Australasia",2,NA
"P. cinnamomi","Pultenaea juniperina","0","Australia","Australasia",1,NA
"P. cinnamomi","Pultenaea pedunculata","0","Australia","Australasia",2,NA
"P. cinnamomi","Pultenaea reticulata","0","Australia","Australasia",2,NA
"P. cinnamomi","Pultenaea stricta","0","Australia","Australasia",1,NA
"P. cinnamomi","Pyrus communis","0","0","Northern America",2,NA
"P. cinnamomi","Pyrus communis","0","Australia","Australasia",5,NA
"P. cinnamomi","Pyrus communis","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Pyrus communis","Morocco","Northern Africa","Africa",2,NA
"P. cinnamomi","Pyrus communis","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Quercus agrifolia","0","0","Northern America",5,NA
"P. cinnamomi","Quercus agrifolia","California","Southwestern U.S.A.","Northern America",7,NA
"P. cinnamomi","Quercus alba","0","0","Northern America",5,NA
"P. cinnamomi","Quercus alba","Maryland","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Quercus alba","Missouri","North-Central U.S.A.","Northern America",1,NA
"P. cinnamomi","Quercus alba","Ohio","Northeastern U.S.A.","Northern America",3,NA
"P. cinnamomi","Quercus alba","Pennsylvania","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Quercus alba","West Virginia","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Quercus bicolor","0","0","Northern America",1,NA
"P. cinnamomi","Quercus cerris","0","New Zealand","Australasia",2,NA
"P. cinnamomi","Quercus cerris","0","Southern Africa","Africa",4,NA
"P. cinnamomi","Quercus cerris","Cape Provinces","Southern Africa","Africa",1,NA
"P. cinnamomi","Quercus cerris","Italy","Southeastern Europe","Europe",2,NA
"P. cinnamomi","Quercus championii","Taiwan","Eastern Asia","Asia-Temperate",5,NA
"P. cinnamomi","Quercus faginea","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Quercus frainetto","Italy","Southeastern Europe","Europe",4,NA
"P. cinnamomi","Quercus glauca","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Quercus glaucoides","0","Mexico","Northern America",2,NA
"P. cinnamomi","Quercus ilex","France","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Quercus ilex","Italy","Southeastern Europe","Europe",8,NA
"P. cinnamomi","Quercus ilex","Portugal","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Quercus ilex","Spain","Southwestern Europe","Europe",25,NA
"P. cinnamomi","Quercus laurifolia","0","0","Northern America",2,NA
"P. cinnamomi","Quercus laurifolia","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Quercus laurina","0","Mexico","Northern America",1,NA
"P. cinnamomi","Quercus longinux","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Quercus michauxii","0","0","Northern America",2,NA
"P. cinnamomi","Quercus montana","0","0","Northern America",3,NA
"P. cinnamomi","Quercus montana","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Quercus morii","Taiwan","Eastern Asia","Asia-Temperate",4,NA
"P. cinnamomi","Quercus peduncularis","0","Mexico","Northern America",2,NA
"P. cinnamomi","Quercus petraea","Turkey","Western Asia","Asia-Temperate",2,NA
"P. cinnamomi","Quercus pubescens","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Quercus pyrenaica","France","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Quercus robur","0","0","Northern America",2,NA
"P. cinnamomi","Quercus robur","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Quercus robur","France","Southwestern Europe","Europe",23,NA
"P. cinnamomi","Quercus robur","Portugal","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Quercus rubra","0","0","Northern America",5,NA
"P. cinnamomi","Quercus rubra","France","Southwestern Europe","Europe",147,NA
"P. cinnamomi","Quercus rubra","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Quercus rubra","Spain","Southwestern Europe","Europe",3,NA
"P. cinnamomi","Quercus rubra","West Virginia","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Quercus salicifolia","0","Mexico","Northern America",1,NA
"P. cinnamomi","Quercus serrata","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Quercus sessifolia","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Quercus sessilifolia","Taiwan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Quercus stenophylloides","Taiwan","Eastern Asia","Asia-Temperate",3,NA
"P. cinnamomi","Quercus suber","0","0","Northern America",5,NA
"P. cinnamomi","Quercus suber","California","Southwestern U.S.A.","Northern America",3,NA
"P. cinnamomi","Quercus suber","France","Southwestern Europe","Europe",4,NA
"P. cinnamomi","Quercus suber","Italy","Southeastern Europe","Europe",7,NA
"P. cinnamomi","Quercus suber","Portugal","Southwestern Europe","Europe",20,NA
"P. cinnamomi","Quercus suber","Sardegna","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Quercus suber","Spain","Southwestern Europe","Europe",13,NA
"P. cinnamomi","Quercus variabilis","Taiwan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Quercus velutina","0","0","Northern America",1,NA
"P. cinnamomi","Rhamnus alaternus","Italy","Southeastern Europe","Europe",2,NA
"P. cinnamomi","Rhamnus alaternus","Sardegna","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Rhaphiolepis indica","0","Australia","Australasia",2,NA
"P. cinnamomi","Rhododendron adenogynum","Czechoslovakia","Middle Europe","Europe",1,NA
"P. cinnamomi","Rhododendron catawbiense","0","0","Northern America",2,NA
"P. cinnamomi","Rhododendron catawbiense","New Jersey","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron catawbiense","New York","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron catawbiense","Poland","Middle Europe","Europe",2,NA
"P. cinnamomi","Rhododendron columbianum","0","Australia","Australasia",1,NA
"P. cinnamomi","Rhododendron impeditum","Poland","Middle Europe","Europe",2,NA
"P. cinnamomi","Rhododendron impeditum","Switzerland","Middle Europe","Europe",1,NA
"P. cinnamomi","Rhododendron indicum","0","Australia","Australasia",1,NA
"P. cinnamomi","Rhododendron indicum","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Rhododendron japonoheptamerum","Japan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Rhododendron lapponicum","0","China","Asia-Temperate",1,NA
"P. cinnamomi","Rhododendron macrophyllum","0","0","Northern America",2,NA
"P. cinnamomi","Rhododendron macrophyllum","Missouri","North-Central U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron macrophyllum","New Jersey","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron makinoi","Japan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Rhododendron maximum","0","0","Northern America",1,NA
"P. cinnamomi","Rhododendron minus","0","0","Northern America",4,NA
"P. cinnamomi","Rhododendron minus","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron minus","Missouri","North-Central U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron minus","New Jersey","Northeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Rhododendron minus","New York","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron mucronatum","0","0","Northern America",1,NA
"P. cinnamomi","Rhododendron mucronatum","Alabama","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron mucronatum","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron mucronatum","Missouri","North-Central U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron mucronulatum","0","0","Northern America",2,NA
"P. cinnamomi","Rhododendron occidentale","0","0","Northern America",1,NA
"P. cinnamomi","Rhododendron occidentale","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron ponticum","0","0","0",1,NA
"P. cinnamomi","Rhododendron ponticum","0","0","Northern America",9,NA
"P. cinnamomi","Rhododendron ponticum","Alabama","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron ponticum","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron ponticum","Missouri","North-Central U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron ponticum","New Jersey","Northeastern U.S.A.","Northern America",5,NA
"P. cinnamomi","Rhododendron ponticum","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron ponticum","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron pseudochrysanthum","Japan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Rhododendron simsii","Germany","Middle Europe","Europe",6,NA
"P. cinnamomi","Rhododendron tomentosum","0","Australia","Australasia",2,NA
"P. cinnamomi","Rhododendron tomentosum","Poland","Middle Europe","Europe",1,NA
"P. cinnamomi","Rhododendron yakushimanum","Czechoslovakia","Middle Europe","Europe",3,NA
"P. cinnamomi","Rhododendron yakushimanum","Japan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Rhododendron × hybridum","Czechoslovakia","Middle Europe","Europe",1,NA
"P. cinnamomi","Rhododendron × hybridum","Japan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Richardia brasiliensis","0","0","Northern America",1,NA
"P. cinnamomi","Richardia brasiliensis","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Richardia scabra","0","0","Northern America",1,NA
"P. cinnamomi","Richardia scabra","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Ricinocarpos pinifolius","0","Australia","Australasia",1,NA
"P. cinnamomi","Ricinus communis","0","0","Northern America",1,NA
"P. cinnamomi","Ricinus communis","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Robinia pseudoacacia","0","0","Northern America",2,NA
"P. cinnamomi","Robinia pseudoacacia","0","China","Asia-Temperate",4,NA
"P. cinnamomi","Robinia pseudoacacia","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rubus idaeus","0","Australia","Australasia",3,NA
"P. cinnamomi","Rubus idaeus","0","New Zealand","Australasia",11,NA
"P. cinnamomi","Rubus idaeus","New Zealand South","New Zealand","Australasia",1,NA
"P. cinnamomi","Rubus rosifolius","0","0","Northern America",1,NA
"P. cinnamomi","Rubus rosifolius","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Rytidosperma caespitosum","0","Australia","Australasia",2,NA
"P. cinnamomi","Salvia officinalis","0","Australia","Australasia",1,NA
"P. cinnamomi","Salvia rosmarinus","0","Australia","Australasia",1,NA
"P. cinnamomi","Salvia rosmarinus","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Sarracenia alata","Czechoslovakia","Middle Europe","Europe",1,NA
"P. cinnamomi","Saxegothaea conspicua","0","Southern South America","Southern America",4,NA
"P. cinnamomi","Scaevola albida","0","Australia","Australasia",1,NA
"P. cinnamomi","Sciadopitys verticillata","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Sciadopitys verticillata","Italy","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Sciadopitys verticillata","Virginia","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Senna pleurocarpa","0","Australia","Australasia",1,NA
"P. cinnamomi","Sequoia sempervirens","0","New Zealand","Australasia",2,NA
"P. cinnamomi","Sequoia sempervirens","France","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Sequoiadendron giganteum","0","Australia","Australasia",2,"Yes"
"P. cinnamomi","Serruria florida","0","Australia","Australasia",8,NA
"P. cinnamomi","Serruria florida","0","Southern Africa","Africa",4,NA
"P. cinnamomi","Serruria kraussii","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Siloxerus multiflorus","0","Australia","Australasia",2,NA
"P. cinnamomi","Solanum lycopersicum","0","Southern South America","Southern America",2,NA
"P. cinnamomi","Solanum lycopersicum","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Solanum maglia","0","0","Northern America",1,NA
"P. cinnamomi","Solanum tuberosum","0","0","Northern America",1,NA
"P. cinnamomi","Sophora chrysophylla","0","0","Northern America",1,NA
"P. cinnamomi","Sophora chrysophylla","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Sorbus commixta","Korea","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Sphenotoma squarrosa","0","Australia","Australasia",1,NA
"P. cinnamomi","Sphenotoma squarrosum","0","Australia","Australasia",1,NA
"P. cinnamomi","Sprengelia incarnata","0","Australia","Australasia",4,NA
"P. cinnamomi","Stenanthera pinifolia","0","Australia","Australasia",1,NA
"P. cinnamomi","Stirlingia tenuifolia","0","Australia","Australasia",1,NA
"P. cinnamomi","Stylidium diuroides","0","Australia","Australasia",4,NA
"P. cinnamomi","Stylidium diuroides","Western Australia","Australia","Australasia",4,NA
"P. cinnamomi","Stylidium graminifolium","0","Australia","Australasia",1,NA
"P. cinnamomi","Styphelia ericoides","0","Australia","Australasia",3,NA
"P. cinnamomi","Styphelia humifusa","0","Australia","Australasia",1,NA
"P. cinnamomi","Symphytum × uplandicum","0","Australia","Australasia",1,NA
"P. cinnamomi","Syncarpia glomulifera","0","Australia","Australasia",1,NA
"P. cinnamomi","Syzygium aromaticum","0","Malesia","Asia-Tropical",2,NA
"P. cinnamomi","Syzygium bamagense","0","Australia","Australasia",1,NA
"P. cinnamomi","Syzygium smithii","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Tabebuia heterophylla","Netherlands","Middle Europe","Europe",2,NA
"P. cinnamomi","Tanacetum cinerariifolium","0","0","0",2,NA
"P. cinnamomi","Tasmannia lanceolata","0","Australia","Australasia",2,"Yes"
"P. cinnamomi","Tasmannia purpurascens","0","Australia","Australasia",2,NA
"P. cinnamomi","Taxus baccata","0","0","Northern America",2,"Yes"
"P. cinnamomi","Taxus baccata","0","Australia","Australasia",2,"Yes"
"P. cinnamomi","Taxus baccata","0","New Zealand","Australasia",2,"Yes"
"P. cinnamomi","Taxus baccata","Greece","Southeastern Europe","Europe",5,"Yes"
"P. cinnamomi","Taxus baccata","Hungary","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Taxus baccata","Netherlands","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Taxus baccata","Oregon","Northwestern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Taxus baccata","Yugoslavia","Southeastern Europe","Europe",2,"Yes"
"P. cinnamomi","Taxus cuspidata","0","0","Northern America",4,NA
