"plant_name","plant_name_full","Level.2","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","plant.in.GB"
"Rhododendron tomentosum","Rhododendron tomentosum","Eastern Asia","Asia-Temperate","No","","","","","","","Yes"
"Rhododendron tomentosum","Rhododendron tomentosum","Middle Asia","Asia-Temperate","No","","","","","","","Yes"
"Rhododendron wardii","Rhododendron wardii","China","Asia-Temperate","No","","","","","","",""
"Rhododendron williamsianum","Rhododendron williamsianum","China","Asia-Temperate","No","","","Yes","Yes","","",""
"Rhododendron uvariifolium","Rhododendron uvariifolium","China","Asia-Temperate","No","","","Yes","Yes","","",""
"Robinia pseudoacacia","Robinia pseudoacacia","Northeastern U.S.A.","Northern America","Both","","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","Western Asia","Asia-Temperate","Yes","","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","China","Asia-Temperate","Yes","Yes","Yes","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","Northwestern U.S.A.","Northern America","Yes","","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","Southwestern Europe","Europe","Yes","","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","Southeastern U.S.A.","Northern America","No","Yes","Yes","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","Russian Far East","Asia-Temperate","Yes","","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","Mexico","Northern America","Yes","","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","Southwestern U.S.A.","Northern America","Yes","Yes","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","Indian Subcontinent","Asia-Tropical","Yes","","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","Middle Europe","Europe","Yes","Yes","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","Middle Asia","Asia-Temperate","Yes","","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","South-Central Pacific","Pacific","Yes","","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","Western Indian Ocean","Africa","Yes","","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","Southern Africa","Africa","Yes","","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","South-Central U.S.A.","Northern America","Yes","","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","Northern Africa","Africa","Yes","","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","Southern South America","Southern America","Yes","Yes","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","Southeastern Europe","Europe","Yes","Yes","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","New Zealand","Australasia","Yes","Yes","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","Macaronesia","Africa","Yes","","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","Eastern Europe","Europe","Yes","","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","Northern Europe","Europe","Yes","Yes","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","North-Central U.S.A.","Northern America","Both","","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","Eastern Asia","Asia-Temperate","Yes","","","Yes","","","","Yes"
"Robinia pseudoacacia","Robinia pseudoacacia","Caucasus","Asia-Temperate","Yes","","","Yes","","","","Yes"
"Toxicodendron diversilobum","Toxicodendron diversilobum","Mexico","Northern America","No","","","","","","",""
"Toxicodendron diversilobum","Toxicodendron diversilobum","Southwestern U.S.A.","Northern America","No","","","","","","",""
"Toxicodendron diversilobum","Toxicodendron diversilobum","Northwestern U.S.A.","Northern America","No","Yes","Yes","","","","",""
"Toxicodendron diversilobum","Toxicodendron diversilobum","Western Canada","Northern America","No","","","","","","",""
"Trachymene pilosa","Trachymene pilosa","Australia","Australasia","No","Yes","Yes","","","","",""
"Umbellularia californica","Umbellularia californica","Southwestern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","","",""
"Umbellularia californica","Umbellularia californica","Northwestern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","","",""
"Umbellularia californica","Umbellularia californica","Mexico","Northern America","No","","","Yes","Yes","","",""
"Ulex europaeus","Ulex europaeus","Southern South America","Southern America","Yes","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Australia","Australasia","Yes","Yes","Yes","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Indian Subcontinent","Asia-Tropical","Yes","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Central America","Southern America","Yes","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Malesia","Asia-Tropical","Yes","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Southwestern U.S.A.","Northern America","Yes","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Subantarctic Islands","Antarctica","Yes","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","North-Central Pacific","Pacific","Yes","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Brazil","Southern America","Yes","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Western Indian Ocean","Africa","Yes","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Middle Europe","Europe","Both","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Northern Europe","Europe","Both","Yes","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Caribbean","Southern America","Yes","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Middle Atlantic Ocean","Africa","Yes","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Eastern Asia","Asia-Temperate","Yes","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","East Tropical Africa","Africa","Yes","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Eastern Europe","Europe","Yes","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Southwestern Europe","Europe","No","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","New Zealand","Australasia","Yes","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Macaronesia","Africa","Both","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Caucasus","Asia-Temperate","Yes","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Western South America","Southern America","Yes","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Northern Africa","Africa","No","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Southern Africa","Africa","Yes","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Northwestern U.S.A.","Northern America","Yes","","","Yes","","Yes","","Yes"
"Ulex europaeus","Ulex europaeus","Southeastern Europe","Europe","No","","","Yes","","Yes","","Yes"
"Vigna unguiculata","Vigna unguiculata","West-Central Tropical Africa","Africa","No","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Southwestern Pacific","Pacific","Yes","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Caribbean","Southern America","Yes","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","West Tropical Africa","Africa","Both","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Northern South America","Southern America","Yes","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Southeastern U.S.A.","Northern America","Yes","Yes","","","","","",""
"Vigna unguiculata","Vigna unguiculata","South Tropical Africa","Africa","No","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Western South America","Southern America","Yes","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Brazil","Southern America","Yes","Yes","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Indian Subcontinent","Asia-Tropical","Yes","Yes","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Northeast Tropical Africa","Africa","Both","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Macaronesia","Africa","No","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Central America","Southern America","Yes","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Caucasus","Asia-Temperate","Yes","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Indo-China","Asia-Tropical","Yes","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Northern Africa","Africa","Yes","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Malesia","Asia-Tropical","Yes","Yes","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Papuasia","Asia-Tropical","Yes","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Eastern Europe","Europe","Yes","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Western Indian Ocean","Africa","Yes","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Southern Africa","Africa","No","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Middle Asia","Asia-Temperate","Yes","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Arabian Peninsula","Asia-Temperate","Yes","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","East Tropical Africa","Africa","No","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Mexico","Northern America","Yes","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Western Asia","Asia-Temperate","Yes","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Northwestern Pacific","Pacific","Yes","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Australia","Australasia","Yes","Yes","Yes","","","","",""
"Vigna unguiculata","Vigna unguiculata","North-Central U.S.A.","Northern America","Yes","","","","","","",""
"Vigna unguiculata","Vigna unguiculata","Eastern Asia","Asia-Temperate","Yes","Yes","","","","","",""
"Veronica albicans","Veronica albicans","New Zealand","Australasia","No","","","Yes","Yes","","",""
"Viburnum farreri","Viburnum farreri","China","Asia-Temperate","No","","","Yes","Yes","","",""
"Viburnum davidi","Viburnum davidi","China","Asia-Temperate","No","","","Yes","Yes","Yes","",""
"Viburnum cylindricum","Viburnum cylindricum","China","Asia-Temperate","No","","","Yes","Yes","","",""
"Viburnum cylindricum","Viburnum cylindricum","Indian Subcontinent","Asia-Tropical","No","","","Yes","Yes","","",""
"Viburnum cylindricum","Viburnum cylindricum","Indo-China","Asia-Tropical","No","","","Yes","Yes","","",""
"Viburnum dentatum","Viburnum dentatum","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Viburnum dentatum","Viburnum dentatum","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Viburnum dentatum","Viburnum dentatum","North-Central U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Viburnum japonicum","Viburnum japonicum","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","","",""
"Viburnum japonicum","Viburnum japonicum","China","Asia-Temperate","No","","","Yes","Yes","","",""
"Viburnum betulifolium","Viburnum betulifolium","China","Asia-Temperate","No","","","Yes","Yes","","",""
"Viburnum betulifolium","Viburnum betulifolium","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","","",""
"Vitis vinifera","Vitis vinifera","China","Asia-Temperate","Yes","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Southwestern Europe","Europe","Both","Yes","Yes","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Southeastern Europe","Europe","Both","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Western Asia","Asia-Temperate","Both","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Northern Africa","Africa","Yes","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Middle Europe","Europe","Both","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Indian Subcontinent","Asia-Tropical","Yes","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Middle Asia","Asia-Temperate","Both","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Eastern Europe","Europe","Both","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Indo-China","Asia-Tropical","Yes","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Northwestern U.S.A.","Northern America","Yes","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Macaronesia","Africa","Yes","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","South Tropical Africa","Africa","Yes","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","New Zealand","Australasia","Yes","Yes","Yes","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Western Canada","Northern America","Yes","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Caucasus","Asia-Temperate","No","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Northwestern Pacific","Pacific","Yes","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Northeast Tropical Africa","Africa","Yes","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Caribbean","Southern America","Yes","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Eastern Asia","Asia-Temperate","Yes","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Western South America","Southern America","Yes","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","South-Central Pacific","Pacific","Yes","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Southwestern U.S.A.","Northern America","Yes","Yes","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Northeastern U.S.A.","Northern America","Yes","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Southern South America","Southern America","Yes","Yes","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","West-Central Tropical Africa","Africa","Yes","","","Yes","","","",""
"Vitis vinifera","Vitis vinifera","Mexico","Northern America","Yes","Yes","","Yes","","","",""
"Vitis rupestris","Vitis rupestris","Middle Asia","Asia-Temperate","Yes","","","","","","",""
"Vitis rupestris","Vitis rupestris","Middle Europe","Europe","No","","","","","","",""
"Vitis rupestris","Vitis rupestris","Southeastern Europe","Europe","Yes","","","","","","",""
"Vitis rupestris","Vitis rupestris","Southwestern Europe","Europe","Yes","","","","","","",""
"Vitis rupestris","Vitis rupestris","South-Central U.S.A.","Northern America","No","","","","","","",""
"Vitis rupestris","Vitis rupestris","Northeastern U.S.A.","Northern America","No","","","","","","",""
"Vitis rupestris","Vitis rupestris","North-Central U.S.A.","Northern America","No","","","","","","",""
"Vitis rupestris","Vitis rupestris","Southeastern U.S.A.","Northern America","No","","","","","","",""
"Vitis riparia","Vitis riparia","Mexico","Northern America","No","","","","","","",""
"Vitis riparia","Vitis riparia","Southeastern U.S.A.","Northern America","No","","","","","","",""
"Vitis riparia","Vitis riparia","Northeastern U.S.A.","Northern America","No","","","","","","",""
"Vitis riparia","Vitis riparia","Eastern Canada","Northern America","No","","","","","","",""
"Vitis riparia","Vitis riparia","North-Central U.S.A.","Northern America","No","","","","","","",""
"Vitis riparia","Vitis riparia","Northwestern U.S.A.","Northern America","Both","","","","","","",""
"Vitis riparia","Vitis riparia","Southeastern Europe","Europe","Yes","","","","","","",""
"Vitis riparia","Vitis riparia","Middle Europe","Europe","Yes","","","","","","",""
"Vitis riparia","Vitis riparia","Western Canada","Northern America","Both","","","","","","",""
"Vitis riparia","Vitis riparia","South-Central U.S.A.","Northern America","No","","","","","","",""
"Vitis riparia","Vitis riparia","Eastern Europe","Europe","Yes","","","","","","",""
"Vitis riparia","Vitis riparia","Southwestern Europe","Europe","Yes","","","","","","",""
"Vaccinium ovatum","Vaccinium ovatum","Northwestern U.S.A.","Northern America","No","Yes","Yes","","","","",""
"Vaccinium ovatum","Vaccinium ovatum","Southwestern U.S.A.","Northern America","No","Yes","Yes","","","","",""
"Vaccinium ovatum","Vaccinium ovatum","Western Canada","Northern America","No","","","","","","",""
"Vaccinium parvifolium","Vaccinium parvifolium","Subarctic America","Northern America","No","","","","","","",""
"Vaccinium parvifolium","Vaccinium parvifolium","Southwestern U.S.A.","Northern America","No","","","","","","",""
"Vaccinium parvifolium","Vaccinium parvifolium","Northwestern U.S.A.","Northern America","No","Yes","Yes","","","","",""
"Vaccinium parvifolium","Vaccinium parvifolium","Western Canada","Northern America","No","","","","","","",""
"Vaccinium vitis-idaea","Vaccinium vitis-idaea","Subarctic America","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Vaccinium vitis-idaea","Vaccinium vitis-idaea","Eastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Vaccinium vitis-idaea","Vaccinium vitis-idaea","Siberia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Vaccinium vitis-idaea","Vaccinium vitis-idaea","Northern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","","Yes"
"Vaccinium vitis-idaea","Vaccinium vitis-idaea","Western Canada","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Vaccinium vitis-idaea","Vaccinium vitis-idaea","China","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Vaccinium vitis-idaea","Vaccinium vitis-idaea","North-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Vaccinium vitis-idaea","Vaccinium vitis-idaea","Eastern Canada","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Vaccinium vitis-idaea","Vaccinium vitis-idaea","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Vaccinium vitis-idaea","Vaccinium vitis-idaea","Subantarctic Islands","Antarctica","Yes","","","Yes","Yes","Yes","","Yes"
"Vaccinium vitis-idaea","Vaccinium vitis-idaea","Southeastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Vaccinium vitis-idaea","Vaccinium vitis-idaea","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Vaccinium vitis-idaea","Vaccinium vitis-idaea","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Vaccinium vitis-idaea","Vaccinium vitis-idaea","Caucasus","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Vaccinium vitis-idaea","Vaccinium vitis-idaea","Mongolia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Vaccinium vitis-idaea","Vaccinium vitis-idaea","Western Asia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Vaccinium vitis-idaea","Vaccinium vitis-idaea","Middle Europe","Europe","No","Yes","","Yes","Yes","Yes","","Yes"
"Vaccinium vitis-idaea","Vaccinium vitis-idaea","Southwestern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Vaccinium vitis-idaea","Vaccinium vitis-idaea","Middle Asia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Vaccinium × intermedium","Vaccinium × intermedium","Middle Europe","Europe","No","","","Yes","Yes","","","Yes"
"Vaccinium × intermedium","Vaccinium × intermedium","Northern Europe","Europe","No","Yes","Yes","Yes","Yes","","","Yes"
"Vaccinium myrtilloides","Vaccinium myrtilloides","North-Central U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Vaccinium myrtilloides","Vaccinium myrtilloides","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Vaccinium myrtilloides","Vaccinium myrtilloides","Western Canada","Northern America","No","","","Yes","Yes","","",""
"Vaccinium myrtilloides","Vaccinium myrtilloides","Eastern Canada","Northern America","No","","","Yes","Yes","","",""
"Vaccinium myrtilloides","Vaccinium myrtilloides","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Vaccinium myrtilloides","Vaccinium myrtilloides","Subarctic America","Northern America","No","","","Yes","Yes","","",""
"Vaccinium myrtilloides","Vaccinium myrtilloides","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Vaccinium myrtillus","Vaccinium myrtillus","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium myrtillus","Vaccinium myrtillus","Northern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Vaccinium myrtillus","Vaccinium myrtillus","Southwestern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium myrtillus","Vaccinium myrtillus","Southeastern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium myrtillus","Vaccinium myrtillus","China","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium myrtillus","Vaccinium myrtillus","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium myrtillus","Vaccinium myrtillus","Middle Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium myrtillus","Vaccinium myrtillus","Caucasus","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium myrtillus","Vaccinium myrtillus","Siberia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium myrtillus","Vaccinium myrtillus","Western Canada","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium myrtillus","Vaccinium myrtillus","Southwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium myrtillus","Vaccinium myrtillus","Mongolia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium myrtillus","Vaccinium myrtillus","Western Asia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium myrtillus","Vaccinium myrtillus","Eastern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium myrtillus","Vaccinium myrtillus","South-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium myrtillus","Vaccinium myrtillus","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium myrtillus","Vaccinium myrtillus","Northern Africa","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium myrtillus","Vaccinium myrtillus","Subarctic America","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium myrtillus","Vaccinium myrtillus","Middle Asia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium macrocarpon","Vaccinium macrocarpon","North-Central U.S.A.","Northern America","No","Yes","","","","","","Yes"
"Vaccinium macrocarpon","Vaccinium macrocarpon","Southeastern U.S.A.","Northern America","No","","","","","","","Yes"
"Vaccinium macrocarpon","Vaccinium macrocarpon","Middle Europe","Europe","Yes","","","","","","","Yes"
"Vaccinium macrocarpon","Vaccinium macrocarpon","Northeastern U.S.A.","Northern America","No","Yes","Yes","","","","","Yes"
"Vaccinium macrocarpon","Vaccinium macrocarpon","Eastern Canada","Northern America","No","","","","","","","Yes"
"Vaccinium macrocarpon","Vaccinium macrocarpon","Northwestern U.S.A.","Northern America","Yes","Yes","","","","","","Yes"
"Vaccinium macrocarpon","Vaccinium macrocarpon","Northern Europe","Europe","Yes","","","","","","","Yes"
"Vaccinium macrocarpon","Vaccinium macrocarpon","Western Canada","Northern America","Yes","Yes","","","","","","Yes"
"Viburnum sieboldii","Viburnum sieboldii","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","","",""
"Viburnum sieboldii","Viburnum sieboldii","Southeastern U.S.A.","Northern America","Yes","","","Yes","Yes","","",""
"Viburnum sieboldii","Viburnum sieboldii","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","","",""
"Viburnum plicatum","Viburnum plicatum","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes",""
"Viburnum plicatum","Viburnum plicatum","China","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Viburnum plicatum","Viburnum plicatum","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Viburnum plicatum","Viburnum plicatum","Southeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes",""
"Viburnum plicatum","Viburnum plicatum","North-Central U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes",""
"Viburnum plicatum","Viburnum plicatum","Northwestern U.S.A.","Northern America","Yes","Yes","Yes","Yes","Yes","Yes","Yes",""
"Viburnum tinus","Viburnum tinus","Southeastern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Viburnum tinus","Viburnum tinus","Northwestern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Viburnum tinus","Viburnum tinus","Southwestern U.S.A.","Northern America","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Viburnum tinus","Viburnum tinus","Western Asia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Viburnum tinus","Viburnum tinus","Northern Africa","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Viburnum tinus","Viburnum tinus","Southwestern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Viburnum tinus","Viburnum tinus","Macaronesia","Africa","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Viburnum tinus","Viburnum tinus","Northern Europe","Europe","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Viburnum tinus","Viburnum tinus","Mexico","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Viburnum tinus","Viburnum tinus","Australia","Australasia","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Vaccinium corymbosum","Vaccinium corymbosum","Middle Europe","Europe","Yes","Yes","Yes","Yes","Yes","Yes","Yes",""
"Vaccinium corymbosum","Vaccinium corymbosum","Northwestern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes",""
"Vaccinium corymbosum","Vaccinium corymbosum","Southeastern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes",""
"Vaccinium corymbosum","Vaccinium corymbosum","Eastern Canada","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Vaccinium corymbosum","Vaccinium corymbosum","North-Central U.S.A.","Northern America","Both","","","Yes","Yes","Yes","Yes",""
"Vaccinium corymbosum","Vaccinium corymbosum","South-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Vaccinium corymbosum","Vaccinium corymbosum","Northeastern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes",""
"Vaccinium corymbosum","Vaccinium corymbosum","Western Canada","Northern America","Yes","Yes","Yes","Yes","Yes","Yes","Yes",""
"Vaccinium angustifolium","Vaccinium angustifolium","Eastern Canada","Northern America","No","","","Yes","Yes","","",""
"Vaccinium angustifolium","Vaccinium angustifolium","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Vaccinium angustifolium","Vaccinium angustifolium","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Vaccinium angustifolium","Vaccinium angustifolium","North-Central U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Vaccinium angustifolium","Vaccinium angustifolium","Western Canada","Northern America","No","","","Yes","Yes","","",""
"Vaccinium angustifolium","Vaccinium angustifolium","Eastern Asia","Asia-Temperate","Yes","","","Yes","Yes","","",""
"Vaccinium formosum","Vaccinium formosum","Southeastern U.S.A.","Northern America","No","Yes","Yes","","","","",""
"Vaccinium formosum","Vaccinium formosum","Northeastern U.S.A.","Northern America","No","","","","","","",""
"Viola uliginosa","Viola uliginosa","Eastern Europe","Europe","No","","","","","","",""
"Viola uliginosa","Viola uliginosa","Northern Europe","Europe","No","","","","","","",""
"Viola uliginosa","Viola uliginosa","Middle Europe","Europe","No","","","","","","",""
"Viola uliginosa","Viola uliginosa","Southeastern Europe","Europe","Both","","","","","","",""
