"plant_genus","Level.2","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","In.GB"
"Syringa","Southwestern Europe","Europe","Yes","Yes","","Yes","Yes","Yes","","Yes"
"Forsythia","Southeastern U.S.A.","Northern America","Yes","Yes","Yes","Yes","","","",""
"Forsythia","Southeastern Europe","Europe","Both","Yes","","Yes","","","",""
"Forsythia","Southwestern U.S.A.","Northern America","Yes","Yes","","Yes","","","",""
"Forsythia","Southwestern Europe","Europe","Yes","","","Yes","","","",""
"Forsythia","China","Asia-Temperate","No","","","Yes","","","",""
"Forsythia","Northwestern U.S.A.","Northern America","Yes","","","Yes","","","",""
"Forsythia","North-Central U.S.A.","Northern America","Yes","Yes","","Yes","","","",""
"Forsythia","Northeastern U.S.A.","Northern America","Yes","Yes","","Yes","","","",""
"Forsythia","Middle Europe","Europe","Yes","Yes","","Yes","","","",""
"Forsythia","Eastern Asia","Asia-Temperate","No","","","Yes","","","",""
"Forsythia","Russian Far East","Asia-Temperate","Yes","","","Yes","","","",""
"Fraxinus","China","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Northern Africa","Africa","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Caucasus","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Western Asia","Asia-Temperate","No","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Middle Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","","Yes"
"Fraxinus","Middle Asia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Northern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","","Yes"
"Fraxinus","Indian Subcontinent","Asia-Tropical","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Indo-China","Asia-Tropical","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Eastern Asia","Asia-Temperate","No","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Southwestern Europe","Europe","No","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Malesia","Asia-Tropical","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Eastern Canada","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Eastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","New Zealand","Australasia","Yes","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","North-Central Pacific","Pacific","Yes","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","North-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Southeastern Europe","Europe","No","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Southwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Western Canada","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Australia","Australasia","Yes","","","Yes","Yes","Yes","","Yes"
"Fraxinus","South-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Mexico","Northern America","No","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Central America","Southern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Caribbean","Southern America","Both","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Western South America","Southern America","Yes","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Southern South America","Southern America","Yes","","","Yes","Yes","Yes","","Yes"
"Thuja","Southeastern U.S.A.","Northern America","No","Yes","","Yes","","Yes","","Yes"
"Thuja","Northwestern U.S.A.","Northern America","No","Yes","","Yes","","Yes","","Yes"
"Thuja","China","Asia-Temperate","No","","","Yes","","Yes","","Yes"
"Thuja","Eastern Canada","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Northeastern U.S.A.","Northern America","No","Yes","","Yes","","Yes","","Yes"
"Thuja","Subarctic America","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Middle Europe","Europe","Yes","Yes","","Yes","","Yes","","Yes"
"Thuja","Northern Europe","Europe","Yes","Yes","","Yes","","Yes","","Yes"
"Thuja","Southwestern U.S.A.","Northern America","No","Yes","Yes","Yes","","Yes","","Yes"
"Thuja","Eastern Asia","Asia-Temperate","No","","","Yes","","Yes","","Yes"
"Thuja","Eastern Europe","Europe","Yes","","","Yes","","Yes","","Yes"
"Thuja","North-Central U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Southeastern Europe","Europe","Yes","Yes","Yes","Yes","","Yes","","Yes"
"Thuja","Western Canada","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Southwestern Europe","Europe","Yes","Yes","Yes","Yes","","Yes","","Yes"
"Juniperus","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Siberia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Eastern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","East Tropical Africa","Africa","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Western Asia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Northern Africa","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","West-Central Tropical Africa","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Middle Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Northeast Tropical Africa","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Caucasus","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Middle Asia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Arabian Peninsula","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Southwestern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Southeastern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Macaronesia","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Western Indian Ocean","Africa","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Subarctic America","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Southeastern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Mexico","Northern America","Both","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Northern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Southern Africa","Africa","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Caribbean","Southern America","Both","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","China","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","South-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Indian Subcontinent","Asia-Tropical","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Northwestern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Middle Atlantic Ocean","Africa","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","North-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Southwestern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Eastern Canada","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Western Canada","Northern America","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Central America","Southern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Mongolia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","South Tropical Africa","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Indo-China","Asia-Tropical","No","","","Yes","Yes","Yes","Yes","Yes"
"Microbiota","Russian Far East","Asia-Temperate","No","","","Yes","Yes","","",""
"Perrottetia","Western South America","Southern America","No","","","","","","",""
"Perrottetia","Malesia","Asia-Tropical","No","","","","","","",""
"Perrottetia","Australia","Australasia","No","","","","","","",""
"Perrottetia","Central America","Southern America","No","","","","","","",""
"Perrottetia","Mexico","Northern America","No","","","","","","",""
"Perrottetia","Papuasia","Asia-Tropical","No","","","","","","",""
"Perrottetia","China","Asia-Temperate","No","","","","","","",""
"Perrottetia","North-Central Pacific","Pacific","No","Yes","Yes","","","","",""
"Perrottetia","Eastern Asia","Asia-Temperate","No","","","","","","",""
"Perrottetia","Northern South America","Southern America","No","","","","","","",""
"Pseudotsuga","Eastern Asia","Asia-Temperate","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pseudotsuga","Northwestern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pseudotsuga","Mexico","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Pseudotsuga","Western Asia","Asia-Temperate","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Pseudotsuga","Western Canada","Northern America","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pseudotsuga","Southeastern Europe","Europe","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Pseudotsuga","South-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Pseudotsuga","Subarctic America","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Pseudotsuga","Middle Europe","Europe","Yes","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pseudotsuga","Northern Europe","Europe","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pseudotsuga","Southwestern Europe","Europe","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pseudotsuga","Southwestern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pseudotsuga","China","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Pseudotsuga","Northeastern U.S.A.","Northern America","Yes","Yes","","Yes","Yes","Yes","Yes","Yes"
"Taxodium","Southeastern U.S.A.","Northern America","No","Yes","","Yes","Yes","Yes","","Yes"
"Taxodium","Central America","Southern America","No","","","Yes","Yes","Yes","","Yes"
"Taxodium","Mexico","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Taxodium","Middle Europe","Europe","Yes","","","Yes","Yes","Yes","","Yes"
"Taxodium","Southern South America","Southern America","Yes","","","Yes","Yes","Yes","","Yes"
"Taxodium","Northern Europe","Europe","Yes","Yes","Yes","Yes","Yes","Yes","","Yes"
"Taxodium","North-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Taxodium","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Taxodium","Southeastern Europe","Europe","Yes","","","Yes","Yes","Yes","","Yes"
"Taxodium","South-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Taxodium","Southwestern Europe","Europe","Yes","","","Yes","Yes","Yes","","Yes"
"Taxodium","Indian Subcontinent","Asia-Tropical","Yes","","","Yes","Yes","Yes","","Yes"
"Torreya","Eastern Asia","Asia-Temperate","No","Yes","Yes","","","","",""
"Torreya","China","Asia-Temperate","No","","","","","","",""
"Torreya","Southeastern U.S.A.","Northern America","No","Yes","","","","","",""
"Torreya","Southwestern U.S.A.","Northern America","No","","","","","","",""
"Widdringtonia","Southern Africa","Africa","No","Yes","Yes","","","","",""
"Widdringtonia","South Tropical Africa","Africa","No","","","","","","",""
"Zamia","Western South America","Southern America","No","","","","","","",""
"Zamia","Indian Subcontinent","Asia-Tropical","Yes","","","","","","",""
"Zamia","Mexico","Northern America","No","","","","","","",""
"Zamia","Caribbean","Southern America","No","","","","","","",""
"Zamia","Central America","Southern America","No","","","","","","",""
"Zamia","Southeastern U.S.A.","Northern America","No","","","","","","",""
"Zamia","Northern South America","Southern America","No","","","","","","",""
"Zamia","Brazil","Southern America","No","","","","","","",""
"Sequoia","Southeastern Europe","Europe","Yes","","","Yes","Yes","","","Yes"
"Sequoia","Southwestern Europe","Europe","Yes","Yes","Yes","Yes","Yes","","","Yes"
"Sequoia","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Sequoia","Southwestern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","","","Yes"
"Sequoia","Northern Europe","Europe","Yes","Yes","Yes","Yes","Yes","","","Yes"
"Larix","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Larix","Western Canada","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Larix","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Larix","China","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Larix","North-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Larix","Eastern Canada","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Larix","Northern Europe","Europe","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Larix","Siberia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Larix","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Larix","Indian Subcontinent","Asia-Tropical","No","","","Yes","Yes","Yes","Yes","Yes"
"Larix","Eastern Asia","Asia-Temperate","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Larix","Middle Europe","Europe","Both","Yes","","Yes","Yes","Yes","Yes","Yes"
"Larix","Eastern Europe","Europe","Both","","","Yes","Yes","Yes","Yes","Yes"
"Larix","Western Asia","Asia-Temperate","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Larix","Mongolia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Larix","Subarctic America","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Larix","Southeastern Europe","Europe","Both","","","Yes","Yes","Yes","Yes","Yes"
"Larix","Southeastern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Larix","Southwestern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Macrozamia","Australia","Australasia","No","Yes","Yes","","","","",""
"Metasequoia","China","Asia-Temperate","No","","","Yes","","Yes","","Yes"
"Metasequoia","Northern Europe","Europe","Yes","Yes","","Yes","","Yes","","Yes"
"Taxus","Northern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Taxus","Eastern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Northwestern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Taxus","Macaronesia","Africa","Both","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Mexico","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Southwestern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Southeastern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Taxus","Northern Africa","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","North-Central U.S.A.","Northern America","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Caucasus","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Western Asia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Middle Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Taxus","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Central America","Southern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Northeastern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Taxus","Eastern Canada","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","China","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Indian Subcontinent","Asia-Tropical","No","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Subarctic America","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Southeastern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Taxus","Western Canada","Northern America","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Malesia","Asia-Tropical","No","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Indo-China","Asia-Tropical","No","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Southwestern U.S.A.","Northern America","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Northern Europe","Europe","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Middle Europe","Europe","Yes","Yes","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Indian Subcontinent","Asia-Tropical","No","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","China","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Southwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","North-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Southeastern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Southwestern Europe","Europe","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Eastern Canada","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Western Canada","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Subarctic America","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Indo-China","Asia-Tropical","No","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Eastern Canada","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Southeastern U.S.A.","Northern America","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Picea","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Western Asia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Picea","China","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Subarctic America","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Eastern Asia","Asia-Temperate","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Picea","Middle Asia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Southwestern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Picea","Western Canada","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Southeastern Europe","Europe","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Picea","Northern Europe","Europe","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Picea","Middle Europe","Europe","Both","Yes","","Yes","Yes","Yes","Yes","Yes"
"Picea","Mexico","Northern America","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Picea","Southwestern Europe","Europe","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Picea","Eastern Europe","Europe","Both","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Northeastern U.S.A.","Northern America","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Picea","South-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Picea","North-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Siberia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Indian Subcontinent","Asia-Tropical","No","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Mongolia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Caucasus","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Australia","Australasia","Yes","Yes","","Yes","Yes","Yes","Yes","Yes"
"Picea","Indo-China","Asia-Tropical","No","","","Yes","Yes","Yes","Yes","Yes"
"Phyllocladus","Malesia","Asia-Tropical","No","","","","","","",""
"Phyllocladus","Papuasia","Asia-Tropical","No","","","","","","",""
"Phyllocladus","New Zealand","Australasia","No","Yes","Yes","","","","",""
"Phyllocladus","Australia","Australasia","No","","","","","","",""
"Pinus","Eastern Asia","Asia-Temperate","Both","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Australia","Australasia","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Caribbean","Southern America","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","North-Central U.S.A.","Northern America","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Indian Subcontinent","Asia-Tropical","No","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Indo-China","Asia-Tropical","No","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Northeastern U.S.A.","Northern America","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pinus","South-Central Pacific","Pacific","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Eastern Canada","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Eastern Europe","Europe","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Southern South America","Southern America","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","China","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Southeastern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Northern Europe","Europe","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","South-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Malesia","Asia-Tropical","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Southwestern Pacific","Pacific","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Middle Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Southwestern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Western Asia","Asia-Temperate","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Southwestern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Western South America","Southern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Mexico","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Southeastern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Central America","Southern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Southern Africa","Africa","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Subantarctic Islands","Antarctica","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Subarctic America","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Middle Atlantic Ocean","Africa","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Northwestern U.S.A.","Northern America","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Western Indian Ocean","Africa","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","East Tropical Africa","Africa","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","North-Central Pacific","Pacific","Yes","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Siberia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","West Tropical Africa","Africa","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Western Canada","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Caucasus","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Northern Africa","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Macaronesia","Africa","Both","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Mongolia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Northeast Tropical Africa","Africa","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Middle Asia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","New Zealand","Australasia","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Podocarpus","Caribbean","Southern America","No","","","","","","",""
"Podocarpus","Western South America","Southern America","No","","","","","","",""
"Podocarpus","Southern South America","Southern America","No","","","","","","",""
"Podocarpus","Northern South America","Southern America","No","","","","","","",""
"Podocarpus","Brazil","Southern America","No","","","","","","",""
"Podocarpus","Middle Atlantic Ocean","Africa","Yes","","","","","","",""
"Podocarpus","Malesia","Asia-Tropical","No","","","","","","",""
"Podocarpus","East Tropical Africa","Africa","No","","","","","","",""
"Podocarpus","Central America","Southern America","No","","","","","","",""
"Podocarpus","Southern Africa","Africa","No","","","","","","",""
"Podocarpus","New Zealand","Australasia","No","Yes","","","","","",""
"Podocarpus","China","Asia-Temperate","Both","","","","","","",""
"Podocarpus","Australia","Australasia","No","Yes","Yes","","","","",""
"Podocarpus","Western Indian Ocean","Africa","No","","","","","","",""
"Podocarpus","West Tropical Africa","Africa","No","","","","","","",""
"Podocarpus","West-Central Tropical Africa","Africa","No","","","","","","",""
"Podocarpus","South Tropical Africa","Africa","No","","","","","","",""
"Podocarpus","Southeastern U.S.A.","Northern America","Yes","Yes","","","","","",""
"Podocarpus","Papuasia","Asia-Tropical","No","Yes","","","","","",""
"Podocarpus","North-Central Pacific","Pacific","Yes","","","","","","",""
"Podocarpus","Mexico","Northern America","No","","","","","","",""
"Podocarpus","Eastern Asia","Asia-Temperate","Both","","","","","","",""
"Podocarpus","Indian Subcontinent","Asia-Tropical","No","","","","","","",""
"Podocarpus","Southwestern Pacific","Pacific","No","","","","","","",""
"Podocarpus","Indo-China","Asia-Tropical","No","","","","","","",""
"Podocarpus","Northeast Tropical Africa","Africa","No","","","","","","",""
"Sequoiadendron","Middle Europe","Europe","Yes","Yes","","Yes","Yes","Yes","Yes","Yes"
"Sequoiadendron","Northern Europe","Europe","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Sequoiadendron","Southwestern Europe","Europe","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Sequoiadendron","Southwestern U.S.A.","Northern America","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Sciadopitys","Eastern Asia","Asia-Temperate","No","","","Yes","","Yes","",""
