"plant_genus","Level.3","Level.2","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","In.GB"
"Syringa","Japan","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Syringa","Albania","Southeastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Syringa","New Hampshire","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","","Yes"
"Syringa","New York","Northeastern U.S.A.","Northern America","Yes","Yes","","Yes","Yes","Yes","","Yes"
"Syringa","British Columbia","Western Canada","Northern America","Yes","","","Yes","Yes","Yes","","Yes"
"Syringa","Argentina South","Southern South America","Southern America","Yes","","","Yes","Yes","Yes","","Yes"
"Syringa","Inner Mongolia","China","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Syringa","Germany","Middle Europe","Europe","Yes","Yes","","Yes","Yes","Yes","","Yes"
"Syringa","Central European Rus","Eastern Europe","Europe","Yes","","","Yes","Yes","Yes","","Yes"
"Syringa","Amur","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Syringa","Great Britain","Northern Europe","Europe","Yes","Yes","Yes","Yes","Yes","Yes","","Yes"
"Syringa","Spain","Southwestern Europe","Europe","Yes","","","Yes","Yes","Yes","","Yes"
"Syringa","Yugoslavia","Southeastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Syringa","Minnesota","North-Central U.S.A.","Northern America","Yes","Yes","","Yes","Yes","Yes","","Yes"
"Syringa","East European Russia","Eastern Europe","Europe","Yes","","","Yes","Yes","Yes","","Yes"
"Syringa","Krym","Eastern Europe","Europe","Yes","","","Yes","Yes","Yes","","Yes"
"Syringa","Maine","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","","Yes"
"Syringa","Wisconsin","North-Central U.S.A.","Northern America","Yes","Yes","","Yes","Yes","Yes","","Yes"
"Syringa","Korea","Eastern Asia","Asia-Temperate","No","Yes","","Yes","Yes","Yes","","Yes"
"Syringa","New Brunswick","Eastern Canada","Northern America","Yes","","","Yes","Yes","Yes","","Yes"
"Syringa","Iowa","North-Central U.S.A.","Northern America","Yes","Yes","","Yes","Yes","Yes","","Yes"
"Syringa","Khabarovsk","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Syringa","Bulgaria","Southeastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Syringa","France","Southwestern Europe","Europe","Yes","Yes","","Yes","Yes","Yes","","Yes"
"Syringa","Missouri","North-Central U.S.A.","Northern America","Yes","Yes","","Yes","Yes","Yes","","Yes"
"Syringa","New Jersey","Northeastern U.S.A.","Northern America","Yes","Yes","","Yes","Yes","Yes","","Yes"
"Syringa","Italy","Southeastern Europe","Europe","Yes","Yes","","Yes","Yes","Yes","","Yes"
"Syringa","Ukraine","Eastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Syringa","Prince Edward I.","Eastern Canada","Northern America","Yes","","","Yes","Yes","Yes","","Yes"
"Syringa","Hungary","Middle Europe","Europe","Yes","Yes","","Yes","Yes","Yes","","Yes"
"Syringa","South European Russi","Eastern Europe","Europe","Yes","","","Yes","Yes","Yes","","Yes"
"Syringa","Greece","Southeastern Europe","Europe","No","Yes","","Yes","Yes","Yes","","Yes"
"Syringa","Poland","Middle Europe","Europe","Yes","Yes","","Yes","Yes","Yes","","Yes"
"Syringa","Nova Scotia","Eastern Canada","Northern America","Yes","","","Yes","Yes","Yes","","Yes"
"Syringa","Romania","Southeastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Syringa","Québec","Eastern Canada","Northern America","Yes","","","Yes","Yes","Yes","","Yes"
"Syringa","Ireland","Northern Europe","Europe","Yes","","","Yes","Yes","Yes","","Yes"
"Syringa","China North-Central","China","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Syringa","Connecticut","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","","Yes"
"Forsythia","Arkansas","Southeastern U.S.A.","Northern America","Yes","","","Yes","","","",""
"Forsythia","Yugoslavia","Southeastern Europe","Europe","No","","","Yes","","","",""
"Forsythia","Utah","Southwestern U.S.A.","Northern America","Yes","","","Yes","","","",""
"Forsythia","Spain","Southwestern Europe","Europe","Yes","","","Yes","","","",""
"Forsythia","Inner Mongolia","China","Asia-Temperate","No","","","Yes","","","",""
"Forsythia","China North-Central","China","Asia-Temperate","No","","","Yes","","","",""
"Forsythia","Washington","Northwestern U.S.A.","Northern America","Yes","","","Yes","","","",""
"Forsythia","Alabama","Southeastern U.S.A.","Northern America","Yes","","","Yes","","","",""
"Forsythia","Kansas","North-Central U.S.A.","Northern America","Yes","","","Yes","","","",""
"Forsythia","New York","Northeastern U.S.A.","Northern America","Yes","","","Yes","","","",""
"Forsythia","Czechoslovakia","Middle Europe","Europe","Yes","","","Yes","","","",""
"Forsythia","Illinois","North-Central U.S.A.","Northern America","Yes","","","Yes","","","",""
"Forsythia","Tennessee","Southeastern U.S.A.","Northern America","Yes","","","Yes","","","",""
"Forsythia","Bulgaria","Southeastern Europe","Europe","Yes","","","Yes","","","",""
"Forsythia","China South-Central","China","Asia-Temperate","No","","","Yes","","","",""
"Forsythia","Albania","Southeastern Europe","Europe","No","","","Yes","","","",""
"Forsythia","Kentucky","Southeastern U.S.A.","Northern America","Yes","","","Yes","","","",""
"Forsythia","Manchuria","China","Asia-Temperate","No","","","Yes","","","",""
"Forsythia","Romania","Southeastern Europe","Europe","Yes","","","Yes","","","",""
"Forsythia","Montana","Northwestern U.S.A.","Northern America","Yes","","","Yes","","","",""
"Forsythia","China Southeast","China","Asia-Temperate","No","","","Yes","","","",""
"Forsythia","Maryland","Southeastern U.S.A.","Northern America","Yes","","","Yes","","","",""
"Forsythia","Korea","Eastern Asia","Asia-Temperate","No","","","Yes","","","",""
"Forsythia","Primorye","Russian Far East","Asia-Temperate","Yes","","","Yes","","","",""
"Forsythia","Japan","Eastern Asia","Asia-Temperate","No","","","Yes","","","",""
"Fraxinus","Tibet","China","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Tunisia","Northern Africa","Africa","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Transcaucasus","Caucasus","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Iran","Western Asia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Inner Mongolia","China","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Czechoslovakia","Middle Europe","Europe","No","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Tadzhikistan","Middle Asia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Afghanistan","Western Asia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","China South-Central","China","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Sweden","Northern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Switzerland","Middle Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","West Himalaya","Indian Subcontinent","Asia-Tropical","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Iraq","Western Asia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Morocco","Northern Africa","Africa","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Poland","Middle Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","","Yes"
"Fraxinus","Uzbekistan","Middle Asia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Myanmar","Indo-China","Asia-Tropical","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Manchuria","China","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Pakistan","Indian Subcontinent","Asia-Tropical","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Austria","Middle Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Netherlands","Middle Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Kuril Is.","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Lebanon-Syria","Western Asia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Germany","Middle Europe","Europe","No","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Xinjiang","China","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","China Southeast","China","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Korea","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Palestine","Western Asia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Portugal","Southwestern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Amur","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Kazakhstan","Middle Asia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Japan","Eastern Asia","Asia-Temperate","No","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Nansei-Shoto","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Assam","Indian Subcontinent","Asia-Tropical","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Kirgizstan","Middle Asia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Philippines","Malesia","Asia-Tropical","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Ontario","Eastern Canada","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Norway","Northern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Turkey","Western Asia","Asia-Temperate","No","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Primorye","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Qinghai","China","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","East Himalaya","Indian Subcontinent","Asia-Tropical","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Belarus","Eastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","North Caucasus","Caucasus","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","New Zealand North","New Zealand","Australasia","Yes","","","Yes","Yes","Yes","","Yes"
"Fraxinus","France","Southwestern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Montana","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Central European Rus","Eastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","China North-Central","China","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Belgium","Middle Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Vietnam","Indo-China","Asia-Tropical","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Hungary","Middle Europe","Europe","No","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Khabarovsk","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Colorado","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","East European Russia","Eastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Turkmenistan","Middle Asia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Hainan","China","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Spain","Southwestern Europe","Europe","No","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Hawaii","North-Central Pacific","Pacific","Yes","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Corse","Southwestern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Taiwan","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Jawa","Malesia","Asia-Tropical","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","New York","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Illinois","North-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Sakhalin","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Algeria","Northern Africa","Africa","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Turkey-In-Europe","Southeastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Arizona","Southwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Romania","Southeastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Bangladesh","Indian Subcontinent","Asia-Tropical","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Vermont","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Nepal","Indian Subcontinent","Asia-Tropical","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","British Columbia","Western Canada","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Saskatchewan","Western Canada","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Oregon","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Louisiana","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Mississippi","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","New Zealand South","New Zealand","Australasia","Yes","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Alabama","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Manitoba","Western Canada","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Lesser Sunda Is.","Malesia","Asia-Tropical","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Tasmania","Australia","Australasia","Yes","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Newfoundland","Eastern Canada","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","South Dakota","North-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Texas","South-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","West Virginia","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Mexico Southwest","Mexico","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Nevada","Southwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Utah","Southwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Maryland","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Kentucky","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Bulgaria","Southeastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Oklahoma","North-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Rhode I.","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Thailand","Indo-China","Asia-Tropical","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Wisconsin","North-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Italy","Southeastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Ireland","Northern Europe","Europe","No","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Ukraine","Eastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Denmark","Northern Europe","Europe","No","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","New Mexico","South-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Greece","Southeastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Arkansas","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Mexico Southeast","Mexico","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Laos","Indo-China","Asia-Tropical","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Mexico Northeast","Mexico","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Costa Rica","Central America","Southern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Massachusetts","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Delaware","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Cuba","Caribbean","Southern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Albania","Southeastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Mexico Gulf","Mexico","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Florida","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Washington","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Guatemala","Central America","Southern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Tennessee","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Indiana","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Mexico Central","Mexico","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","North Carolina","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Nebraska","North-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Georgia","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","South Carolina","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Honduras","Central America","Southern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Mexico Northwest","Mexico","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Ohio","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Bolivia","Western South America","Southern America","Yes","","","Yes","Yes","Yes","","Yes"
"Fraxinus","California","Southwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Puerto Rico","Caribbean","Southern America","Yes","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Virginia","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Michigan","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Sardegna","Southwestern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Krym","Eastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Baleares","Southwestern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Yugoslavia","Southeastern Europe","Europe","No","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Minnesota","North-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Kansas","North-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","South European Russi","Eastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Wyoming","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Baltic States","Eastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Argentina Northeast","Southern South America","Southern America","Yes","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Missouri","North-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","New Jersey","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","New Hampshire","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","North Dakota","North-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","District Of Columbia","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Maine","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Iowa","North-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Sicilia","Southeastern Europe","Europe","No","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Connecticut","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Pennsylvania","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Great Britain","Northern Europe","Europe","No","Yes","","Yes","Yes","Yes","","Yes"
"Thuja","Virginia","Southeastern U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Idaho","Northwestern U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","China South-Central","China","Asia-Temperate","No","","","Yes","","Yes","","Yes"
"Thuja","Ontario","Eastern Canada","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Vermont","Northeastern U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Alaska","Subarctic America","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Nova Scotia","Eastern Canada","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Tennessee","Southeastern U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Hungary","Middle Europe","Europe","Yes","","","Yes","","Yes","","Yes"
"Thuja","Great Britain","Northern Europe","Europe","Yes","Yes","","Yes","","Yes","","Yes"
"Thuja","Québec","Eastern Canada","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Kentucky","Southeastern U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","California","Southwestern U.S.A.","Northern America","No","Yes","Yes","Yes","","Yes","","Yes"
"Thuja","Korea","Eastern Asia","Asia-Temperate","No","","","Yes","","Yes","","Yes"
"Thuja","Central European Rus","Eastern Europe","Europe","Yes","","","Yes","","Yes","","Yes"
"Thuja","Norway","Northern Europe","Europe","Yes","","","Yes","","Yes","","Yes"
"Thuja","Minnesota","North-Central U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","South European Russi","Eastern Europe","Europe","Yes","","","Yes","","Yes","","Yes"
"Thuja","Czechoslovakia","Middle Europe","Europe","Yes","","","Yes","","Yes","","Yes"
"Thuja","Montana","Northwestern U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Pennsylvania","Northeastern U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Ireland","Northern Europe","Europe","Yes","","","Yes","","Yes","","Yes"
"Thuja","Føroyar","Northern Europe","Europe","Yes","","","Yes","","Yes","","Yes"
"Thuja","Bulgaria","Southeastern Europe","Europe","Yes","","","Yes","","Yes","","Yes"
"Thuja","New Hampshire","Northeastern U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","West Virginia","Northeastern U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","British Columbia","Western Canada","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Denmark","Northern Europe","Europe","Yes","","","Yes","","Yes","","Yes"
"Thuja","New York","Northeastern U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Rhode I.","Northeastern U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Washington","Northwestern U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Austria","Middle Europe","Europe","Yes","","","Yes","","Yes","","Yes"
"Thuja","Connecticut","Northeastern U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Manchuria","China","Asia-Temperate","No","","","Yes","","Yes","","Yes"
"Thuja","New Brunswick","Eastern Canada","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Ohio","Northeastern U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Poland","Middle Europe","Europe","Yes","Yes","","Yes","","Yes","","Yes"
"Thuja","Maine","Northeastern U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Prince Edward I.","Eastern Canada","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Maryland","Southeastern U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Massachusetts","Northeastern U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Oregon","Northwestern U.S.A.","Northern America","No","Yes","","Yes","","Yes","","Yes"
"Thuja","Indiana","Northeastern U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Portugal","Southwestern Europe","Europe","Yes","","","Yes","","Yes","","Yes"
"Thuja","Alberta","Western Canada","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Germany","Middle Europe","Europe","Yes","Yes","","Yes","","Yes","","Yes"
"Thuja","France","Southwestern Europe","Europe","Yes","Yes","","Yes","","Yes","","Yes"
"Thuja","New Jersey","Northeastern U.S.A.","Northern America","No","Yes","","Yes","","Yes","","Yes"
"Thuja","Wisconsin","North-Central U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Sweden","Northern Europe","Europe","Yes","","","Yes","","Yes","","Yes"
"Thuja","Michigan","Northeastern U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Japan","Eastern Asia","Asia-Temperate","No","","","Yes","","Yes","","Yes"
"Thuja","Italy","Southeastern Europe","Europe","Yes","Yes","Yes","Yes","","Yes","","Yes"
"Thuja","North Carolina","Southeastern U.S.A.","Northern America","No","Yes","","Yes","","Yes","","Yes"
"Thuja","Illinois","North-Central U.S.A.","Northern America","No","","","Yes","","Yes","","Yes"
"Thuja","Manitoba","Western Canada","Northern America","No","","","Yes","","Yes","","Yes"
"Juniperus","Pennsylvania","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Tuva","Siberia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Ukraine","Eastern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Tanzania","East Tropical Africa","Africa","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","West Siberia","Siberia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Krasnoyarsk","Siberia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Afghanistan","Western Asia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","South European Russi","Eastern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Morocco","Northern Africa","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Zaïre","West-Central Tropical Africa","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Chita","Siberia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Germany","Middle Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Tunisia","Northern Africa","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Primorye","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
