"plant_genus","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","In.GB"
"Allium","Pacific","Yes","Yes","Yes","Yes","","Yes","","Yes"
"Allium","Southern America","Both","Yes","Yes","Yes","","Yes","","Yes"
"Allium","Australasia","Yes","Yes","","Yes","","Yes","","Yes"
"Allium","Asia-Tropical","Both","Yes","","Yes","","Yes","","Yes"
"Allium","Antarctica","Yes","","","Yes","","Yes","","Yes"
"Alstroemeria","Northern America","Yes","","","Yes","Yes","","","Yes"
"Alstroemeria","Australasia","Yes","Yes","","Yes","Yes","","","Yes"
"Alstroemeria","Southern America","No","","","Yes","Yes","","","Yes"
"Alstroemeria","Africa","Yes","","","Yes","Yes","","","Yes"
"Alstroemeria","Europe","Yes","Yes","Yes","Yes","Yes","","","Yes"
"Blandfordia","Australasia","No","Yes","Yes","","","","",""
"Chamaescilla","Australasia","No","Yes","Yes","","","","",""
"Dianella","Pacific","No","","","","","","",""
"Dianella","Australasia","No","Yes","Yes","","","","",""
"Dianella","Asia-Tropical","No","","","","","","",""
"Dianella","Asia-Temperate","No","","","","","","",""
"Dianella","Northern America","Yes","","","","","","",""
"Dianella","Africa","No","","","","","","",""
"Dianella","Southern America","Yes","","","","","","",""
"Dracaena","Pacific","Both","","","Yes","","","",""
"Dracaena","Southern America","Both","Yes","","Yes","","","",""
"Dracaena","Africa","Both","","","Yes","","","",""
"Dracaena","Asia-Temperate","Both","Yes","","Yes","","","",""
"Dracaena","Asia-Tropical","No","","","Yes","","","",""
"Dracaena","Northern America","Both","Yes","Yes","Yes","","","",""
"Dracaena","Australasia","Both","Yes","","Yes","","","",""
"Freycinetia","Asia-Tropical","No","","","","","","",""
"Freycinetia","Pacific","No","Yes","Yes","","","","",""
"Freycinetia","Australasia","No","","","","","","",""
"Freycinetia","Asia-Temperate","No","","","","","","",""
"Couroupita","Southern America","Both","","","","","","",""
"Couroupita","Asia-Tropical","Yes","","","","","","",""
"Couroupita","Northern America","Yes","","","","","","",""
"Couroupita","Pacific","Yes","","","","","","",""
"Jacaranda","Asia-Tropical","Yes","","","","","","",""
"Jacaranda","Southern America","Both","","","","","","",""
"Jacaranda","Australasia","Yes","Yes","Yes","","","","",""
"Jacaranda","Africa","Yes","","","","","","",""
"Jacaranda","Northern America","Yes","","","","","","",""
"Jacaranda","Asia-Temperate","Yes","","","","","","",""
"Jacaranda","Europe","Yes","Yes","","","","","",""
"Jacaranda","Pacific","Yes","","","","","","",""
"Pandorea","Australasia","No","Yes","Yes","","","","",""
"Pandorea","Southern America","Yes","","","","","","",""
"Pandorea","Asia-Tropical","No","","","","","","",""
"Pandorea","Pacific","No","","","","","","",""
"Pandorea","Africa","Yes","","","","","","",""
"Tecomaria","Africa","Both","","","","","","",""
"Tecomaria","Europe","Yes","","","","","","",""
"Tecomaria","Australasia","Yes","Yes","Yes","","","","",""
"Tecomaria","Southern America","Yes","","","","","","",""
"Tecomaria","Asia-Tropical","Yes","","","","","","",""
"Tecomaria","Northern America","Yes","","","","","","",""
"Tecomaria","Pacific","Yes","","","","","","",""
"Tabebuia","Southern America","Both","","","","","","",""
"Tabebuia","Africa","Yes","","","","","","",""
"Tabebuia","Northern America","Both","","","","","","",""
"Tabebuia","Pacific","Yes","","","","","","",""
"Patersonia","Australasia","No","Yes","Yes","","","","",""
"Patersonia","Pacific","No","","","","","","",""
"Patersonia","Asia-Tropical","No","","","","","","",""
"Crocus","Europe","Both","Yes","Yes","Yes","Yes","","","Yes"
"Crocus","Asia-Temperate","No","","","Yes","Yes","","","Yes"
"Crocus","Asia-Tropical","Both","","","Yes","Yes","","","Yes"
"Crocus","Northern America","Yes","","","Yes","Yes","","","Yes"
"Crocus","Africa","No","","","Yes","Yes","","","Yes"
"Ginkgo","Asia-Temperate","Both","","","","","","",""
"Ginkgo","Northern America","Yes","","","","","","",""
"Ginkgo","Europe","Yes","Yes","Yes","","","","",""
"Ligustrum","Asia-Tropical","No","","","Yes","Yes","","","Yes"
"Ligustrum","Africa","Both","","","Yes","Yes","","","Yes"
"Ligustrum","Northern America","Yes","Yes","","Yes","Yes","","","Yes"
"Ligustrum","Southern America","Yes","","","Yes","Yes","","","Yes"
"Ligustrum","Europe","Both","Yes","Yes","Yes","Yes","","","Yes"
"Ligustrum","Asia-Temperate","No","","","Yes","Yes","","","Yes"
"Ligustrum","Australasia","Both","Yes","","Yes","Yes","","","Yes"
"Ligustrum","Pacific","Yes","","","Yes","Yes","","","Yes"
"Nestegis","Australasia","No","Yes","Yes","","","","",""
"Nestegis","Pacific","No","","","","","","",""
"Osmanthus","Asia-Temperate","No","Yes","","Yes","Yes","Yes","Yes",""
"Osmanthus","Asia-Tropical","No","","","Yes","Yes","Yes","Yes",""
"Osmanthus","Northern America","Yes","Yes","Yes","Yes","Yes","Yes","Yes",""
"Osmanthus","Pacific","Both","","","Yes","Yes","Yes","Yes",""
"Olea","Europe","Both","Yes","Yes","Yes","","","",""
"Olea","Asia-Temperate","Both","Yes","","Yes","","","",""
"Olea","Africa","Both","Yes","","Yes","","","",""
"Olea","Asia-Tropical","No","Yes","","Yes","","","",""
"Olea","Northern America","Yes","Yes","","Yes","","","",""
"Olea","Pacific","Both","","","Yes","","","",""
"Olea","Australasia","Both","Yes","Yes","Yes","","","",""
"Olea","Southern America","Yes","Yes","","Yes","","","",""
"Syringa","Asia-Temperate","No","Yes","","Yes","Yes","Yes","","Yes"
"Syringa","Asia-Tropical","No","","","Yes","Yes","Yes","","Yes"
"Syringa","Northern America","Yes","Yes","Yes","Yes","Yes","Yes","","Yes"
"Syringa","Europe","Both","Yes","Yes","Yes","Yes","Yes","","Yes"
"Syringa","Southern America","Yes","","","Yes","Yes","Yes","","Yes"
"Forsythia","Northern America","Yes","Yes","Yes","Yes","","","",""
"Forsythia","Europe","Both","Yes","","Yes","","","",""
"Forsythia","Asia-Temperate","Both","","","Yes","","","",""
"Fraxinus","Asia-Temperate","No","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Africa","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Europe","No","Yes","Yes","Yes","Yes","Yes","","Yes"
"Fraxinus","Asia-Tropical","No","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Northern America","No","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Australasia","Yes","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Pacific","Yes","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Southern America","Both","","","Yes","Yes","Yes","","Yes"
"Thuja","Northern America","No","Yes","Yes","Yes","","Yes","","Yes"
"Thuja","Asia-Temperate","No","","","Yes","","Yes","","Yes"
"Thuja","Europe","Yes","Yes","Yes","Yes","","Yes","","Yes"
"Juniperus","Northern America","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Africa","Both","Yes","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Southern America","Both","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Asia-Tropical","No","","","Yes","Yes","Yes","Yes","Yes"
"Microbiota","Asia-Temperate","No","","","Yes","Yes","","",""
"Perrottetia","Southern America","No","","","","","","",""
"Perrottetia","Asia-Tropical","No","","","","","","",""
"Perrottetia","Australasia","No","","","","","","",""
"Perrottetia","Northern America","No","Yes","Yes","","","","",""
"Perrottetia","Asia-Temperate","No","","","","","","",""
"Perrottetia","Pacific","No","Yes","Yes","","","","",""
"Pseudotsuga","Asia-Temperate","Both","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pseudotsuga","Northern America","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pseudotsuga","Europe","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Taxodium","Northern America","No","Yes","","Yes","Yes","Yes","","Yes"
"Taxodium","Southern America","Both","","","Yes","Yes","Yes","","Yes"
"Taxodium","Europe","Yes","Yes","Yes","Yes","Yes","Yes","","Yes"
"Taxodium","Asia-Tropical","Yes","","","Yes","Yes","Yes","","Yes"
"Torreya","Asia-Temperate","No","Yes","Yes","","","","",""
"Torreya","Northern America","No","Yes","","","","","",""
"Widdringtonia","Africa","No","Yes","Yes","","","","",""
"Zamia","Southern America","No","","","","","","",""
"Zamia","Asia-Tropical","Yes","","","","","","",""
"Zamia","Northern America","No","","","","","","",""
"Sequoia","Europe","Yes","Yes","Yes","Yes","Yes","","","Yes"
"Sequoia","Northern America","No","Yes","Yes","Yes","Yes","","","Yes"
"Larix","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Larix","Asia-Temperate","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Larix","Europe","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Larix","Asia-Tropical","No","","","Yes","Yes","Yes","Yes","Yes"
"Macrozamia","Australasia","No","Yes","Yes","","","","",""
"Metasequoia","Asia-Temperate","No","","","Yes","","Yes","","Yes"
"Metasequoia","Europe","Yes","Yes","Yes","Yes","","Yes","","Yes"
"Taxus","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Taxus","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Taxus","Africa","Both","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Southern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Asia-Tropical","No","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Europe","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Asia-Tropical","No","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Picea","Northern America","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Picea","Asia-Temperate","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Picea","Europe","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Picea","Asia-Tropical","No","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Australasia","Yes","Yes","","Yes","Yes","Yes","Yes","Yes"
"Phyllocladus","Asia-Tropical","No","","","","","","",""
"Phyllocladus","Australasia","No","Yes","Yes","","","","",""
"Pinus","Asia-Temperate","Both","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Australasia","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Southern America","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Asia-Tropical","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Pacific","Yes","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Europe","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Africa","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Antarctica","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Podocarpus","Southern America","No","","","","","","",""
"Podocarpus","Africa","Both","","","","","","",""
"Podocarpus","Asia-Tropical","No","Yes","","","","","",""
"Podocarpus","Australasia","No","Yes","Yes","","","","",""
"Podocarpus","Asia-Temperate","Both","","","","","","",""
"Podocarpus","Northern America","Both","Yes","","","","","",""
"Podocarpus","Pacific","Both","","","","","","",""
"Sequoiadendron","Europe","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Sequoiadendron","Northern America","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Sciadopitys","Asia-Temperate","No","","","Yes","","Yes","",""
"Saxegothaea","Southern America","No","Yes","Yes","","","","",""
"Abies","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Abies","Asia-Temperate","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Abies","Europe","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Abies","Asia-Tropical","No","","","Yes","Yes","Yes","Yes","Yes"
"Abies","Southern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Abies","Australasia","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Abies","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Allocasuarina","Southern America","Yes","","","","","","",""
"Allocasuarina","Europe","Yes","","","","","","",""
"Allocasuarina","Australasia","No","Yes","Yes","","","","",""
"Allocasuarina","Africa","Yes","","","","","","",""
"Allocasuarina","Asia-Temperate","Yes","","","","","","",""
"Austrocedrus","Southern America","No","Yes","Yes","Yes","Yes","","",""
"Callitris","Australasia","Both","Yes","Yes","","","","",""
"Callitris","Africa","Yes","","","","","","",""
"Callitris","Pacific","Both","","","","","","",""
"Callitropsis","Northern America","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Callitropsis","Europe","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Callitropsis","Antarctica","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Calocedrus","Asia-Tropical","No","","","","","","","Yes"
"Calocedrus","Northern America","No","Yes","Yes","","","","","Yes"
"Calocedrus","Asia-Temperate","No","","","","","","","Yes"
"Calocedrus","Europe","Yes","","","","","","","Yes"
"Casuarina","Northern America","Yes","Yes","","","","","",""
"Casuarina","Southern America","Both","Yes","Yes","","","","",""
"Casuarina","Pacific","Both","","","","","","",""
"Casuarina","Africa","Yes","Yes","Yes","","","","",""
"Casuarina","Asia-Tropical","Both","Yes","","","","","",""
"Casuarina","Asia-Temperate","Yes","","","","","","",""
"Casuarina","Australasia","Both","Yes","Yes","","","","",""
"Casuarina","Europe","Yes","","","","","","",""
"Cedrus","Europe","Yes","Yes","Yes","Yes","Yes","Yes","","Yes"
"Cedrus","Asia-Temperate","No","Yes","","Yes","Yes","Yes","","Yes"
"Cedrus","Asia-Tropical","No","","","Yes","Yes","Yes","","Yes"
"Cedrus","Africa","No","Yes","Yes","Yes","Yes","Yes","","Yes"
"Cephalotaxus","Asia-Temperate","No","","","Yes","Yes","","",""
"Cephalotaxus","Asia-Tropical","No","","","Yes","Yes","","",""
"Cephalotaxus","Europe","Yes","Yes","Yes","Yes","Yes","","",""
"Chamaecyparis","Europe","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Chamaecyparis","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Chamaecyparis","Asia-Temperate","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Chamaecyparis","Australasia","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Chamaecyparis","Southern America","Yes","Yes","","Yes","Yes","Yes","Yes","Yes"
"Cryptomeria","Africa","Yes","","","Yes","","Yes","","Yes"
"Cryptomeria","Europe","Yes","Yes","","Yes","","Yes","","Yes"
"Cryptomeria","Asia-Temperate","Both","","","Yes","","Yes","","Yes"
"Cryptomeria","Australasia","Yes","Yes","Yes","Yes","","Yes","","Yes"
"Cupressus","Europe","Both","Yes","Yes","Yes","Yes","Yes","Yes",""
"Cupressus","Asia-Temperate","Both","Yes","Yes","Yes","Yes","Yes","Yes",""
"Cupressus","Africa","Both","Yes","","Yes","Yes","Yes","Yes",""
"Cupressus","Asia-Tropical","No","Yes","","Yes","Yes","Yes","Yes",""
"Dacrycarpus","Asia-Tropical","No","","","","","","",""
"Dacrycarpus","Asia-Temperate","No","","","","","","",""
"Dacrycarpus","Pacific","No","","","","","","",""
"Dacrycarpus","Australasia","No","Yes","Yes","","","","",""
"Diospyros","Africa","Both","","","","","","",""
"Diospyros","Northern America","Both","Yes","","","","","",""
"Diospyros","Southern America","Both","","","","","","",""
"Diospyros","Asia-Temperate","Both","Yes","Yes","","","","",""
"Diospyros","Asia-Tropical","No","","","","","","",""
"Diospyros","Pacific","No","","","","","","",""
"Diospyros","Europe","Yes","Yes","","","","","",""
"Diospyros","Australasia","No","Yes","","","","","",""
"Encephalartos","Africa","No","","","","","","",""
"Gymnostoma","Asia-Tropical","No","","","","","","",""
"Gymnostoma","Pacific","No","","","","","","",""
"Gymnostoma","Australasia","No","Yes","Yes","","","","",""
"Hakonechloa","Asia-Temperate","No","","","","","","",""
"Hakonechloa","Southern America","Yes","","","","","","",""
"Hakonechloa","Northern America","Yes","","","","","","",""
"Pentameris","Northern America","Yes","","","","","","",""
"Pentameris","Australasia","Yes","Yes","Yes","","","","",""
"Pentameris","Africa","No","","","","","","",""
"Pentameris","Antarctica","No","","","","","","",""
"Pentameris","Asia-Temperate","No","","","","","","",""
"Rytidosperma","Africa","Yes","","","","","","",""
"Rytidosperma","Asia-Tropical","No","","","","","","",""
"Rytidosperma","Australasia","No","Yes","Yes","","","","",""
"Rytidosperma","Northern America","Yes","","","","","","",""
"Rytidosperma","Southern America","No","","","","","","",""
"Rytidosperma","Pacific","Both","","","","","","",""
"Hesperocyparis","Southern America","Both","","","Yes","","Yes","","Yes"
"Hesperocyparis","Africa","Yes","","","Yes","","Yes","","Yes"
"Hesperocyparis","Northern America","No","Yes","","Yes","","Yes","","Yes"
"Hesperocyparis","Australasia","Yes","Yes","Yes","Yes","","Yes","","Yes"
"Hesperocyparis","Europe","Yes","Yes","","Yes","","Yes","","Yes"
"Hesperocyparis","Asia-Temperate","Yes","","","Yes","","Yes","","Yes"
"Hesperocyparis","Pacific","Yes","","","Yes","","Yes","","Yes"
"Hesperocyparis","Asia-Tropical","Yes","","","Yes","","Yes","","Yes"
"Hesperocyparis","Antarctica","Yes","","","Yes","","Yes","","Yes"
"Notholithocarpus","Northern America","No","Yes","Yes","","","","",""
"Chrysojasminum","Asia-Temperate","Both","","","Yes","Yes","","",""
"Chrysojasminum","Europe","Both","Yes","Yes","Yes","Yes","","",""
"Chrysojasminum","Africa","No","","","Yes","Yes","","",""
"Chrysojasminum","Asia-Tropical","No","","","Yes","Yes","","",""
"Berberidopsis","Australasia","No","Yes","Yes","Yes","","","",""
"Berberidopsis","Southern America","No","","","Yes","","","",""
"Desfontainia","Southern America","No","","","Yes","","","",""
"Hypericum","Europe","No","Yes","","","","","","Yes"
"Hypericum","Northern America","No","Yes","","","","","","Yes"
"Hypericum","Africa","Both","","","","","","","Yes"
"Hypericum","Asia-Tropical","No","","","","","","","Yes"
"Hypericum","Southern America","Both","","","","","","","Yes"
"Hypericum","Australasia","Both","","","","","","","Yes"
"Hypericum","Pacific","Both","","","","","","","Yes"
"Hypericum","Asia-Temperate","No","Yes","Yes","","","","","Yes"
"Hypericum","Antarctica","Yes","","","","","","","Yes"
"Pectinopitys","Southern America","No","","","","","","",""
"Pectinopitys","Pacific","No","","","","","","",""
"Pectinopitys","Australasia","No","Yes","Yes","","","","",""
"Juglans","Asia-Temperate","Both","Yes","Yes","Yes","","","","Yes"
"Juglans","Asia-Tropical","Both","","","Yes","","","","Yes"
"Juglans","Northern America","Both","Yes","Yes","Yes","","","","Yes"
"Juglans","Europe","Both","Yes","Yes","Yes","","","","Yes"
"Juglans","Southern America","Both","Yes","Yes","Yes","","","","Yes"
"Juglans","Africa","Both","","","Yes","","","","Yes"
"Kalmia","Europe","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Kalmia","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Kalmia","Asia-Temperate","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Kalmia","Southern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Knightia","Australasia","No","Yes","Yes","","","","",""
"Lonicera","Europe","Both","Yes","","Yes","","Yes","","Yes"
"Lonicera","Northern America","No","Yes","Yes","Yes","","Yes","","Yes"
"Lonicera","Southern America","Both","","","Yes","","Yes","","Yes"
"Lonicera","Asia-Temperate","Both","","","Yes","","Yes","","Yes"
"Lonicera","Pacific","Yes","","","Yes","","Yes","","Yes"
"Lonicera","Asia-Tropical","Both","","","Yes","","Yes","","Yes"
"Lonicera","Australasia","Yes","","","Yes","","Yes","","Yes"
"Lonicera","Africa","Both","","","Yes","","Yes","","Yes"
"Lonicera","Antarctica","Yes","","","Yes","","Yes","","Yes"
"Leycesteria","Africa","Yes","","","","","","","Yes"
"Leycesteria","Europe","Yes","","","","","","","Yes"
"Leycesteria","Australasia","Yes","Yes","Yes","","","","","Yes"
"Leycesteria","Asia-Tropical","No","","","","","","","Yes"
"Leycesteria","Asia-Temperate","No","","","","","","","Yes"
"Leycesteria","Northern America","Yes","","","","","","","Yes"
"Lissanthe","Australasia","No","Yes","Yes","","","","",""
"Leucopogon","Australasia","No","Yes","Yes","","","","",""
"Leptecophylla","Australasia","No","Yes","Yes","","","","",""
"Leptecophylla","Pacific","No","Yes","Yes","","","","",""
"Leptecophylla","Asia-Tropical","No","","","","","","",""
"Liparia","Africa","No","Yes","Yes","","","","",""
"Lupinus","Northern America","Both","Yes","","Yes","","Yes","","Yes"
"Lupinus","Europe","Both","Yes","","Yes","","Yes","","Yes"
"Lupinus","Asia-Temperate","Both","Yes","","Yes","","Yes","","Yes"
"Lupinus","Southern America","Both","","","Yes","","Yes","","Yes"
"Lupinus","Africa","Both","Yes","","Yes","","Yes","","Yes"
"Lupinus","Asia-Tropical","Yes","","","Yes","","Yes","","Yes"
"Lupinus","Australasia","Yes","Yes","Yes","Yes","","Yes","","Yes"
"Lupinus","Antarctica","Yes","","","Yes","","Yes","","Yes"
"Lupinus","Pacific","Yes","","","Yes","","Yes","","Yes"
"Leschenaultia","Australasia","No","Yes","Yes","","","","",""
"Leschenaultia","Asia-Tropical","No","","","","","","",""
"Laurus","Asia-Temperate","Both","Yes","","Yes","Yes","Yes","Yes","Yes"
"Laurus","Europe","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Laurus","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Laurus","Asia-Tropical","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Leucothoe","Northern America","Both","Yes","Yes","Yes","Yes","","",""
"Leucothoe","Asia-Tropical","No","","","Yes","Yes","","",""
"Leucothoe","Asia-Temperate","No","","","Yes","Yes","","",""
"Laburnum","Asia-Tropical","Yes","","","Yes","Yes","","","Yes"
"Laburnum","Europe","Both","Yes","Yes","Yes","Yes","","","Yes"
"Laburnum","Asia-Temperate","Yes","","","Yes","Yes","","","Yes"
"Laburnum","Australasia","Yes","","","Yes","Yes","","","Yes"
"Laburnum","Northern America","Yes","","","Yes","Yes","","","Yes"
"Laburnum","Southern America","Yes","","","Yes","Yes","","","Yes"
"Litsea","Asia-Tropical","No","","","","","","",""
"Litsea","Northern America","No","","","","","","",""
"Litsea","Southern America","Both","","","","","","",""
"Litsea","Australasia","No","Yes","Yes","","","","",""
"Litsea","Asia-Temperate","No","","","","","","",""
"Litsea","Africa","Yes","","","","","","",""
"Litsea","Pacific","No","","","","","","",""
"Machilus","Asia-Tropical","No","","","","","","",""
"Machilus","Asia-Temperate","No","Yes","Yes","","","","",""
"Monotoca","Australasia","No","Yes","Yes","","","","",""
"Mucuna","Pacific","Both","Yes","Yes","","","","",""
"Mucuna","Asia-Tropical","No","","","","","","",""
"Mucuna","Africa","Both","Yes","","","","","",""
"Mucuna","Australasia","Both","Yes","","","","","",""
"Mucuna","Asia-Temperate","Both","","","","","","",""
"Mucuna","Southern America","Both","","","","","","",""
"Mucuna","Northern America","Both","Yes","Yes","","","","",""
"Mirbelia","Australasia","No","Yes","Yes","","","","",""
"Mitrasacme","Australasia","No","Yes","Yes","","","","",""
"Mitrasacme","Asia-Tropical","No","","","","","","",""
"Mitrasacme","Pacific","No","","","","","","",""
"Mitrasacme","Asia-Temperate","No","","","","","","",""
"Nematolepis","Australasia","No","Yes","Yes","","","","",""
"Nicotiana","Northern America","Both","Yes","","Yes","","","","Yes"
"Nicotiana","Southern America","Both","Yes","","Yes","","","","Yes"
"Nicotiana","Africa","Both","Yes","","Yes","","","","Yes"
"Nicotiana","Australasia","Both","Yes","","Yes","","","","Yes"
"Nicotiana","Europe","Yes","Yes","","Yes","","","","Yes"
"Nicotiana","Pacific","Both","","","Yes","","","","Yes"
"Nicotiana","Asia-Tropical","Yes","Yes","","Yes","","","","Yes"
"Nicotiana","Asia-Temperate","Yes","Yes","","Yes","","","","Yes"
"Neolitsea","Asia-Tropical","No","Yes","Yes","","","","",""
"Neolitsea","Asia-Temperate","No","","","","","","",""
"Neolitsea","Australasia","No","","","","","","",""
"Nymania","Africa","No","Yes","Yes","","","","",""
"Ocotea","Africa","No","Yes","Yes","","","","",""
"Ocotea","Northern America","No","","","","","","",""
"Ocotea","Southern America","No","Yes","Yes","","","","",""
"Oxylobium","Australasia","No","Yes","Yes","","","","",""
"Orothamnus","Africa","No","Yes","Yes","","","","",""
"Platysace","Australasia","No","Yes","Yes","","","","",""
"Pistacia","Northern America","Both","Yes","","","","","",""
"Pistacia","Asia-Tropical","No","","","","","","",""
"Pistacia","Southern America","No","","","","","","",""
"Pistacia","Europe","No","Yes","Yes","","","","",""
"Pistacia","Asia-Temperate","No","Yes","","","","","",""
"Pistacia","Africa","No","","","","","","",""
"Pieris","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Pieris","Northern America","Both","Yes","Yes","Yes","Yes","Yes","Yes",""
"Pieris","Southern America","No","","","Yes","Yes","Yes","Yes",""
"Pieris","Asia-Tropical","No","","","Yes","Yes","Yes","Yes",""
"Rhododendron","Europe","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Rhododendron","Asia-Tropical","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Rhododendron","Asia-Temperate","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Rhododendron","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Rhododendron","Africa","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Rhododendron","Australasia","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Ribes","Northern America","Both","Yes","","Yes","Yes","","","Yes"
"Ribes","Europe","Both","Yes","Yes","Yes","Yes","","","Yes"
"Ribes","Asia-Tropical","No","","","Yes","Yes","","","Yes"
"Ribes","Asia-Temperate","No","","","Yes","Yes","","","Yes"
"Ribes","Southern America","No","","","Yes","Yes","","","Yes"
"Ribes","Africa","No","","","Yes","Yes","","","Yes"
"Ribes","Australasia","Yes","Yes","","Yes","Yes","","","Yes"
"Ribes","Antarctica","Yes","","","Yes","Yes","","","Yes"
"Robinia","Europe","Yes","Yes","","Yes","","","","Yes"
"Robinia","Africa","Yes","","","Yes","","","","Yes"
"Robinia","Asia-Temperate","Yes","Yes","Yes","Yes","","","","Yes"
"Robinia","Northern America","Both","Yes","Yes","Yes","","","","Yes"
"Robinia","Southern America","Yes","Yes","","Yes","","","","Yes"
"Robinia","Pacific","Yes","","","Yes","","","","Yes"
"Robinia","Australasia","Yes","Yes","","Yes","","","","Yes"
"Robinia","Asia-Tropical","Yes","","","Yes","","","","Yes"
"Toxicodendron","Northern America","Both","Yes","Yes","","","","",""
"Toxicodendron","Asia-Tropical","No","","","","","","",""
"Toxicodendron","Asia-Temperate","Both","","","","","","",""
"Toxicodendron","Pacific","Yes","","","","","","",""
"Toxicodendron","Europe","Yes","","","","","","",""
"Toxicodendron","Southern America","Both","","","","","","",""
"Trachymene","Australasia","No","Yes","Yes","","","","",""
"Trachymene","Pacific","No","","","","","","",""
"Trachymene","Asia-Tropical","No","","","","","","",""
"Trifolium","Asia-Temperate","Both","","","","","","","Yes"
"Trifolium","Australasia","Yes","Yes","Yes","","","","","Yes"
