"plant_genus","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","In.GB"
"Trifolium","Northern America","Both","Yes","","","","","","Yes"
"Trifolium","Antarctica","Yes","","","","","","","Yes"
"Trifolium","Africa","Both","","","","","","","Yes"
"Trifolium","Europe","No","","","","","","","Yes"
"Trifolium","Southern America","Both","","","","","","","Yes"
"Trifolium","Asia-Tropical","Both","","","","","","","Yes"
"Trifolium","Pacific","Yes","","","","","","","Yes"
"Umbellularia","Northern America","No","Yes","Yes","Yes","Yes","","",""
"Ulex","Southern America","Yes","","","Yes","","Yes","","Yes"
"Ulex","Antarctica","Yes","","","Yes","","Yes","","Yes"
"Ulex","Northern America","Yes","","","Yes","","Yes","","Yes"
"Ulex","Europe","Both","Yes","","Yes","","Yes","","Yes"
"Ulex","Australasia","Yes","Yes","Yes","Yes","","Yes","","Yes"
"Ulex","Pacific","Yes","","","Yes","","Yes","","Yes"
"Ulex","Africa","Both","","","Yes","","Yes","","Yes"
"Ulex","Asia-Tropical","Yes","","","Yes","","Yes","","Yes"
"Ulex","Asia-Temperate","Yes","","","Yes","","Yes","","Yes"
"Vigna","Australasia","No","Yes","Yes","","","","",""
"Vigna","Southern America","Both","Yes","","","","","",""
"Vigna","Europe","Yes","","","","","","",""
"Vigna","Africa","Both","","","","","","",""
"Vigna","Northern America","Both","Yes","","","","","",""
"Vigna","Asia-Tropical","Both","Yes","","","","","",""
"Vigna","Asia-Temperate","Both","Yes","","","","","",""
"Vigna","Pacific","Both","","","","","","",""
"Vicia","Antarctica","Yes","","","Yes","Yes","","","Yes"
"Vicia","Australasia","Yes","","","Yes","Yes","","","Yes"
"Vicia","Southern America","Both","","","Yes","Yes","","","Yes"
"Vicia","Asia-Temperate","No","Yes","","Yes","Yes","","","Yes"
"Vicia","Asia-Tropical","Both","Yes","","Yes","Yes","","","Yes"
"Vicia","Northern America","Both","Yes","","Yes","Yes","","","Yes"
"Vicia","Europe","Both","Yes","Yes","Yes","Yes","","","Yes"
"Vicia","Africa","Both","Yes","","Yes","Yes","","","Yes"
"Vicia","Pacific","Both","","","Yes","Yes","","","Yes"
"Veronica","Asia-Tropical","Both","","","Yes","Yes","Yes","","Yes"
"Veronica","Southern America","Both","","","Yes","Yes","Yes","","Yes"
"Veronica","Australasia","Both","Yes","Yes","Yes","Yes","Yes","","Yes"
"Veronica","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Veronica","Antarctica","Both","","","Yes","Yes","Yes","","Yes"
"Veronica","Europe","No","Yes","Yes","Yes","Yes","Yes","","Yes"
"Veronica","Northern America","No","Yes","","Yes","Yes","Yes","","Yes"
"Veronica","Africa","Both","","","Yes","Yes","Yes","","Yes"
"Veronica","Pacific","Both","","","Yes","Yes","Yes","","Yes"
"Viburnum","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Viburnum","Southern America","No","","","Yes","Yes","Yes","Yes","Yes"
"Viburnum","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Viburnum","Asia-Temperate","Both","","","Yes","Yes","Yes","Yes","Yes"
"Viburnum","Asia-Tropical","No","","","Yes","Yes","Yes","Yes","Yes"
"Viburnum","Africa","Both","","","Yes","Yes","Yes","Yes","Yes"
"Viburnum","Australasia","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Vitis","Europe","Both","Yes","Yes","Yes","","","",""
"Vitis","Africa","Yes","Yes","Yes","Yes","","","",""
"Vitis","Northern America","Both","Yes","","Yes","","","",""
"Vitis","Southern America","Both","Yes","","Yes","","","",""
"Vitis","Asia-Temperate","Both","Yes","","Yes","","","",""
"Vitis","Asia-Tropical","No","Yes","","Yes","","","",""
"Vitis","Pacific","Yes","","","Yes","","","",""
"Vitis","Australasia","Yes","Yes","Yes","Yes","","","",""
"Vaccinium","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Vaccinium","Africa","Both","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium","Southern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Vaccinium","Asia-Tropical","No","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Vaccinium","Asia-Temperate","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Vaccinium","Pacific","Both","","","Yes","Yes","Yes","Yes","Yes"
"Vaccinium","Antarctica","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Viscum","Northern America","Yes","","","Yes","Yes","","","Yes"
"Viscum","Europe","No","Yes","Yes","Yes","Yes","","","Yes"
"Viscum","Africa","No","","","Yes","Yes","","","Yes"
"Viscum","Asia-Temperate","No","","","Yes","Yes","","","Yes"
"Viscum","Asia-Tropical","No","","","Yes","Yes","","","Yes"
"Viscum","Pacific","No","","","Yes","Yes","","","Yes"
"Viscum","Australasia","No","","","Yes","Yes","","","Yes"
"Viola","Europe","No","Yes","","Yes","","Yes","","Yes"
"Viola","Africa","Both","","","Yes","","Yes","","Yes"
"Viola","Northern America","No","Yes","","Yes","","Yes","","Yes"
"Viola","Southern America","Both","","","Yes","","Yes","","Yes"
"Viola","Asia-Temperate","Both","","","Yes","","Yes","","Yes"
"Viola","Asia-Tropical","No","","","Yes","","Yes","","Yes"
"Viola","Australasia","No","Yes","Yes","Yes","","Yes","","Yes"
"Viola","Antarctica","Both","","","Yes","","Yes","","Yes"
"Viola","Pacific","No","","","Yes","","Yes","","Yes"
"Wisteria","Northern America","Both","Yes","","Yes","Yes","","",""
"Wisteria","Asia-Temperate","Both","","","Yes","Yes","","",""
"Wisteria","Australasia","Yes","","","Yes","Yes","","",""
"Wisteria","Asia-Tropical","Yes","","","Yes","Yes","","",""
"Wisteria","Europe","Yes","Yes","Yes","Yes","Yes","","",""
"Wisteria","Africa","Yes","","","Yes","Yes","","",""
"Xylomelum","Australasia","No","Yes","Yes","","","","",""
"Symphytum","Northern America","Both","","","","","","","Yes"
"Symphytum","Europe","Both","","","","","","","Yes"
"Symphytum","Asia-Temperate","Both","","","","","","","Yes"
"Symphytum","Asia-Tropical","Yes","","","","","","","Yes"
"Symphytum","Southern America","Yes","","","","","","","Yes"
"Symphytum","Africa","Yes","","","","","","","Yes"
"Symphytum","Australasia","Yes","Yes","Yes","","","","","Yes"
"Sarcococca","Asia-Tropical","No","","","Yes","Yes","Yes","",""
"Sarcococca","Asia-Temperate","No","","","Yes","Yes","Yes","",""
"Sarcococca","Southern America","No","","","Yes","Yes","Yes","",""
"Sarcococca","Northern America","No","","","Yes","Yes","Yes","",""
"Senna","Africa","Both","","","","","","",""
"Senna","Australasia","Both","Yes","Yes","","","","",""
"Senna","Europe","Yes","","","","","","",""
"Senna","Southern America","Both","","","","","","",""
"Senna","Northern America","No","","","","","","",""
"Senna","Pacific","Both","","","","","","",""
"Senna","Asia-Tropical","Both","","","","","","",""
"Senna","Asia-Temperate","Both","Yes","","","","","",""
"Leucospermum","Africa","No","Yes","Yes","","","","",""
"Lysimachia","Asia-Temperate","No","","","","","","","Yes"
"Lysimachia","Northern America","No","Yes","Yes","","","","","Yes"
"Lysimachia","Africa","Both","","","","","","","Yes"
"Lysimachia","Australasia","Both","","","","","","","Yes"
"Lysimachia","Southern America","Both","","","","","","","Yes"
"Lysimachia","Pacific","Both","","","","","","","Yes"
"Lysimachia","Europe","No","","","","","","","Yes"
"Lysimachia","Antarctica","Both","","","","","","","Yes"
"Lysimachia","Asia-Tropical","No","","","","","","","Yes"
"Lomatia","Southern America","No","","","Yes","","","",""
"Lomatia","Australasia","No","Yes","Yes","Yes","","","",""
"Lagunaria","Australasia","Both","Yes","Yes","","","","",""
"Lagunaria","Africa","Yes","","","","","","",""
"Lagunaria","Northern America","Yes","","","","","","",""
"Limonium","Asia-Temperate","No","Yes","Yes","","","","","Yes"
"Limonium","Asia-Tropical","No","","","","","","","Yes"
"Limonium","Africa","No","","","","","","","Yes"
"Limonium","Northern America","Both","Yes","","","","","","Yes"
"Limonium","Europe","Both","Yes","","","","","","Yes"
"Limonium","Southern America","No","","","","","","","Yes"
"Limonium","Australasia","No","Yes","","","","","","Yes"
"Limonium","Pacific","No","","","","","","","Yes"
"Lasiopetalum","Australasia","No","Yes","Yes","","","","",""
"Leucophyllum","Northern America","No","Yes","Yes","","","","",""
"Leucophyllum","Southern America","Yes","","","","","","",""
"Litchi","Asia-Tropical","Both","","","","","","",""
"Litchi","Africa","Yes","","","","","","",""
"Litchi","Asia-Temperate","No","Yes","","","","","",""
"Morus","Africa","Yes","","","Yes","Yes","","",""
"Morus","Asia-Tropical","Both","","","Yes","Yes","","",""
"Morus","Asia-Temperate","Both","Yes","","Yes","Yes","","",""
"Morus","Northern America","Both","Yes","","Yes","Yes","","",""
"Morus","Southern America","Both","","","Yes","Yes","","",""
"Morus","Pacific","Yes","","","Yes","Yes","","",""
"Morus","Europe","Yes","Yes","Yes","Yes","Yes","","",""
"Morus","Australasia","Yes","","","Yes","Yes","","",""
"Myrsine","Pacific","No","Yes","Yes","","","","","Yes"
"Myrsine","Southern America","No","","","","","","","Yes"
"Myrsine","Asia-Tropical","No","","","","","","","Yes"
"Myrsine","Asia-Temperate","No","","","","","","","Yes"
"Myrsine","Australasia","No","Yes","Yes","","","","","Yes"
"Myrsine","Northern America","No","Yes","Yes","","","","","Yes"
"Myrsine","Africa","Both","Yes","","","","","","Yes"
"Myrsine","Europe","Yes","Yes","","","","","","Yes"
"Melicytus","Pacific","No","","","","","","",""
"Melicytus","Australasia","No","Yes","Yes","","","","",""
"Macadamia","Southern America","Yes","","","","","","",""
"Macadamia","Australasia","No","Yes","Yes","","","","",""
"Macadamia","Africa","Yes","Yes","Yes","","","","",""
"Macadamia","Northern America","Yes","Yes","Yes","","","","",""
"Mimetes","Africa","No","Yes","Yes","","","","",""
"Telopea","Australasia","No","Yes","Yes","Yes","Yes","","",""
"Trymalium","Australasia","No","Yes","Yes","","","","",""
"Toona","Asia-Tropical","No","","","","","","",""
"Toona","Southern America","Yes","","","","","","",""
"Toona","Pacific","Yes","Yes","Yes","","","","",""
"Toona","Asia-Temperate","Both","Yes","","","","","",""
"Toona","Northern America","Yes","","","","","","",""
"Toona","Africa","Yes","","","","","","",""
"Tilia","Northern America","No","Yes","","Yes","Yes","","","Yes"
"Tilia","Asia-Temperate","Both","","","Yes","Yes","","","Yes"
"Tilia","Europe","Both","Yes","Yes","Yes","Yes","","","Yes"
"Tilia","Asia-Tropical","No","","","Yes","Yes","","","Yes"
"Tasmannia","Asia-Tropical","No","","","Yes","Yes","Yes","Yes",""
"Tasmannia","Australasia","No","Yes","Yes","Yes","Yes","Yes","Yes",""
"Tetratheca","Australasia","No","Yes","Yes","","","","",""
"Thomasia","Australasia","No","Yes","Yes","","","","",""
"Rhamnus","Asia-Temperate","No","","","Yes","","","","Yes"
"Rhamnus","Africa","Both","","","Yes","","","","Yes"
"Rhamnus","Northern America","No","Yes","Yes","Yes","","","","Yes"
"Rhamnus","Europe","No","Yes","Yes","Yes","","","","Yes"
"Rhamnus","Asia-Tropical","No","","","Yes","","","","Yes"
"Rhamnus","Australasia","Yes","","","Yes","","","","Yes"
"Rhamnus","Pacific","No","","","Yes","","","","Yes"
"Rhamnus","Southern America","Both","","","Yes","","","","Yes"
"Persea","Southern America","Both","Yes","Yes","","","","",""
"Persea","Africa","Both","Yes","Yes","","","","",""
"Persea","Pacific","Yes","Yes","Yes","","","","",""
"Persea","Northern America","Both","Yes","Yes","","","","",""
"Persea","Asia-Temperate","Yes","Yes","Yes","","","","",""
"Persea","Asia-Tropical","Yes","Yes","Yes","","","","",""
"Persea","Australasia","Yes","Yes","Yes","","","","",""
"Parrotia","Asia-Temperate","Both","","","Yes","Yes","","","Yes"
"Parrotia","Europe","Yes","Yes","Yes","Yes","Yes","","","Yes"
"Pultenaea","Australasia","Both","Yes","Yes","","","","",""
"Phaseolus","Asia-Temperate","Yes","Yes","","Yes","","","",""
"Phaseolus","Southern America","Both","Yes","Yes","Yes","","","",""
"Phaseolus","Northern America","No","Yes","","Yes","","","",""
"Phaseolus","Africa","Both","Yes","","Yes","","","",""
"Phaseolus","Australasia","Yes","Yes","","Yes","","","",""
"Phaseolus","Pacific","Yes","","","Yes","","","",""
"Phaseolus","Europe","Yes","Yes","","Yes","","","",""
"Phaseolus","Asia-Tropical","Yes","Yes","","Yes","","","",""
"Platylobium","Australasia","No","Yes","Yes","","","","",""
"Philotheca","Australasia","No","Yes","Yes","","","","",""
"Pterophylla","Asia-Tropical","No","","","","","","",""
"Pterophylla","Africa","No","","","","","","",""
"Pterophylla","Pacific","No","","","","","","",""
"Pterophylla","Australasia","No","Yes","Yes","","","","",""
"Pomaderris","Australasia","No","Yes","Yes","","","","",""
"Pipturus","Pacific","No","Yes","Yes","","","","",""
"Pipturus","Asia-Tropical","No","","","","","","",""
"Pipturus","Australasia","No","","","","","","",""
"Pipturus","Africa","Both","","","","","","",""
"Pipturus","Asia-Temperate","No","","","","","","",""
"Phoradendron","Northern America","No","Yes","Yes","","","","",""
"Phoradendron","Southern America","No","","","","","","",""
"Pimelea","Australasia","No","Yes","Yes","","","","",""
"Pimelea","Asia-Tropical","No","","","","","","",""
"Piper","Africa","Both","Yes","","","","","",""
"Piper","Southern America","Both","Yes","","","","","",""
"Piper","Northern America","Both","Yes","","","","","",""
"Piper","Pacific","No","Yes","","","","","",""
"Piper","Asia-Tropical","Both","Yes","","","","","",""
"Piper","Australasia","No","Yes","Yes","","","","",""
"Piper","Asia-Temperate","No","Yes","","","","","",""
"Petrophile","Australasia","No","Yes","Yes","","","","",""
"Passiflora","Australasia","Both","Yes","Yes","Yes","","","",""
"Passiflora","Africa","Yes","Yes","","Yes","","","",""
"Passiflora","Asia-Tropical","Both","Yes","","Yes","","","",""
"Passiflora","Southern America","Both","Yes","Yes","Yes","","","",""
"Passiflora","Pacific","Both","Yes","Yes","Yes","","","",""
"Passiflora","Asia-Temperate","Both","Yes","","Yes","","","",""
"Passiflora","Northern America","Both","Yes","","Yes","","","",""
"Passiflora","Europe","Yes","Yes","","Yes","","","",""
"Protea","Africa","No","Yes","Yes","Yes","","","",""
"Paranomus","Africa","No","Yes","Yes","","","","",""
"Persoonia","Australasia","No","Yes","Yes","","","","",""
"Polygala","Africa","Both","","","","","","","Yes"
"Polygala","Asia-Temperate","No","","","","","","","Yes"
"Polygala","Asia-Tropical","Both","","","","","","","Yes"
"Polygala","Europe","No","Yes","","","","","","Yes"
"Polygala","Pacific","Both","","","","","","","Yes"
"Polygala","Southern America","No","","","","","","","Yes"
"Polygala","Australasia","Both","Yes","Yes","","","","","Yes"
"Polygala","Northern America","Both","","","","","","","Yes"
"Platanus","Northern America","No","Yes","Yes","Yes","Yes","","",""
"Platanus","Europe","Both","Yes","Yes","Yes","Yes","","",""
"Platanus","Asia-Temperate","Both","","","Yes","Yes","","",""
"Platanus","Africa","Yes","","","Yes","Yes","","",""
"Platanus","Southern America","Both","Yes","Yes","Yes","Yes","","",""
"Platanus","Asia-Tropical","Both","","","Yes","Yes","","",""
"Pittosporum","Australasia","No","Yes","","Yes","Yes","","","Yes"
"Pittosporum","Asia-Tropical","No","","","Yes","Yes","","","Yes"
"Pittosporum","Pacific","Both","","","Yes","Yes","","","Yes"
"Pittosporum","Europe","Yes","Yes","Yes","Yes","Yes","","","Yes"
"Pittosporum","Africa","Both","","","Yes","Yes","","","Yes"
"Pittosporum","Southern America","Yes","","","Yes","Yes","","","Yes"
"Pittosporum","Northern America","Yes","Yes","","Yes","Yes","","","Yes"
"Pittosporum","Asia-Temperate","Both","","","Yes","Yes","","","Yes"
"Pittosporum","Antarctica","Yes","","","Yes","Yes","","","Yes"
"Stylidium","Asia-Tropical","Both","","","","","","",""
"Stylidium","Australasia","No","Yes","Yes","","","","",""
"Stylidium","Asia-Temperate","No","","","","","","",""
"Sarracenia","Northern America","Both","","","","","","","Yes"
"Sarracenia","Europe","Yes","Yes","Yes","","","","","Yes"
"Scaevola","Pacific","No","","","","","","",""
"Scaevola","Southern America","Both","","","","","","",""
"Scaevola","Northern America","No","","","","","","",""
"Scaevola","Asia-Temperate","No","","","","","","",""
"Scaevola","Africa","No","","","","","","",""
"Scaevola","Australasia","Both","Yes","Yes","","","","",""
"Scaevola","Asia-Tropical","No","","","","","","",""
"Sphenotoma","Australasia","No","Yes","Yes","","","","",""
"Styphelia","Asia-Tropical","No","","","","","","",""
"Styphelia","Pacific","No","","","","","","",""
"Styphelia","Australasia","No","Yes","Yes","","","","",""
"Schima","Asia-Temperate","No","","","Yes","Yes","","",""
"Schima","Asia-Tropical","No","","","Yes","Yes","","",""
"Sophora","Asia-Tropical","No","","","Yes","","","","Yes"
"Sophora","Australasia","No","Yes","","Yes","","","","Yes"
"Sophora","Africa","Both","","","Yes","","","","Yes"
"Sophora","Northern America","No","Yes","Yes","Yes","","","","Yes"
"Sophora","Pacific","Both","Yes","Yes","Yes","","","","Yes"
"Sophora","Asia-Temperate","Both","","","Yes","","","","Yes"
"Sophora","Southern America","Both","","","Yes","","","","Yes"
"Sophora","Antarctica","No","","","Yes","","","","Yes"
"Sophora","Europe","Both","Yes","","Yes","","","","Yes"
"Skimmia","Asia-Temperate","No","","","Yes","Yes","","",""
"Skimmia","Asia-Tropical","No","","","Yes","Yes","","",""
"Serruria","Africa","No","Yes","Yes","","","","",""
"Stirlingia","Australasia","No","Yes","Yes","","","","",""
"Abelia","Asia-Temperate","No","","","Yes","","","",""
"Abelia","Asia-Tropical","No","","","Yes","","","",""
"Acacia","Asia-Tropical","Both","Yes","","Yes","","","","Yes"
"Acacia","Australasia","Both","Yes","Yes","Yes","","","","Yes"
"Acacia","Southern America","Yes","Yes","","Yes","","","","Yes"
"Acacia","Europe","Yes","Yes","","Yes","","","","Yes"
"Acacia","Pacific","Both","Yes","Yes","Yes","","","","Yes"
"Acacia","Northern America","Yes","Yes","Yes","Yes","","","","Yes"
"Acacia","Africa","Both","Yes","","Yes","","","","Yes"
"Acacia","Asia-Temperate","Both","","","Yes","","","","Yes"
"Acacia","Antarctica","Yes","","","Yes","","","","Yes"
"Acer","Asia-Temperate","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Acer","Northern America","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Acer","Africa","Both","","","Yes","Yes","Yes","Yes","Yes"
"Acer","Europe","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Acer","Southern America","Both","Yes","","Yes","Yes","Yes","Yes","Yes"
"Acer","Asia-Tropical","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Acer","Australasia","Yes","Yes","","Yes","Yes","Yes","Yes","Yes"
"Acrotriche","Australasia","No","Yes","Yes","","","","",""
"Actinidia","Asia-Temperate","Both","Yes","Yes","","","","",""
"Actinidia","Asia-Tropical","No","","","","","","",""
"Actinidia","Northern America","Yes","Yes","","","","","",""
"Actinidia","Australasia","Yes","Yes","Yes","","","","",""
"Actinidia","Europe","Yes","Yes","Yes","","","","",""
"Adenanthos","Australasia","No","Yes","Yes","","","","",""
"Aesculus","Europe","Both","Yes","Yes","Yes","Yes","","","Yes"
"Aesculus","Northern America","Both","Yes","Yes","Yes","Yes","","","Yes"
"Aesculus","Asia-Temperate","Both","Yes","","Yes","Yes","","","Yes"
"Aesculus","Asia-Tropical","No","","","Yes","Yes","","","Yes"
"Aesculus","Australasia","Yes","","","Yes","Yes","","","Yes"
"Agarista","Africa","No","","","Yes","Yes","","",""
"Agarista","Northern America","Both","","","Yes","Yes","","",""
"Agarista","Southern America","Both","","","Yes","Yes","","",""
"Agathosma","Africa","No","Yes","Yes","","","","",""
"Alternanthera","Africa","Both","","","Yes","Yes","","",""
"Alternanthera","Southern America","No","","","Yes","Yes","","",""
"Alternanthera","Northern America","Both","Yes","","Yes","Yes","","",""
"Alternanthera","Asia-Tropical","Both","","","Yes","Yes","","",""
"Alternanthera","Pacific","Yes","","","Yes","Yes","","",""
"Alternanthera","Asia-Temperate","Both","","","Yes","Yes","","",""
"Alternanthera","Europe","Yes","Yes","Yes","Yes","Yes","","",""
"Alternanthera","Australasia","No","Yes","","Yes","Yes","","",""
"Andersonia","Australasia","No","Yes","Yes","","","","",""
"Andromeda","Europe","Both","Yes","Yes","","","","","Yes"
"Andromeda","Asia-Temperate","No","","","","","","","Yes"
"Andromeda","Northern America","No","","","","","","","Yes"
"Annona","Asia-Tropical","Yes","Yes","","","","","",""
"Annona","Southern America","Both","Yes","","","","","",""
"Annona","Australasia","Yes","Yes","Yes","","","","",""
"Annona","Africa","Both","","","","","","",""
"Annona","Pacific","Yes","Yes","","","","","",""
"Annona","Northern America","No","Yes","","","","","",""
"Annona","Asia-Temperate","Yes","","","","","","",""
"Annona","Europe","Yes","","","","","","",""
"Antirrhinum","Europe","Both","Yes","Yes","Yes","Yes","Yes","","Yes"
"Antirrhinum","Northern America","Yes","Yes","","Yes","Yes","Yes","","Yes"
"Antirrhinum","Southern America","Yes","Yes","","Yes","Yes","Yes","","Yes"
"Antirrhinum","Africa","Both","Yes","","Yes","Yes","Yes","","Yes"
"Antirrhinum","Asia-Tropical","Yes","Yes","","Yes","Yes","Yes","","Yes"
"Antirrhinum","Asia-Temperate","Both","Yes","","Yes","Yes","Yes","","Yes"
"Antirrhinum","Australasia","Yes","Yes","Yes","Yes","Yes","Yes","","Yes"
"Antirrhinum","Pacific","Yes","Yes","","Yes","Yes","Yes","","Yes"
"Aotus","Australasia","No","Yes","Yes","","","","",""
"Arbutus","Africa","Both","","","Yes","Yes","Yes","",""
"Arbutus","Northern America","No","Yes","Yes","Yes","Yes","Yes","",""
"Arbutus","Europe","Both","Yes","Yes","Yes","Yes","Yes","",""
"Arbutus","Southern America","No","","","Yes","Yes","Yes","",""
"Arbutus","Asia-Temperate","No","","","Yes","Yes","Yes","",""
"Arbutus","Australasia","Yes","Yes","Yes","Yes","Yes","Yes","",""
"Arctostaphylos","Asia-Temperate","No","","","","","","","Yes"
"Arctostaphylos","Northern America","Both","Yes","Yes","","","","","Yes"
"Arctostaphylos","Europe","No","","","","","","","Yes"
"Arctostaphylos","Southern America","No","","","","","","","Yes"
"Aristotelia","Southern America","Both","Yes","Yes","","","","",""
"Aristotelia","Australasia","No","Yes","Yes","","","","",""
"Aulax","Africa","No","Yes","Yes","","","","",""
"Banksia","Asia-Tropical","No","","","Yes","Yes","","",""
"Banksia","Australasia","No","Yes","Yes","Yes","Yes","","",""
"Banksia","Africa","Yes","Yes","Yes","Yes","Yes","","",""
"Bauera","Australasia","No","Yes","Yes","","","","",""
"Beilschmiedia","Africa","No","","","","","","",""
"Beilschmiedia","Asia-Tropical","No","","","","","","",""
"Beilschmiedia","Asia-Temperate","No","","","","","","",""
"Beilschmiedia","Southern America","No","","","","","","",""
"Beilschmiedia","Pacific","No","","","","","","",""
"Beilschmiedia","Northern America","No","","","","","","",""
"Beilschmiedia","Australasia","No","Yes","Yes","","","","",""
"Berberis","Asia-Temperate","No","","","Yes","Yes","","","Yes"
"Berberis","Southern America","No","","","Yes","Yes","","","Yes"
"Berberis","Asia-Tropical","No","","","Yes","Yes","","","Yes"
"Berberis","Africa","No","","","Yes","Yes","","","Yes"
"Berberis","Antarctica","Yes","","","Yes","Yes","","","Yes"
"Berberis","Europe","Both","Yes","Yes","Yes","Yes","","","Yes"
"Berberis","Australasia","Yes","Yes","Yes","Yes","Yes","","","Yes"
"Berberis","Northern America","Both","Yes","Yes","Yes","Yes","","","Yes"
"Berzelia","Africa","No","Yes","Yes","","","","",""
"Billardiera","Europe","Yes","","","","","","",""
"Billardiera","Northern America","Yes","","","","","","",""
"Billardiera","Africa","Yes","","","","","","",""
"Billardiera","Australasia","No","Yes","Yes","","","","",""
"Boronia","Australasia","No","Yes","Yes","","","","",""
"Boronia","Pacific","No","","","","","","",""
"Bossiaea","Australasia","No","Yes","Yes","","","","",""
"Brabejum","Africa","No","Yes","Yes","","","","",""
"Brunonia","Australasia","No","Yes","Yes","","","","",""
"Buxus","Europe","Both","Yes","Yes","Yes","Yes","Yes","","Yes"
"Buxus","Asia-Tropical","No","","","Yes","Yes","Yes","","Yes"
"Buxus","Africa","Both","","","Yes","Yes","Yes","","Yes"
"Buxus","Asia-Temperate","Both","Yes","","Yes","Yes","Yes","","Yes"
"Buxus","Southern America","Both","Yes","","Yes","Yes","Yes","","Yes"
"Buxus","Northern America","Both","Yes","Yes","Yes","Yes","Yes","","Yes"
"Buxus","Australasia","Yes","Yes","","Yes","Yes","Yes","","Yes"
"Cajanus","Africa","Both","","","","","","",""
"Cajanus","Asia-Tropical","Both","Yes","","","","","",""
"Cajanus","Southern America","Yes","Yes","","","","","",""
"Cajanus","Asia-Temperate","Both","Yes","","","","","",""
"Cajanus","Pacific","Both","Yes","Yes","","","","",""
"Cajanus","Northern America","Yes","Yes","Yes","","","","",""
"Cajanus","Australasia","Both","Yes","","","","","",""
"Calluna","Northern America","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Calluna","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Calluna","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Calluna","Antarctica","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Calluna","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Calluna","Australasia","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Camellia","Asia-Temperate","Both","Yes","Yes","Yes","Yes","Yes","",""
"Camellia","Africa","Yes","","","Yes","Yes","Yes","",""
"Camellia","Asia-Tropical","Both","","","Yes","Yes","Yes","",""
"Camellia","Southern America","Yes","","","Yes","Yes","Yes","",""
"Carica","Asia-Temperate","Yes","Yes","","","","","",""
"Carica","Southern America","Both","Yes","Yes","","","","",""
"Carica","Asia-Tropical","Yes","Yes","","","","","",""
"Carica","Africa","Yes","Yes","","","","","",""
"Carica","Northern America","Both","Yes","","","","","",""
"Carica","Australasia","Yes","Yes","Yes","","","","",""
"Carica","Pacific","Yes","Yes","","","","","",""
"Carpodetus","Asia-Tropical","No","","","","","","",""
"Carpodetus","Australasia","No","Yes","Yes","","","","",""
"Carpodetus","Pacific","No","","","","","","",""
"Carya","Northern America","No","Yes","","","","","",""
"Carya","Asia-Temperate","Both","Yes","Yes","","","","",""
"Carya","Europe","Yes","Yes","","","","","",""
"Carya","Asia-Tropical","No","","","","","","",""
"Carya","Southern America","Yes","","","","","","",""
"Cassiope","Northern America","Both","","","","","","",""
"Cassiope","Asia-Temperate","No","","","","","","",""
"Cassiope","Asia-Tropical","No","","","","","","",""
"Cassiope","Europe","No","Yes","Yes","","","","",""
"Ceanothus","Southern America","No","","","Yes","Yes","","",""
"Ceanothus","Northern America","No","Yes","Yes","Yes","Yes","","",""
"Ceratopetalum","Australasia","No","Yes","Yes","","","","",""
"Ceratopetalum","Asia-Tropical","No","","","","","","",""
"Cercis","Northern America","No","Yes","Yes","Yes","","","",""
"Cercis","Asia-Temperate","Both","","","Yes","","","",""
"Cercis","Europe","Both","Yes","","Yes","","","",""
"Cercis","Africa","Yes","","","Yes","","","",""
"Cercis","Australasia","Yes","","","Yes","","","",""
"Cercis","Asia-Tropical","Yes","","","Yes","","","",""
"Choisya","Africa","Yes","","","Yes","Yes","","",""
"Choisya","Northern America","No","Yes","","Yes","Yes","","",""
"Chorizema","Australasia","No","Yes","Yes","","","","",""
"Chorizema","Asia-Tropical","Yes","","","","","","",""
"Cinnamomum","Asia-Temperate","No","Yes","Yes","Yes","Yes","","",""
"Cinnamomum","Africa","Yes","","","Yes","Yes","","",""
"Cinnamomum","Southern America","Yes","Yes","","Yes","Yes","","",""
