"plant_name","plant_name_full","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","plant.in.GB"
"Chaenomeles speciosa","Chaenomeles speciosa","Asia-Tropical","1","","","Yes","Yes","","","Yes"
"Prunus armeniaca","Prunus armeniaca","Asia-Tropical","1","Yes","","Yes","","","",""
"Prunus armeniaca","Prunus armeniaca","Asia-Temperate","both","Yes","","Yes","","","",""
"Prunus armeniaca","Prunus armeniaca","Europe","both","Yes","","Yes","","","",""
"Prunus armeniaca","Prunus armeniaca","Australasia","1","Yes","Yes","Yes","","","",""
"Prunus armeniaca","Prunus armeniaca","Northern America","1","Yes","Yes","Yes","","","",""
"Prunus armeniaca","Prunus armeniaca","Africa","1","","","Yes","","","",""
"Solanum tuberosum","Solanum tuberosum","Northern America","1","Yes","Yes","Yes","","Yes","","Yes"
"Solanum tuberosum","Solanum tuberosum","Europe","1","Yes","","Yes","","Yes","","Yes"
"Solanum tuberosum","Solanum tuberosum","Asia-Temperate","1","Yes","","Yes","","Yes","","Yes"
"Solanum tuberosum","Solanum tuberosum","Southern America","both","Yes","","Yes","","Yes","","Yes"
"Solanum tuberosum","Solanum tuberosum","Asia-Tropical","1","Yes","","Yes","","Yes","","Yes"
"Solanum tuberosum","Solanum tuberosum","Africa","1","Yes","","Yes","","Yes","","Yes"
"Solanum tuberosum","Solanum tuberosum","Pacific","1","Yes","","Yes","","Yes","","Yes"
"Lactuca sativa","Lactuca sativa","Europe","1","Yes","","","","","","Yes"
"Lactuca sativa","Lactuca sativa","Asia-Tropical","1","Yes","","","","","","Yes"
"Lactuca sativa","Lactuca sativa","Africa","1","","","","","","","Yes"
"Lactuca sativa","Lactuca sativa","Asia-Temperate","both","Yes","","","","","","Yes"
"Lactuca sativa","Lactuca sativa","Southern America","1","Yes","","","","","","Yes"
"Lactuca sativa","Lactuca sativa","Northern America","1","Yes","","","","","","Yes"
"Lactuca sativa","Lactuca sativa","Pacific","1","","","","","","","Yes"
"Lactuca sativa","Lactuca sativa","Australasia","1","Yes","Yes","","","","","Yes"
"Prunus avium","Prunus avium","Africa","0","","","Yes","","Yes","","Yes"
"Prunus avium","Prunus avium","Northern America","1","Yes","Yes","Yes","","Yes","","Yes"
"Prunus avium","Prunus avium","Asia-Tropical","1","","","Yes","","Yes","","Yes"
"Prunus avium","Prunus avium","Australasia","1","Yes","","Yes","","Yes","","Yes"
"Prunus avium","Prunus avium","Asia-Temperate","both","Yes","","Yes","","Yes","","Yes"
"Prunus avium","Prunus avium","Europe","both","Yes","Yes","Yes","","Yes","","Yes"
"Populus lasiocarpa","Populus lasiocarpa","Asia-Temperate","0","","","Yes","Yes","","",""
"Idesia polycarpa","Idesia polycarpa","Australasia","1","Yes","","","","","",""
"Idesia polycarpa","Idesia polycarpa","Asia-Temperate","0","Yes","Yes","","","","",""
"Idesia polycarpa","Idesia polycarpa","Northern America","1","","","","","","",""
"Adiantum aleuticum","Adiantum aleuticum","Northern America","0","Yes","Yes","","","","","Yes"
"Adiantum aleuticum","Adiantum aleuticum","Europe","1","","","","","","","Yes"
"Melastoma malabathricum","Melastoma malabathricum","Asia-Tropical","0","","","","","","",""
"Melastoma malabathricum","Melastoma malabathricum","Asia-Temperate","0","","","","","","",""
"Melastoma malabathricum","Melastoma malabathricum","Africa","both","","","","","","",""
"Melastoma malabathricum","Melastoma malabathricum","Northern America","1","Yes","Yes","","","","",""
"Melastoma malabathricum","Melastoma malabathricum","Southern America","1","","","","","","",""
"Melastoma malabathricum","Melastoma malabathricum","Pacific","both","Yes","Yes","","","","",""
"Melastoma malabathricum","Melastoma malabathricum","Australasia","0","","","","","","",""
"Solanum lycopersicum","Solanum lycopersicum","Africa","1","Yes","","Yes","","Yes","",""
"Solanum lycopersicum","Solanum lycopersicum","Europe","1","Yes","","Yes","","Yes","",""
"Solanum lycopersicum","Solanum lycopersicum","Asia-Temperate","1","Yes","","Yes","","Yes","",""
"Solanum lycopersicum","Solanum lycopersicum","Northern America","1","Yes","","Yes","","Yes","",""
"Solanum lycopersicum","Solanum lycopersicum","Asia-Tropical","1","Yes","","Yes","","Yes","",""
"Solanum lycopersicum","Solanum lycopersicum","Southern America","both","Yes","Yes","Yes","","Yes","",""
"Solanum lycopersicum","Solanum lycopersicum","Pacific","1","Yes","Yes","Yes","","Yes","",""
"Solanum lycopersicum","Solanum lycopersicum","Australasia","1","Yes","","Yes","","Yes","",""
"Cliffortia ferruginea","Cliffortia ferruginea","Africa","0","Yes","Yes","","","","",""
"Cliffortia grandifolia","Cliffortia grandifolia","Africa","0","Yes","Yes","","","","",""
"Cliffortia strobilifera","Cliffortia strobilifera","Africa","0","Yes","Yes","","","","",""
"Cotoneaster salicifolius","Cotoneaster salicifolius","Northern America","1","","","","","","","Yes"
"Cotoneaster salicifolius","Cotoneaster salicifolius","Europe","1","","","","","","","Yes"
"Cotoneaster salicifolius","Cotoneaster salicifolius","Asia-Temperate","0","","","","","","","Yes"
"Crataegus germanica","Crataegus germanica","Europe","both","Yes","Yes","Yes","Yes","","","Yes"
"Crataegus germanica","Crataegus germanica","Asia-Temperate","both","","","Yes","Yes","","","Yes"
"Crataegus germanica","Crataegus germanica","Northern America","1","","","Yes","Yes","","","Yes"
"Crataegus germanica","Crataegus germanica","Southern America","1","","","Yes","Yes","","","Yes"
"Malus domestica","Malus domestica","Northern America","1","Yes","","Yes","Yes","","","Yes"
"Malus domestica","Malus domestica","Europe","1","Yes","Yes","Yes","Yes","","","Yes"
"Malus domestica","Malus domestica","Australasia","1","Yes","","Yes","Yes","","","Yes"
"Malus domestica","Malus domestica","Asia-Tropical","both","Yes","","Yes","Yes","","","Yes"
"Malus domestica","Malus domestica","Asia-Temperate","both","Yes","","Yes","Yes","","","Yes"
"Malus domestica","Malus domestica","Antarctica","1","","","Yes","Yes","","","Yes"
"Malus domestica","Malus domestica","Africa","1","Yes","","Yes","Yes","","","Yes"
"Malus domestica","Malus domestica","Southern America","1","Yes","","Yes","Yes","","","Yes"
"Photinia arbutifolia","Photinia arbutifolia","Northern America","0","Yes","Yes","","","","",""
"Photinia × fraseri","Photinia × fraseri","Asia-Temperate","0","","","Yes","Yes","Yes","",""
"Physocarpus opulifolius","Physocarpus opulifolius","Northern America","0","","","Yes","Yes","Yes","Yes",""
"Physocarpus opulifolius","Physocarpus opulifolius","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes",""
"Physocarpus opulifolius","Physocarpus opulifolius","Asia-Temperate","1","","","Yes","Yes","Yes","Yes",""
"Prunus americana","Prunus americana","Northern America","0","Yes","Yes","","","","",""
"Prunus domestica","Prunus domestica","Europe","1","Yes","Yes","Yes","Yes","","","Yes"
"Prunus domestica","Prunus domestica","Africa","1","","","Yes","Yes","","","Yes"
"Prunus domestica","Prunus domestica","Asia-Temperate","both","Yes","","Yes","Yes","","","Yes"
"Prunus domestica","Prunus domestica","Australasia","1","","","Yes","Yes","","","Yes"
"Prunus domestica","Prunus domestica","Northern America","1","Yes","","Yes","Yes","","","Yes"
"Prunus domestica","Prunus domestica","Asia-Tropical","1","","","Yes","Yes","","","Yes"
"Prunus domestica","Prunus domestica","Southern America","1","","","Yes","Yes","","","Yes"
"Prunus domestica","Prunus domestica","Antarctica","1","","","Yes","Yes","","","Yes"
"Prunus incisa","Prunus incisa","Asia-Temperate","0","","","Yes","Yes","","",""
"Prunus incisa","Prunus incisa","Northern America","0","","","Yes","Yes","","",""
"Prunus laurocerasus","Prunus laurocerasus","Australasia","1","","","Yes","Yes","Yes","","Yes"
"Prunus laurocerasus","Prunus laurocerasus","Northern America","1","Yes","Yes","Yes","Yes","Yes","","Yes"
"Prunus laurocerasus","Prunus laurocerasus","Southern America","1","","","Yes","Yes","Yes","","Yes"
"Prunus laurocerasus","Prunus laurocerasus","Europe","both","Yes","Yes","Yes","Yes","Yes","","Yes"
"Prunus laurocerasus","Prunus laurocerasus","Asia-Temperate","both","","","Yes","Yes","Yes","","Yes"
"Prunus laurocerasus","Prunus laurocerasus","Asia-Tropical","1","","","Yes","Yes","Yes","","Yes"
"Prunus laurocerasus","Prunus laurocerasus","Africa","both","","","Yes","Yes","Yes","","Yes"
"Prunus lusitanica","Prunus lusitanica","Northern America","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Prunus lusitanica","Prunus lusitanica","Europe","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Prunus lusitanica","Prunus lusitanica","Africa","0","","","Yes","Yes","Yes","Yes","Yes"
"Prunus lusitanica","Prunus lusitanica","Australasia","1","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pyrus communis","Pyrus communis","Asia-Temperate","both","Yes","","Yes","","Yes","","Yes"
"Pyrus communis","Pyrus communis","Northern America","1","Yes","Yes","Yes","","Yes","","Yes"
"Pyrus communis","Pyrus communis","Europe","both","Yes","","Yes","","Yes","","Yes"
"Pyrus communis","Pyrus communis","Africa","1","Yes","Yes","Yes","","Yes","","Yes"
"Pyrus communis","Pyrus communis","Southern America","1","Yes","","Yes","","Yes","","Yes"
"Pyrus communis","Pyrus communis","Asia-Tropical","1","Yes","","Yes","","Yes","","Yes"
"Pyrus communis","Pyrus communis","Australasia","1","Yes","Yes","Yes","","Yes","","Yes"
"Rhaphiolepis indica","Rhaphiolepis indica","Australasia","1","Yes","Yes","","","","",""
"Rhaphiolepis indica","Rhaphiolepis indica","Asia-Temperate","0","","","","","","",""
"Rhaphiolepis indica","Rhaphiolepis indica","Asia-Tropical","0","","","","","","",""
"Rosa californica","Rosa californica","Northern America","0","Yes","Yes","","","","",""
"Rosa gymnocarpa","Rosa gymnocarpa","Northern America","0","Yes","Yes","","","","",""
"Rosa xanthina","Rosa xanthina","Asia-Temperate","0","","","Yes","Yes","","",""
"Rubus idaeus","Rubus idaeus","Europe","both","Yes","","Yes","","Yes","","Yes"
"Rubus idaeus","Rubus idaeus","Asia-Temperate","both","","","Yes","","Yes","","Yes"
"Rubus idaeus","Rubus idaeus","Northern America","both","Yes","","Yes","","Yes","","Yes"
"Rubus idaeus","Rubus idaeus","Australasia","1","Yes","Yes","Yes","","Yes","","Yes"
"Rubus idaeus","Rubus idaeus","Antarctica","1","","","Yes","","Yes","","Yes"
"Rubus rosifolius","Rubus rosifolius","Africa","1","","","","","","",""
"Rubus rosifolius","Rubus rosifolius","Southern America","1","","","","","","",""
"Rubus rosifolius","Rubus rosifolius","Pacific","1","Yes","Yes","","","","",""
"Rubus rosifolius","Rubus rosifolius","Asia-Temperate","0","","","","","","",""
"Rubus rosifolius","Rubus rosifolius","Asia-Tropical","both","","","","","","",""
"Rubus rosifolius","Rubus rosifolius","Australasia","1","","","","","","",""
"Rubus spectabilis","Rubus spectabilis","Europe","1","","","","","","","Yes"
"Rubus spectabilis","Rubus spectabilis","Northern America","0","Yes","Yes","","","","","Yes"
"Sorbus cashmiriana","Sorbus cashmiriana","Asia-Tropical","0","","","Yes","Yes","","",""
"Sorbus cashmiriana","Sorbus cashmiriana","Asia-Temperate","0","","","Yes","Yes","","",""
"Sorbus commixta","Sorbus commixta","Asia-Temperate","0","Yes","Yes","Yes","","","",""
"Stranvaesia nussia","Stranvaesia nussia","Asia-Temperate","0","","","Yes","Yes","","",""
"Stranvaesia nussia","Stranvaesia nussia","Asia-Tropical","0","","","Yes","Yes","","",""
"Lysimachia latifolia","Lysimachia latifolia","Northern America","0","Yes","Yes","","","","",""
"Fothergilla latifolia","Fothergilla latifolia","Northern America","0","","","Yes","Yes","","",""
"Leucospermum formosum","Leucospermum formosum","Africa","0","Yes","Yes","","","","",""
"Hydrangea arguta","Hydrangea arguta","Pacific","0","Yes","Yes","","","","",""
"Protea grandiceps","Protea grandiceps","Africa","0","Yes","Yes","","","","",""
"Solanum maglia","Solanum maglia","Southern America","0","Yes","","Yes","","","",""
"Gerbera jamesonii","Gerbera jamesonii","Africa","both","","","","","","",""
"Gerbera jamesonii","Gerbera jamesonii","Southern America","1","","","","","","",""
"Gerbera jamesonii","Gerbera jamesonii","Asia-Tropical","1","Yes","","","","","",""
"Gerbera jamesonii","Gerbera jamesonii","Pacific","1","","","","","","",""
"Gerbera jamesonii","Gerbera jamesonii","Asia-Temperate","1","Yes","","","","","",""
"Hypochaeris glabra","Hypochaeris glabra","Northern America","1","","","","","","","Yes"
"Hypochaeris glabra","Hypochaeris glabra","Europe","0","","","","","","","Yes"
"Hypochaeris glabra","Hypochaeris glabra","Africa","both","","","","","","","Yes"
"Hypochaeris glabra","Hypochaeris glabra","Australasia","1","Yes","Yes","","","","","Yes"
"Hypochaeris glabra","Hypochaeris glabra","Asia-Temperate","both","","","","","","","Yes"
"Hypochaeris glabra","Hypochaeris glabra","Southern America","1","","","","","","","Yes"
"Hypochaeris glabra","Hypochaeris glabra","Antarctica","1","","","","","","","Yes"
"Hypochaeris glabra","Hypochaeris glabra","Asia-Tropical","1","","","","","","","Yes"
"Hypochaeris glabra","Hypochaeris glabra","Pacific","1","","","","","","","Yes"
"Urostemon kirkii","Urostemon kirkii","Australasia","0","Yes","Yes","","","","",""
"Urostemon kirkii","Urostemon kirkii","Africa","1","","","","","","",""
"Pericallis cruenta","Pericallis cruenta","Africa","0","","","Yes","Yes","Yes","Yes",""
"Pericallis cruenta","Pericallis cruenta","Northern America","1","Yes","","Yes","Yes","Yes","Yes",""
"Pericallis cruenta","Pericallis cruenta","Asia-Tropical","1","","","Yes","Yes","Yes","Yes",""
"Podotheca angustifolia","Podotheca angustifolia","Australasia","0","Yes","Yes","","","","",""
"Cassinia aculeata","Cassinia aculeata","Australasia","0","Yes","Yes","","","","",""
"Pterochaeta paniculata","Pterochaeta paniculata","Australasia","0","Yes","Yes","","","","",""
"Olearia oppositifolia","Olearia oppositifolia","Australasia","0","Yes","Yes","","","","",""
"Olearia rani","Olearia rani","Australasia","0","Yes","Yes","","","","",""
"Tanacetum cinerariifolium","Tanacetum cinerariifolium","Asia-Tropical","1","Yes","","","","","",""
"Tanacetum cinerariifolium","Tanacetum cinerariifolium","Asia-Temperate","1","","","","","","",""
"Tanacetum cinerariifolium","Tanacetum cinerariifolium","Southern America","1","Yes","","","","","",""
"Tanacetum cinerariifolium","Tanacetum cinerariifolium","Europe","both","","","","","","",""
"Tanacetum cinerariifolium","Tanacetum cinerariifolium","Africa","1","Yes","","","","","",""
"Tanacetum cinerariifolium","Tanacetum cinerariifolium","Australasia","1","","","","","","",""
"Flaveria angustifolia","Flaveria angustifolia","Northern America","0","","","","","","",""
"Lycopodium deuterodensum","Lycopodium deuterodensum","Australasia","0","Yes","Yes","","","","",""
"Lycopodium deuterodensum","Lycopodium deuterodensum","Pacific","0","","","","","","",""
"Dicranopteris linearis","Dicranopteris linearis","Asia-Tropical","0","","","","","","",""
"Dicranopteris linearis","Dicranopteris linearis","Pacific","0","Yes","Yes","","","","",""
"Dicranopteris linearis","Dicranopteris linearis","Africa","0","","","","","","",""
"Dicranopteris linearis","Dicranopteris linearis","Asia-Temperate","0","","","","","","",""
"Dicranopteris linearis","Dicranopteris linearis","Australasia","0","","","","","","",""
"Adiantum jordanii","Adiantum jordanii","Northern America","0","Yes","Yes","","","","",""
"Cibotium chamissoi","Cibotium chamissoi","Pacific","both","Yes","Yes","","","","",""
"Cibotium glaucum","Cibotium glaucum","Pacific","0","Yes","Yes","","","","",""
"Dicksonia antarctica","Dicksonia antarctica","Australasia","0","Yes","Yes","Yes","","","","Yes"
"Dicksonia antarctica","Dicksonia antarctica","Africa","1","","","Yes","","","","Yes"
"Dicksonia antarctica","Dicksonia antarctica","Europe","1","Yes","","Yes","","","","Yes"
"Pteris ensiformis","Pteris ensiformis","Southern America","1","","","","","","",""
"Pteris ensiformis","Pteris ensiformis","Asia-Tropical","0","","","","","","",""
"Pteris ensiformis","Pteris ensiformis","Pacific","0","","","","","","",""
"Pteris ensiformis","Pteris ensiformis","Asia-Temperate","0","","","","","","",""
"Pteris ensiformis","Pteris ensiformis","Australasia","1","","","","","","",""
"Didymochlaena truncatula","Didymochlaena truncatula","Asia-Tropical","0","","","","","","",""
"Didymochlaena truncatula","Didymochlaena truncatula","Africa","0","","","","","","",""
"Didymochlaena truncatula","Didymochlaena truncatula","Northern America","0","","","","","","",""
"Didymochlaena truncatula","Didymochlaena truncatula","Southern America","0","","","","","","",""
"Polystichum munitum","Polystichum munitum","Europe","1","","","","","","","Yes"
"Polystichum munitum","Polystichum munitum","Northern America","both","Yes","Yes","","","","","Yes"
"Archidasyphyllum diacanthoides","Archidasyphyllum diacanthoides","Southern America","0","Yes","Yes","","","","",""
