"plant_genus","Level.3","Level.2","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","In.GB"
"Polygala","Ireland","Northern Europe","Europe",0,"","","","","","","Yes"
"Polygala","Kriti","Southeastern Europe","Europe",0,"","","","","","","Yes"
"Polygala","Baleares","Southwestern Europe","Europe",0,"","","","","","","Yes"
"Polygala","Cambodia","Indo-China","Asia-Tropical",0,"","","","","","","Yes"
"Polygala","Andaman Is.","Indo-China","Asia-Tropical",0,"","","","","","","Yes"
"Polygala","Romania","Southeastern Europe","Europe",0,"","","","","","","Yes"
"Polygala","Netherlands","Middle Europe","Europe",0,"","","","","","","Yes"
"Polygala","Tunisia","Northern Africa","Africa",0,"","","","","","","Yes"
"Polygala","Sweden","Northern Europe","Europe",0,"","","","","","","Yes"
"Polygala","Madeira","Macaronesia","Africa",1,"","","","","","","Yes"
"Polygala","Corse","Southwestern Europe","Europe",0,"","","","","","","Yes"
"Polygala","Czechoslovakia","Middle Europe","Europe",0,"","","","","","","Yes"
"Polygala","Marquesas","South-Central Pacific","Pacific",1,"","","","","","","Yes"
"Polygala","Hawaii","North-Central Pacific","Pacific",1,"","","","","","","Yes"
"Polygala","France","Southwestern Europe","Europe",0,"","","","","","","Yes"
"Polygala","Spain","Southwestern Europe","Europe",0,"Yes","","","","","","Yes"
"Polygala","Egypt","Northern Africa","Africa",0,"","","","","","","Yes"
"Polygala","Greece","Southeastern Europe","Europe",0,"","","","","","","Yes"
"Polygala","Switzerland","Middle Europe","Europe",0,"","","","","","","Yes"
"Polygala","Portugal","Southwestern Europe","Europe",0,"","","","","","","Yes"
"Platanus","Mexico Gulf","Mexico","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Kentucky","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Yugoslavia","Southeastern Europe","Europe",0,"","","Yes","Yes","","",""
"Platanus","Cyprus","Western Asia","Asia-Temperate",0,"","","Yes","Yes","","",""
"Platanus","Afghanistan","Western Asia","Asia-Temperate",1,"","","Yes","Yes","","",""
"Platanus","North Carolina","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Georgia","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Mexico Northeast","Mexico","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Bulgaria","Southeastern Europe","Europe",0,"","","Yes","Yes","","",""
"Platanus","Morocco","Northern Africa","Africa",1,"","","Yes","Yes","","",""
"Platanus","Mexico Southeast","Mexico","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Iran","Western Asia","Asia-Temperate",0,"","","Yes","Yes","","",""
"Platanus","Nebraska","North-Central U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Iraq","Western Asia","Asia-Temperate",0,"","","Yes","Yes","","",""
"Platanus","Turkey-In-Europe","Southeastern Europe","Europe",1,"","","Yes","Yes","","",""
"Platanus","Mississippi","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Virginia","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Lebanon-Syria","Western Asia","Asia-Temperate",0,"","","Yes","Yes","","",""
"Platanus","Rhode I.","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Mexico Central","Mexico","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Turkey","Western Asia","Asia-Temperate",0,"","","Yes","Yes","","",""
"Platanus","District Of Columbia","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Kansas","North-Central U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Illinois","North-Central U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Mexico Northwest","Mexico","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Mexico Southwest","Mexico","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Iowa","North-Central U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Pennsylvania","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Vermont","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Missouri","North-Central U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","California","Southwestern U.S.A.","Northern America",0,"Yes","Yes","Yes","Yes","","",""
"Platanus","Arizona","Southwestern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Oklahoma","North-Central U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Ontario","Eastern Canada","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Ecuador","Western South America","Southern America",1,"","","Yes","Yes","","",""
"Platanus","West Himalaya","Indian Subcontinent","Asia-Tropical",1,"","","Yes","Yes","","",""
"Platanus","Maine","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Guatemala","Central America","Southern America",0,"","","Yes","Yes","","",""
"Platanus","New Mexico","South-Central U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","South Carolina","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Transcaucasus","Caucasus","Asia-Temperate",0,"","","Yes","Yes","","",""
"Platanus","Turkmenistan","Middle Asia","Asia-Temperate",1,"","","Yes","Yes","","",""
"Platanus","Massachusetts","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Tadzhikistan","Middle Asia","Asia-Temperate",1,"","","Yes","Yes","","",""
"Platanus","Vietnam","Indo-China","Asia-Tropical",0,"","","Yes","Yes","","",""
"Platanus","New Jersey","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Texas","South-Central U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Tennessee","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Michigan","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Alabama","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Louisiana","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Uzbekistan","Middle Asia","Asia-Temperate",1,"","","Yes","Yes","","",""
"Platanus","North Caucasus","Caucasus","Asia-Temperate",0,"","","Yes","Yes","","",""
"Platanus","Wisconsin","North-Central U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Albania","Southeastern Europe","Europe",0,"","","Yes","Yes","","",""
"Platanus","East Aegean Is.","Western Asia","Asia-Temperate",0,"","","Yes","Yes","","",""
"Platanus","Pakistan","Indian Subcontinent","Asia-Tropical",1,"","","Yes","Yes","","",""
"Platanus","Ohio","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","West Virginia","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","New York","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Maryland","Southeastern U.S.A.","Northern America",0,"Yes","Yes","Yes","Yes","","",""
"Platanus","Delaware","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Indiana","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Laos","Indo-China","Asia-Tropical",0,"","","Yes","Yes","","",""
"Platanus","Italy","Southeastern Europe","Europe",0,"Yes","Yes","Yes","Yes","","",""
"Platanus","Kriti","Southeastern Europe","Europe",0,"","","Yes","Yes","","",""
"Platanus","Greece","Southeastern Europe","Europe",0,"Yes","","Yes","Yes","","",""
"Platanus","Sicilia","Southeastern Europe","Europe",0,"Yes","","Yes","Yes","","",""
"Platanus","Connecticut","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","New Hampshire","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Platanus","Florida","Southeastern U.S.A.","Northern America",0,"Yes","","Yes","Yes","","",""
"Platanus","Arkansas","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","",""
"Pittosporum","New Zealand South","New Zealand","Australasia",0,"","","Yes","Yes","","","Yes"
"Pittosporum","New Guinea","Papuasia","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Malaya","Malesia","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Western Australia","Australia","Australasia",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Tonga","Southwestern Pacific","Pacific",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Queensland","Australia","Australasia",0,"","","Yes","Yes","","","Yes"
"Pittosporum","South Australia","Australia","Australasia",0,"","","Yes","Yes","","","Yes"
"Pittosporum","New Caledonia","Southwestern Pacific","Pacific",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Pitcairn Is.","South-Central Pacific","Pacific",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Cook Is.","South-Central Pacific","Pacific",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Corse","Southwestern Europe","Europe",1,"","","Yes","Yes","","","Yes"
"Pittosporum","Northern Territory","Australia","Australasia",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Vanuatu","Southwestern Pacific","Pacific",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Marianas","Northwestern Pacific","Pacific",1,"","","Yes","Yes","","","Yes"
"Pittosporum","Fiji","Southwestern Pacific","Pacific",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Vietnam","Indo-China","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Bangladesh","Indian Subcontinent","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Sicilia","Southeastern Europe","Europe",1,"","","Yes","Yes","","","Yes"
"Pittosporum","India","Indian Subcontinent","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Madeira","Macaronesia","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Guinea","West Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Laos","Indo-China","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Niue","Southwestern Pacific","Pacific",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Jamaica","Caribbean","Southern America",1,"","","Yes","Yes","","","Yes"
"Pittosporum","Sri Lanka","Indian Subcontinent","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Samoa","Southwestern Pacific","Pacific",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Niger","West Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Tunisia","Northern Africa","Africa",1,"","","Yes","Yes","","","Yes"
"Pittosporum","Norfolk Is.","Australia","Australasia",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Azores","Macaronesia","Africa",1,"","","Yes","Yes","","","Yes"
"Pittosporum","East Himalaya","Indian Subcontinent","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Lesser Sunda Is.","Malesia","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Ecuador","Western South America","Southern America",1,"","","Yes","Yes","","","Yes"
"Pittosporum","France","Southwestern Europe","Europe",1,"","","Yes","Yes","","","Yes"
"Pittosporum","Philippines","Malesia","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Caroline Is.","Northwestern Pacific","Pacific",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Bismarck Archipelago","Papuasia","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","West Himalaya","Indian Subcontinent","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Borneo","Malesia","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Nepal","Indian Subcontinent","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Morocco","Northern Africa","Africa",1,"","","Yes","Yes","","","Yes"
"Pittosporum","Gulf Of Guinea Is.","West-Central Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Zimbabwe","South Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Myanmar","Indo-China","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Florida","Southeastern U.S.A.","Northern America",1,"Yes","","Yes","Yes","","","Yes"
"Pittosporum","Sumatera","Malesia","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Kermadec Is.","New Zealand","Australasia",0,"","","Yes","Yes","","","Yes"
"Pittosporum","New Zealand North","New Zealand","Australasia",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Wallis-Futuna Is.","Southwestern Pacific","Pacific",0,"","","Yes","Yes","","","Yes"
"Pittosporum","California","Southwestern U.S.A.","Northern America",1,"Yes","","Yes","Yes","","","Yes"
"Pittosporum","Nansei-Shoto","Eastern Asia","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Italy","Southeastern Europe","Europe",1,"Yes","","Yes","Yes","","","Yes"
"Pittosporum","Saudi Arabia","Arabian Peninsula","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Sardegna","Southwestern Europe","Europe",1,"","","Yes","Yes","","","Yes"
"Pittosporum","Nigeria","West Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Bolivia","Western South America","Southern America",1,"","","Yes","Yes","","","Yes"
"Pittosporum","Central African Repu","West-Central Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Society Is.","South-Central Pacific","Pacific",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Spain","Southwestern Europe","Europe",1,"Yes","","Yes","Yes","","","Yes"
"Pittosporum","Christmas I.","Malesia","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Tasmania","Australia","Australasia",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Taiwan","Eastern Asia","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Maluku","Malesia","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Thailand","Indo-China","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","China Southeast","China","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Burundi","West-Central Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Eritrea","Northeast Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Réunion","Western Indian Ocean","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Rwanda","West-Central Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Djibouti","Northeast Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Baleares","Southwestern Europe","Europe",1,"","","Yes","Yes","","","Yes"
"Pittosporum","Portugal","Southwestern Europe","Europe",1,"","","Yes","Yes","","","Yes"
"Pittosporum","Solomon Is.","Papuasia","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Victoria","Australia","Australasia",0,"","","Yes","Yes","","","Yes"
"Pittosporum","New South Wales","Australia","Australasia",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Ogasawara-Shoto","Eastern Asia","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Tubuai Is.","South-Central Pacific","Pacific",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Malawi","South Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Tristan Da Cunha","Subantarctic Islands","Antarctica",1,"","","Yes","Yes","","","Yes"
"Pittosporum","Gabon","West-Central Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Madagascar","Western Indian Ocean","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Cameroon","West-Central Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Zaïre","West-Central Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Georgia","Southeastern U.S.A.","Northern America",1,"","","Yes","Yes","","","Yes"
"Pittosporum","Brazil Southeast","Brazil","Southern America",1,"","","Yes","Yes","","","Yes"
"Pittosporum","China North-Central","China","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Pakistan","Indian Subcontinent","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Tibet","China","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Canary Is.","Macaronesia","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Kwazulu-Natal","Southern Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Kenya","East Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Uganda","East Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Sudan","Northeast Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","St.helena","Middle Atlantic Ocean","Africa",1,"","","Yes","Yes","","","Yes"
"Pittosporum","Ethiopia","Northeast Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Ascension","Middle Atlantic Ocean","Africa",1,"","","Yes","Yes","","","Yes"
"Pittosporum","North Carolina","Southeastern U.S.A.","Northern America",1,"","","Yes","Yes","","","Yes"
"Pittosporum","Japan","Eastern Asia","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Korea","Eastern Asia","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Sulawesi","Malesia","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Cambodia","Indo-China","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Hainan","China","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Cape Provinces","Southern Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Mozambique","South Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Mauritius","Western Indian Ocean","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Lesotho","Southern Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Brazil South","Brazil","Southern America",1,"","","Yes","Yes","","","Yes"
"Pittosporum","Socotra","Northeast Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Ivory Coast","West Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","China South-Central","China","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Zambia","South Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Jawa","Malesia","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Northern Provinces","Southern Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Assam","Indian Subcontinent","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Rodrigues","Western Indian Ocean","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","East Aegean Is.","Western Asia","Asia-Temperate",1,"","","Yes","Yes","","","Yes"
"Pittosporum","Free State","Southern Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Yemen","Arabian Peninsula","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Great Britain","Northern Europe","Europe",1,"Yes","Yes","Yes","Yes","","","Yes"
"Pittosporum","Swaziland","Southern Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Hawaii","North-Central Pacific","Pacific",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Tanzania","East Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Somalia","Northeast Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Angola","South Tropical Africa","Africa",0,"","","Yes","Yes","","","Yes"
"Pittosporum","Seychelles","Western Indian Ocean","Africa",0,"","","Yes","Yes","","","Yes"
"Stylidium","Vietnam","Indo-China","Asia-Tropical",0,"","","","","","",""
"Stylidium","Western Australia","Australia","Australasia",0,"Yes","Yes","","","","",""
"Stylidium","Sulawesi","Malesia","Asia-Tropical",0,"","","","","","",""
"Stylidium","Assam","Indian Subcontinent","Asia-Tropical",0,"","","","","","",""
"Stylidium","Victoria","Australia","Australasia",0,"","","","","","",""
"Stylidium","Jawa","Malesia","Asia-Tropical",0,"","","","","","",""
"Stylidium","Laos","Indo-China","Asia-Tropical",0,"","","","","","",""
"Stylidium","Northern Territory","Australia","Australasia",0,"","","","","","",""
"Stylidium","New Zealand North","New Zealand","Australasia",0,"","","","","","",""
"Stylidium","Hainan","China","Asia-Temperate",0,"","","","","","",""
"Stylidium","Queensland","Australia","Australasia",0,"","","","","","",""
"Stylidium","Myanmar","Indo-China","Asia-Tropical",0,"","","","","","",""
"Stylidium","Sumatera","Malesia","Asia-Tropical",0,"","","","","","",""
"Stylidium","New Zealand South","New Zealand","Australasia",0,"","","","","","",""
"Stylidium","India","Indian Subcontinent","Asia-Tropical",0,"","","","","","",""
"Stylidium","South Australia","Australia","Australasia",0,"","","","","","",""
"Stylidium","Cambodia","Indo-China","Asia-Tropical",0,"","","","","","",""
"Stylidium","Lesser Sunda Is.","Malesia","Asia-Tropical",0,"","","","","","",""
"Stylidium","Thailand","Indo-China","Asia-Tropical",0,"","","","","","",""
"Stylidium","New South Wales","Australia","Australasia",0,"","","","","","",""
"Stylidium","Philippines","Malesia","Asia-Tropical",0,"","","","","","",""
"Stylidium","Tasmania","Australia","Australasia",0,"","","","","","",""
"Stylidium","Bangladesh","Indian Subcontinent","Asia-Tropical",0,"","","","","","",""
"Stylidium","Malaya","Malesia","Asia-Tropical",0,"","","","","","",""
"Stylidium","New Guinea","Papuasia","Asia-Tropical",0,"","","","","","",""
"Stylidium","China South-Central","China","Asia-Temperate",0,"","","","","","",""
"Stylidium","Sri Lanka","Indian Subcontinent","Asia-Tropical",0,"","","","","","",""
"Stylidium","China Southeast","China","Asia-Temperate",0,"","","","","","",""
"Sarracenia","New Jersey","Northeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","British Columbia","Western Canada","Northern America",0,"","","","","","","Yes"
"Sarracenia","Labrador","Eastern Canada","Northern America",0,"","","","","","","Yes"
"Sarracenia","Austria","Middle Europe","Europe",1,"","","","","","","Yes"
"Sarracenia","New Hampshire","Northeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Northwest Territorie","Subarctic America","Northern America",0,"","","","","","","Yes"
"Sarracenia","Illinois","North-Central U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Connecticut","Northeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Washington","Northwestern U.S.A.","Northern America",1,"","","","","","","Yes"
"Sarracenia","Florida","Southeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Minnesota","North-Central U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Wisconsin","North-Central U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","West Virginia","Northeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Québec","Eastern Canada","Northern America",0,"","","","","","","Yes"
"Sarracenia","Alberta","Western Canada","Northern America",0,"","","","","","","Yes"
"Sarracenia","New Brunswick","Eastern Canada","Northern America",0,"","","","","","","Yes"
"Sarracenia","Manitoba","Western Canada","Northern America",0,"","","","","","","Yes"
"Sarracenia","Michigan","Northeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Sweden","Northern Europe","Europe",1,"","","","","","","Yes"
"Sarracenia","Louisiana","Southeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Nova Scotia","Eastern Canada","Northern America",0,"","","","","","","Yes"
"Sarracenia","Rhode I.","Northeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Maine","Northeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Newfoundland","Eastern Canada","Northern America",0,"","","","","","","Yes"
"Sarracenia","Ontario","Eastern Canada","Northern America",0,"","","","","","","Yes"
"Sarracenia","New York","Northeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Vermont","Northeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Massachusetts","Northeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","North Carolina","Southeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Saskatchewan","Western Canada","Northern America",0,"","","","","","","Yes"
"Sarracenia","Virginia","Southeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Nunavut","Subarctic America","Northern America",0,"","","","","","","Yes"
"Sarracenia","Iowa","North-Central U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Prince Edward I.","Eastern Canada","Northern America",0,"","","","","","","Yes"
"Sarracenia","Texas","South-Central U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Indiana","Northeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","France","Southwestern Europe","Europe",1,"","","","","","","Yes"
"Sarracenia","Denmark","Northern Europe","Europe",1,"","","","","","","Yes"
"Sarracenia","Switzerland","Middle Europe","Europe",1,"","","","","","","Yes"
"Sarracenia","Pennsylvania","Northeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Ohio","Northeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Alabama","Southeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Delaware","Southeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Germany","Middle Europe","Europe",1,"","","","","","","Yes"
"Sarracenia","Alaska","Subarctic America","Northern America",0,"","","","","","","Yes"
"Sarracenia","Maryland","Southeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Czechoslovakia","Middle Europe","Europe",1,"Yes","Yes","","","","","Yes"
"Sarracenia","Mississippi","Southeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","Georgia","Southeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Sarracenia","California","Southwestern U.S.A.","Northern America",1,"","","","","","","Yes"
"Sarracenia","Great Britain","Northern Europe","Europe",1,"","","","","","","Yes"
"Sarracenia","South Carolina","Southeastern U.S.A.","Northern America",0,"","","","","","","Yes"
"Scaevola","Caroline Is.","Northwestern Pacific","Pacific",0,"","","","","","",""
"Scaevola","Marshall Is.","Northwestern Pacific","Pacific",0,"","","","","","",""
"Scaevola","Dominican Republic","Caribbean","Southern America",0,"","","","","","",""
"Scaevola","Hawaii","North-Central Pacific","Pacific",0,"","","","","","",""
"Scaevola","Mexico Southwest","Mexico","Northern America",0,"","","","","","",""
"Scaevola","Haiti","Caribbean","Southern America",0,"","","","","","",""
"Scaevola","Texas","South-Central U.S.A.","Northern America",0,"","","","","","",""
"Scaevola","Pitcairn Is.","South-Central Pacific","Pacific",0,"","","","","","",""
"Scaevola","Venezuela","Northern South America","Southern America",0,"","","","","","",""
"Scaevola","Nansei-Shoto","Eastern Asia","Asia-Temperate",0,"","","","","","",""
"Scaevola","Brazil South","Brazil","Southern America",0,"","","","","","",""
"Scaevola","Florida","Southeastern U.S.A.","Northern America",0,"","","","","","",""
"Scaevola","Line Is.","South-Central Pacific","Pacific",0,"","","","","","",""
"Scaevola","Turks-Caicos Is.","Caribbean","Southern America",0,"","","","","","",""
"Scaevola","Chad","Northeast Tropical Africa","Africa",0,"","","","","","",""
"Scaevola","Netherlands Antilles","Caribbean","Southern America",0,"","","","","","",""
