"plant_genus","Level.3","Level.2","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","In.GB"
"Carpinus","Romania","Southeastern Europe","Europe",0,"Yes","","Yes","Yes","","","Yes"
"Carpinus","Inner Mongolia","China","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Carpinus","Vietnam","Indo-China","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Carpinus","Myanmar","Indo-China","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Carpinus","North Caucasus","Caucasus","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Carpinus","Texas","South-Central U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Belarus","Eastern Europe","Europe",0,"","","Yes","Yes","","","Yes"
"Carpinus","New Jersey","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Taiwan","Eastern Asia","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Carpinus","Central European Rus","Eastern Europe","Europe",0,"","","Yes","Yes","","","Yes"
"Carpinus","Rhode I.","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Mexico Southwest","Mexico","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Netherlands","Middle Europe","Europe",0,"","","Yes","Yes","","","Yes"
"Carpinus","Mexico Northeast","Mexico","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Mexico Central","Mexico","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Connecticut","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Vermont","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Iran","Western Asia","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Carpinus","Ukraine","Eastern Europe","Europe",0,"","","Yes","Yes","","","Yes"
"Carpinus","Kansas","North-Central U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Indiana","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Illinois","North-Central U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Tibet","China","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Carpinus","Québec","Eastern Canada","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Tennessee","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Assam","Indian Subcontinent","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Carpinus","Belgium","Middle Europe","Europe",0,"","","Yes","Yes","","","Yes"
"Carpinus","Nicaragua","Central America","Southern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Iowa","North-Central U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","El Salvador","Central America","Southern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Switzerland","Middle Europe","Europe",0,"Yes","","Yes","Yes","","","Yes"
"Carpinus","Hainan","China","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Carpinus","Turkey","Western Asia","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Carpinus","Bangladesh","Indian Subcontinent","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Carpinus","Japan","Eastern Asia","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Carpinus","Ontario","Eastern Canada","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","West Himalaya","Indian Subcontinent","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Carpinus","Mexico Gulf","Mexico","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Spain","Southwestern Europe","Europe",0,"","","Yes","Yes","","","Yes"
"Carpinus","Bulgaria","Southeastern Europe","Europe",0,"","","Yes","Yes","","","Yes"
"Carpinus","Germany","Middle Europe","Europe",0,"Yes","","Yes","Yes","","","Yes"
"Carpinus","Great Britain","Northern Europe","Europe",0,"Yes","Yes","Yes","Yes","","","Yes"
"Carpinus","China South-Central","China","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Carpinus","Czechoslovakia","Middle Europe","Europe",0,"","","Yes","Yes","","","Yes"
"Carpinus","Louisiana","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","North Carolina","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Alabama","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Delaware","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Denmark","Northern Europe","Europe",0,"","","Yes","Yes","","","Yes"
"Carpinus","Manchuria","China","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Carpinus","Mexico Southeast","Mexico","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","South European Russi","Eastern Europe","Europe",0,"","","Yes","Yes","","","Yes"
"Carpinus","Oklahoma","North-Central U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Sweden","Northern Europe","Europe",0,"","","Yes","Yes","","","Yes"
"Carpinus","Mississippi","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Virginia","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Ohio","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Honduras","Central America","Southern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Wisconsin","North-Central U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","New Hampshire","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Krym","Eastern Europe","Europe",0,"","","Yes","Yes","","","Yes"
"Carpinus","Primorye","Russian Far East","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Carpinus","Austria","Middle Europe","Europe",0,"","","Yes","Yes","","","Yes"
"Carpinus","Greece","Southeastern Europe","Europe",0,"","","Yes","Yes","","","Yes"
"Carpinus","Minnesota","North-Central U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Yugoslavia","Southeastern Europe","Europe",0,"","","Yes","Yes","","","Yes"
"Carpinus","Poland","Middle Europe","Europe",0,"Yes","","Yes","Yes","","","Yes"
"Carpinus","China Southeast","China","Asia-Temperate",0,"","","Yes","Yes","","","Yes"
"Carpinus","Hungary","Middle Europe","Europe",0,"","","Yes","Yes","","","Yes"
"Carpinus","Nepal","Indian Subcontinent","Asia-Tropical",0,"Yes","","Yes","Yes","","","Yes"
"Carpinus","Pennsylvania","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Baltic States","Eastern Europe","Europe",0,"","","Yes","Yes","","","Yes"
"Carpinus","East Himalaya","Indian Subcontinent","Asia-Tropical",0,"","","Yes","Yes","","","Yes"
"Carpinus","Maine","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Maryland","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Florida","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Sicilia","Southeastern Europe","Europe",0,"","","Yes","Yes","","","Yes"
"Carpinus","West Virginia","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Georgia","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Arkansas","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","New York","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Carpinus","Kentucky","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","","","Yes"
"Castanea","Missouri","North-Central U.S.A.","Northern America",0,"Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea","Delaware","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Rhode I.","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Tennessee","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Texas","South-Central U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Vermont","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Corse","Southwestern Europe","Europe",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Turkey","Western Asia","Asia-Temperate",0,"Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea","Algeria","Northern Africa","Africa",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Maine","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Madeira","Macaronesia","Africa",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Pennsylvania","Northeastern U.S.A.","Northern America",0,"Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea","Assam","Indian Subcontinent","Asia-Tropical",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Portugal","Southwestern Europe","Europe",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea","North Carolina","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Albania","Southeastern Europe","Europe",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Tunisia","Northern Africa","Africa",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Maryland","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Virginia","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","East Himalaya","Indian Subcontinent","Asia-Tropical",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Turkey-In-Europe","Southeastern Europe","Europe",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Arkansas","Southeastern U.S.A.","Northern America",0,"Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea","Oklahoma","North-Central U.S.A.","Northern America",0,"Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea","Ukraine","Eastern Europe","Europe",1,"Yes","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Yugoslavia","Southeastern Europe","Europe",0,"Yes","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Japan","Eastern Asia","Asia-Temperate",0,"Yes","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Netherlands","Middle Europe","Europe",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Alabama","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Jamaica","Caribbean","Southern America",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Bulgaria","Southeastern Europe","Europe",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Florida","Southeastern U.S.A.","Northern America",0,"Yes","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Indiana","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","New Hampshire","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Canary Is.","Macaronesia","Africa",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","New Jersey","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Austria","Middle Europe","Europe",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Ontario","Eastern Canada","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Azores","Macaronesia","Africa",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Haiti","Caribbean","Southern America",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Krym","Eastern Europe","Europe",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Iran","Western Asia","Asia-Temperate",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Wisconsin","North-Central U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Spain","Southwestern Europe","Europe",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea","East Aegean Is.","Western Asia","Asia-Temperate",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Taiwan","Eastern Asia","Asia-Temperate",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Romania","Southeastern Europe","Europe",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Dominican Republic","Caribbean","Southern America",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Sicilia","Southeastern Europe","Europe",1,"Yes","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Hungary","Middle Europe","Europe",0,"Yes","","Yes","Yes","Yes","Yes","Yes"
"Castanea","China North-Central","China","Asia-Temperate",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Morocco","Northern Africa","Africa",1,"Yes","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Kentucky","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Belgium","Middle Europe","Europe",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Korea","Eastern Asia","Asia-Temperate",0,"Yes","","Yes","Yes","Yes","Yes","Yes"
"Castanea","New York","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Cuba","Caribbean","Southern America",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Michigan","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Massachusetts","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Windward Is.","Caribbean","Southern America",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Norway","Northern Europe","Europe",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Georgia","Southeastern U.S.A.","Northern America",0,"Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea","Czechoslovakia","Middle Europe","Europe",1,"Yes","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Louisiana","Southeastern U.S.A.","Northern America",0,"Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea","Juan Fernández Is.","Southern South America","Southern America",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Ohio","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Transcaucasus","Caucasus","Asia-Temperate",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","China South-Central","China","Asia-Temperate",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Kriti","Southeastern Europe","Europe",1,"Yes","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Great Britain","Northern Europe","Europe",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea","West Virginia","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Illinois","North-Central U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Greece","Southeastern Europe","Europe",0,"Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea","Sweden","Northern Europe","Europe",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Ireland","Northern Europe","Europe",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea","France","Southwestern Europe","Europe",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea","China Southeast","China","Asia-Temperate",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Switzerland","Middle Europe","Europe",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea","Sardegna","Southwestern Europe","Europe",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Lebanon-Syria","Western Asia","Asia-Temperate",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Denmark","Northern Europe","Europe",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Connecticut","Northeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Germany","Middle Europe","Europe",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea","South Carolina","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Mississippi","Southeastern U.S.A.","Northern America",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","Italy","Southeastern Europe","Europe",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea","Poland","Middle Europe","Europe",1,"","","Yes","Yes","Yes","Yes","Yes"
"Castanea","North Caucasus","Caucasus","Asia-Temperate",0,"","","Yes","Yes","Yes","Yes","Yes"
"Castanopsis","Tibet","China","Asia-Temperate",0,"","","Yes","Yes","","",""
"Castanopsis","Nansei-Shoto","Eastern Asia","Asia-Temperate",0,"","","Yes","Yes","","",""
"Castanopsis","India","Indian Subcontinent","Asia-Tropical",0,"","","Yes","Yes","","",""
"Castanopsis","Japan","Eastern Asia","Asia-Temperate",0,"Yes","Yes","Yes","Yes","","",""
"Castanopsis","Taiwan","Eastern Asia","Asia-Temperate",0,"Yes","Yes","Yes","Yes","","",""
"Castanopsis","Borneo","Malesia","Asia-Tropical",0,"","","Yes","Yes","","",""
"Castanopsis","Sulawesi","Malesia","Asia-Tropical",0,"","","Yes","Yes","","",""
"Castanopsis","West Himalaya","Indian Subcontinent","Asia-Tropical",0,"","","Yes","Yes","","",""
"Castanopsis","Hainan","China","Asia-Temperate",0,"","","Yes","Yes","","",""
"Castanopsis","Nepal","Indian Subcontinent","Asia-Tropical",0,"Yes","","Yes","Yes","","",""
"Castanopsis","Philippines","Malesia","Asia-Tropical",0,"","","Yes","Yes","","",""
"Castanopsis","Cambodia","Indo-China","Asia-Tropical",0,"","","Yes","Yes","","",""
"Castanopsis","East Himalaya","Indian Subcontinent","Asia-Tropical",0,"","","Yes","Yes","","",""
"Castanopsis","Assam","Indian Subcontinent","Asia-Tropical",0,"","","Yes","Yes","","",""
"Castanopsis","Vietnam","Indo-China","Asia-Tropical",0,"Yes","Yes","Yes","Yes","","",""
"Castanopsis","Bangladesh","Indian Subcontinent","Asia-Tropical",0,"","","Yes","Yes","","",""
"Castanopsis","China South-Central","China","Asia-Temperate",0,"","","Yes","Yes","","",""
"Castanopsis","Bismarck Archipelago","Papuasia","Asia-Tropical",0,"","","Yes","Yes","","",""
"Castanopsis","Jawa","Malesia","Asia-Tropical",0,"","","Yes","Yes","","",""
"Castanopsis","New Guinea","Papuasia","Asia-Tropical",0,"Yes","Yes","Yes","Yes","","",""
"Castanopsis","China Southeast","China","Asia-Temperate",0,"","","Yes","Yes","","",""
"Castanopsis","Korea","Eastern Asia","Asia-Temperate",0,"","","Yes","Yes","","",""
"Castanopsis","Lesser Sunda Is.","Malesia","Asia-Tropical",0,"","","Yes","Yes","","",""
"Castanopsis","Myanmar","Indo-China","Asia-Tropical",0,"","","Yes","Yes","","",""
"Castanopsis","Malaya","Malesia","Asia-Tropical",0,"","","Yes","Yes","","",""
"Castanopsis","Sumatera","Malesia","Asia-Tropical",0,"","","Yes","Yes","","",""
"Castanopsis","Thailand","Indo-China","Asia-Tropical",0,"","","Yes","Yes","","",""
"Castanopsis","Maluku","Malesia","Asia-Tropical",0,"","","Yes","Yes","","",""
"Castanopsis","Laos","Indo-China","Asia-Tropical",0,"","","Yes","Yes","","",""
"Chamelaucium","Western Australia","Australia","Australasia",0,"","","","","","",""
"Chamelaucium","California","Southwestern U.S.A.","Northern America",1,"","","","","","",""
"Chamelaucium","New Zealand North","New Zealand","Australasia",1,"","","","","","",""
"Cheirodendron","Marquesas","South-Central Pacific","Pacific",0,"","","","","","",""
"Cheirodendron","Hawaii","North-Central Pacific","Pacific",0,"Yes","Yes","","","","",""
"Chrysolepis","Washington","Northwestern U.S.A.","Northern America",0,"","","","","","",""
"Chrysolepis","Oregon","Northwestern U.S.A.","Northern America",0,"Yes","","","","","",""
"Chrysolepis","California","Southwestern U.S.A.","Northern America",0,"Yes","Yes","","","","",""
"Cinchona","Jamaica","Caribbean","Southern America",1,"","","","","","",""
"Cinchona","Guatemala","Central America","Southern America",1,"Yes","Yes","","","","",""
"Cinchona","Mexico Southeast","Mexico","Northern America",1,"","","","","","",""
"Cinchona","Puerto Rico","Caribbean","Southern America",1,"Yes","","","","","",""
"Cinchona","Zaïre","West-Central Tropical Africa","Africa",0,"","","","","","",""
"Cinchona","Honduras","Central America","Southern America",1,"","","","","","",""
"Cinchona","Caroline Is.","Northwestern Pacific","Pacific",1,"","","","","","",""
"Cinchona","Panamá","Central America","Southern America",0,"","","","","","",""
"Cinchona","Gulf Of Guinea Is.","West-Central Tropical Africa","Africa",1,"","","","","","",""
"Cinchona","Venezuela","Northern South America","Southern America",0,"","","","","","",""
"Cinchona","Guinea","West Tropical Africa","Africa",1,"","","","","","",""
"Cinchona","Galápagos","Western South America","Southern America",1,"","","","","","",""
"Cinchona","Ecuador","Western South America","Southern America",0,"","","","","","",""
"Cinchona","Costa Rica","Central America","Southern America",0,"Yes","","","","","",""
"Cinchona","Hawaii","North-Central Pacific","Pacific",1,"","","","","","",""
"Cinchona","St.helena","Middle Atlantic Ocean","Africa",1,"","","","","","",""
"Cinchona","Peru","Western South America","Southern America",0,"Yes","Yes","","","","",""
"Cinchona","Sulawesi","Malesia","Asia-Tropical",1,"","","","","","",""
"Cinchona","Colombia","Western South America","Southern America",0,"Yes","","","","","",""
"Cinchona","Society Is.","South-Central Pacific","Pacific",1,"","","","","","",""
"Cinchona","Bolivia","Western South America","Southern America",0,"Yes","","","","","",""
"Coleus","Sierra Leone","West Tropical Africa","Africa",0,"","","","","","",""
"Coleus","Seychelles","Western Indian Ocean","Africa",1,"","","","","","",""
"Coleus","Puerto Rico","Caribbean","Southern America",1,"","","","","","",""
"Coleus","Queensland","Australia","Australasia",0,"","","","","","",""
"Coleus","Caprivi Strip","Southern Africa","Africa",0,"","","","","","",""
"Coleus","Maldives","Indian Subcontinent","Asia-Tropical",0,"","","","","","",""
"Coleus","Sumatera","Malesia","Asia-Tropical",0,"","","","","","",""
"Coleus","Philippines","Malesia","Asia-Tropical",0,"","","","","","",""
"Coleus","Colombia","Western South America","Southern America",1,"","","","","","",""
"Coleus","Solomon Is.","Papuasia","Asia-Tropical",0,"","","","","","",""
"Coleus","Namibia","Southern Africa","Africa",0,"","","","","","",""
"Coleus","Vietnam","Indo-China","Asia-Tropical",0,"","","","","","",""
"Coleus","Nicaragua","Central America","Southern America",1,"","","","","","",""
"Coleus","Liberia","West Tropical Africa","Africa",0,"","","","","","",""
"Coleus","Niue","Southwestern Pacific","Pacific",1,"","","","","","",""
"Coleus","Malaya","Malesia","Asia-Tropical",0,"","","","","","",""
"Coleus","Galápagos","Western South America","Southern America",1,"","","","","","",""
"Coleus","Bolivia","Western South America","Southern America",1,"","","","","","",""
"Coleus","Brazil Northeast","Brazil","Southern America",1,"","","","","","",""
"Coleus","Sulawesi","Malesia","Asia-Tropical",0,"","","","","","",""
"Coleus","Northern Territory","Australia","Australasia",0,"","","","","","",""
"Coleus","Cuba","Caribbean","Southern America",1,"","","","","","",""
"Coleus","West Himalaya","Indian Subcontinent","Asia-Tropical",0,"","","","","","",""
"Coleus","Kwazulu-Natal","Southern Africa","Africa",0,"","","","","","",""
"Coleus","Burundi","West-Central Tropical Africa","Africa",0,"","","","","","",""
"Coleus","Réunion","Western Indian Ocean","Africa",0,"","","","","","",""
"Coleus","Venezuelan Antilles","Caribbean","Southern America",1,"","","","","","",""
"Coleus","Fiji","Southwestern Pacific","Pacific",0,"","","","","","",""
"Coleus","El Salvador","Central America","Southern America",1,"","","","","","",""
"Coleus","Norfolk Is.","Australia","Australasia",0,"","","","","","",""
"Coleus","Bismarck Archipelago","Papuasia","Asia-Tropical",0,"","","","","","",""
"Coleus","Maluku","Malesia","Asia-Tropical",0,"","","","","","",""
"Coleus","Jawa","Malesia","Asia-Tropical",0,"","","","","","",""
"Coleus","Mexico Southeast","Mexico","Northern America",1,"","","","","","",""
"Coleus","Panamá","Central America","Southern America",1,"","","","","","",""
"Coleus","Guatemala","Central America","Southern America",1,"","","","","","",""
"Coleus","New South Wales","Australia","Australasia",0,"","","","","","",""
"Coleus","Bangladesh","Indian Subcontinent","Asia-Tropical",0,"","","","","","",""
"Coleus","India","Indian Subcontinent","Asia-Tropical",0,"Yes","","","","","",""
"Coleus","Nepal","Indian Subcontinent","Asia-Tropical",0,"","","","","","",""
"Coleus","New Caledonia","Southwestern Pacific","Pacific",0,"","","","","","",""
"Coleus","Victoria","Australia","Australasia",0,"","","","","","",""
"Coleus","Borneo","Malesia","Asia-Tropical",0,"","","","","","",""
"Coleus","Venezuela","Northern South America","Southern America",1,"","","","","","",""
"Coleus","Samoa","Southwestern Pacific","Pacific",1,"","","","","","",""
"Coleus","Gilbert Is.","Southwestern Pacific","Pacific",1,"","","","","","",""
"Coleus","Jamaica","Caribbean","Southern America",1,"","","","","","",""
"Coleus","Mexico Northeast","Mexico","Northern America",1,"","","","","","",""
"Coleus","Florida","Southeastern U.S.A.","Northern America",1,"Yes","","","","","",""
"Coleus","Djibouti","Northeast Tropical Africa","Africa",0,"","","","","","",""
"Coleus","Taiwan","Eastern Asia","Asia-Temperate",0,"","","","","","",""
"Coleus","Thailand","Indo-China","Asia-Tropical",0,"","","","","","",""
"Coleus","Trinidad-Tobago","Caribbean","Southern America",1,"","","","","","",""
"Coleus","Tokelau-Manihiki","Southwestern Pacific","Pacific",1,"","","","","","",""
"Coleus","Assam","Indian Subcontinent","Asia-Tropical",0,"","","","","","",""
"Coleus","Wallis-Futuna Is.","Southwestern Pacific","Pacific",1,"","","","","","",""
"Coleus","Lesser Sunda Is.","Malesia","Asia-Tropical",0,"","","","","","",""
"Coleus","Western Australia","Australia","Australasia",0,"","","","","","",""
"Coleus","Marshall Is.","Northwestern Pacific","Pacific",0,"","","","","","",""
"Coleus","Zambia","South Tropical Africa","Africa",0,"","","","","","",""
"Coleus","Kenya","East Tropical Africa","Africa",0,"","","","","","",""
"Coleus","Malawi","South Tropical Africa","Africa",0,"","","","","","",""
"Coleus","Northern Provinces","Southern Africa","Africa",0,"","","","","","",""
"Coleus","New Guinea","Papuasia","Asia-Tropical",0,"","","","","","",""
"Coleus","Madagascar","Western Indian Ocean","Africa",0,"","","","","","",""
"Coleus","Windward Is.","Caribbean","Southern America",1,"","","","","","",""
"Coleus","East Himalaya","Indian Subcontinent","Asia-Tropical",0,"","","","","","",""
"Coleus","Society Is.","South-Central Pacific","Pacific",1,"","","","","","",""
"Coleus","Tonga","Southwestern Pacific","Pacific",0,"","","","","","",""
"Coleus","South Australia","Australia","Australasia",0,"","","","","","",""
"Coleus","Marquesas","South-Central Pacific","Pacific",1,"","","","","","",""
"Coleus","Tubuai Is.","South-Central Pacific","Pacific",0,"","","","","","",""
"Coleus","Belize","Central America","Southern America",1,"","","","","","",""
"Coleus","Guinea-Bissau","West Tropical Africa","Africa",0,"","","","","","",""
"Coleus","Mali","West Tropical Africa","Africa",0,"","","","","","",""
"Coleus","St.helena","Middle Atlantic Ocean","Africa",1,"","","","","","",""
"Coleus","Burkina","West Tropical Africa","Africa",0,"","","","","","",""
"Coleus","Gulf Of Guinea Is.","West-Central Tropical Africa","Africa",0,"","","","","","",""
"Coleus","Benin","West Tropical Africa","Africa",0,"","","","","","",""
