"plant_name","plant_name_full","Level.2","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","plant.in.GB"
"Rhododendron mucronulatum","Rhododendron mucronulatum","China","Asia-Temperate","0","","","","","","",""
"Rhododendron mucronatum","Rhododendron mucronatum","Indo-China","Asia-Tropical","1","","","","","","",""
"Rhododendron mucronatum","Rhododendron mucronatum","Macaronesia","Africa","1","","","","","","",""
"Rhododendron mucronatum","Rhododendron mucronatum","China","Asia-Temperate","1","","","","","","",""
"Rhododendron mucronatum","Rhododendron mucronatum","West-Central Tropical Africa","Africa","1","","","","","","",""
"Rhododendron mucronatum","Rhododendron mucronatum","Eastern Asia","Asia-Temperate","0","","","","","","",""
"Rhododendron molle","Rhododendron molle","China","Asia-Temperate","0","","","Yes","Yes","","",""
"Rhododendron minus","Rhododendron minus","Southeastern U.S.A.","Northern America","0","","Yes","Yes","","","",""
"Rhododendron oreotrephes","Rhododendron oreotrephes","Indo-China","Asia-Tropical","0","","","Yes","Yes","","",""
"Rhododendron oreotrephes","Rhododendron oreotrephes","China","Asia-Temperate","0","","","Yes","Yes","","",""
