"plant_name","plant_name_full","Level.2","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","plant.in.GB"
"Actinodium cunninghamii","Actinodium cunninghamii","Australia","Australasia","0","Yes","Yes","","","","",""
"Agathis australis","Agathis australis","New Zealand","Australasia","0","Yes","Yes","","","","",""
"Agonis flexuosa","Agonis flexuosa","Australia","Australasia","0","Yes","Yes","","","","",""
"Agonis theiformis","Agonis theiformis","Australia","Australasia","0","Yes","Yes","","","","",""
"Alnus alnobetula","Alnus alnobetula","Western Canada","Northern America","0","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Eastern Canada","Northern America","0","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Middle Europe","Europe","0","Yes","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Northwestern U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Southwestern Europe","Europe","0","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Southeastern Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Russian Far East","Asia-Temperate","0","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Northeastern U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Siberia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","China","Asia-Temperate","0","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","New Zealand","Australasia","1","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Subarctic America","Northern America","0","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Mongolia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","North-Central U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Eastern Europe","Europe","0","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Southeastern U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Southwestern U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Eastern Asia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes",""
"Alnus cordata","Alnus cordata","Southeastern Europe","Europe","0","Yes","","Yes","Yes","","",""
"Alnus cordata","Alnus cordata","Macaronesia","Africa","1","","","Yes","Yes","","",""
"Alnus cordata","Alnus cordata","Australia","Australasia","1","","","Yes","Yes","","",""
"Alnus cordata","Alnus cordata","Southwestern Europe","Europe","both","","","Yes","Yes","","",""
"Alnus cordata","Alnus cordata","Middle Europe","Europe","1","","","Yes","Yes","","",""
"Alnus firma","Alnus firma","Eastern Asia","Asia-Temperate","both","","","","","","",""
"Alnus glutinosa","Alnus glutinosa","Northeastern U.S.A.","Northern America","1","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Southeastern Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","New Zealand","Australasia","1","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Northern Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","North-Central U.S.A.","Northern America","1","","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Western Asia","Asia-Temperate","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Southwestern Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Eastern Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Eastern Canada","Northern America","1","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Caucasus","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Middle Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Southern South America","Southern America","1","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Northern Africa","Africa","0","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Southeastern U.S.A.","Northern America","1","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Southern Africa","Africa","1","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Siberia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Middle Asia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Macaronesia","Africa","1","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Australia","Australasia","1","Yes","","Yes","Yes","Yes","Yes","Yes"
"Alnus incana","Alnus incana","Eastern Europe","Europe","0","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Northern Europe","Europe","both","Yes","Yes","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Northeastern U.S.A.","Northern America","0","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Southwestern Europe","Europe","both","Yes","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Middle Europe","Europe","both","Yes","Yes","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Southwestern U.S.A.","Northern America","0","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Southeastern Europe","Europe","0","Yes","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Western Canada","Northern America","0","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Northwestern U.S.A.","Northern America","0","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Eastern Canada","Northern America","0","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Subarctic America","Northern America","0","Yes","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Southeastern U.S.A.","Northern America","0","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","South-Central U.S.A.","Northern America","0","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","North-Central U.S.A.","Northern America","0","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Southern South America","Southern America","1","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Siberia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Macaronesia","Africa","1","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Caucasus","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Western Asia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Alnus rubra","Alnus rubra","Subarctic America","Northern America","0","","","","","","",""
"Alnus rubra","Alnus rubra","Northwestern U.S.A.","Northern America","0","","Yes","","","","",""
"Alnus rubra","Alnus rubra","Western Canada","Northern America","0","","","","","","",""
"Alnus rubra","Alnus rubra","Southern South America","Southern America","1","","","","","","",""
"Alnus rubra","Alnus rubra","Southwestern U.S.A.","Northern America","0","","","","","","",""
"Amperea ericoides","Amperea ericoides","Australia","Australasia","0","Yes","Yes","","","","",""
"Amperea xiphoclada","Amperea xiphoclada","Australia","Australasia","0","Yes","Yes","","","","",""
"Angophora costata","Angophora costata","Australia","Australasia","0","Yes","Yes","","","","",""
"Angophora hispida","Angophora hispida","Australia","Australasia","0","Yes","Yes","","","","",""
"Antidesma pulvinatum","Antidesma pulvinatum","North-Central Pacific","Pacific","0","Yes","Yes","","","","",""
"Araucaria angustifolia","Araucaria angustifolia","Southern South America","Southern America","0","Yes","","","","","",""
"Araucaria angustifolia","Araucaria angustifolia","Brazil","Southern America","0","Yes","Yes","","","","",""
"Araucaria araucana","Araucaria araucana","Northern Europe","Europe","1","Yes","","Yes","","Yes","","Yes"
"Araucaria araucana","Araucaria araucana","Southern South America","Southern America","0","Yes","","Yes","","Yes","","Yes"
"Araucaria bidwillii","Araucaria bidwillii","Australia","Australasia","0","Yes","Yes","","","","",""
"Araucaria bidwillii","Araucaria bidwillii","Western Indian Ocean","Africa","1","","","","","","",""
"Araucaria columnaris","Araucaria columnaris","Middle Atlantic Ocean","Africa","1","","","","","","",""
"Araucaria columnaris","Araucaria columnaris","Southwestern Pacific","Pacific","both","","","","","","",""
"Araucaria columnaris","Araucaria columnaris","South-Central Pacific","Pacific","1","","","","","","",""
"Araucaria columnaris","Araucaria columnaris","Western Indian Ocean","Africa","1","","","","","","",""
"Araucaria heterophylla","Araucaria heterophylla","Middle Atlantic Ocean","Africa","1","","","","","","",""
"Araucaria heterophylla","Araucaria heterophylla","Indian Subcontinent","Asia-Tropical","1","","","","","","",""
"Araucaria heterophylla","Araucaria heterophylla","New Zealand","Australasia","1","Yes","Yes","","","","",""
"Araucaria heterophylla","Araucaria heterophylla","Australia","Australasia","0","Yes","","","","","",""
"Archontophoenix cunninghamiana","Archontophoenix cunninghamiana","Australia","Australasia","0","Yes","Yes","","","","",""
"Archontophoenix cunninghamiana","Archontophoenix cunninghamiana","New Zealand","Australasia","1","","","","","","",""
"Archontophoenix cunninghamiana","Archontophoenix cunninghamiana","Caribbean","Southern America","1","","","","","","",""
"Aucuba japonica","Aucuba japonica","Eastern Asia","Asia-Temperate","0","Yes","","Yes","Yes","","",""
"Aucuba japonica","Aucuba japonica","Southwestern Europe","Europe","1","","","Yes","Yes","","",""
"Aucuba japonica","Aucuba japonica","Middle Europe","Europe","1","","","Yes","Yes","","",""
"Aucuba japonica","Aucuba japonica","China","Asia-Temperate","both","","","Yes","Yes","","",""
"Aucuba japonica","Aucuba japonica","Northwestern U.S.A.","Northern America","1","","","Yes","Yes","","",""
"Aucuba japonica","Aucuba japonica","Southeastern U.S.A.","Northern America","1","","Yes","Yes","Yes","","",""
"Backhousia citriodora","Backhousia citriodora","Australia","Australasia","0","Yes","Yes","","","","",""
"Betula papyrifera","Betula papyrifera","North-Central U.S.A.","Northern America","0","","","Yes","Yes","","",""
"Betula papyrifera","Betula papyrifera","Western Canada","Northern America","0","","","Yes","Yes","","",""
"Betula papyrifera","Betula papyrifera","Northeastern U.S.A.","Northern America","0","","","Yes","Yes","","",""
"Betula papyrifera","Betula papyrifera","Subarctic America","Northern America","0","","","Yes","Yes","","",""
"Betula papyrifera","Betula papyrifera","Eastern Canada","Northern America","0","","","Yes","Yes","","",""
"Betula papyrifera","Betula papyrifera","Northwestern U.S.A.","Northern America","0","","","Yes","Yes","","",""
"Betula papyrifera","Betula papyrifera","Southeastern U.S.A.","Northern America","0","","","Yes","Yes","","",""
"Betula pendula","Betula pendula","Southeastern Europe","Europe","0","","","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","Northern Europe","Europe","0","Yes","Yes","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","Western Asia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","Mongolia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","Siberia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","Southwestern Europe","Europe","0","Yes","Yes","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","Northeastern U.S.A.","Northern America","1","","","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","Middle Europe","Europe","0","Yes","","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","Russian Far East","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","Australia","Australasia","1","Yes","Yes","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","Western Canada","Northern America","0","","","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","Northwestern U.S.A.","Northern America","1","","","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","Eastern Europe","Europe","0","Yes","","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","Subarctic America","Northern America","0","","","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","Caucasus","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","Eastern Asia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","North-Central U.S.A.","Northern America","1","","","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","Middle Asia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","New Zealand","Australasia","1","Yes","Yes","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","Southern South America","Southern America","both","","","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","Northern Africa","Africa","0","","","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","China","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Betula pendula","Betula pendula","Eastern Canada","Northern America","0","","","Yes","Yes","","","Yes"
"Betula pubescens","Betula pubescens","Middle Europe","Europe","0","","","Yes","Yes","Yes","Yes","Yes"
"Betula pubescens","Betula pubescens","Russian Far East","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Betula pubescens","Betula pubescens","Southwestern Europe","Europe","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Betula pubescens","Betula pubescens","Eastern Europe","Europe","0","","","Yes","Yes","Yes","Yes","Yes"
"Betula pubescens","Betula pubescens","Subarctic America","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Betula pubescens","Betula pubescens","Siberia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Betula pubescens","Betula pubescens","Southeastern Europe","Europe","0","","","Yes","Yes","Yes","Yes","Yes"
"Betula pubescens","Betula pubescens","Northern Europe","Europe","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Betula pubescens","Betula pubescens","Western Canada","Northern America","1","","","Yes","Yes","Yes","Yes","Yes"
"Betula pubescens","Betula pubescens","Northeastern U.S.A.","Northern America","1","","","Yes","Yes","Yes","Yes","Yes"
"Betula pubescens","Betula pubescens","Caucasus","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Betula pubescens","Betula pubescens","Western Asia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Betula pubescens","Betula pubescens","Eastern Canada","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Betula pubescens","Betula pubescens","Southeastern U.S.A.","Northern America","1","","","Yes","Yes","Yes","Yes","Yes"
"Betula tianschanica","Betula tianschanica","Middle Asia","Asia-Temperate","0","","","","","","",""
"Betula tianschanica","Betula tianschanica","Mongolia","Asia-Temperate","0","","","","","","",""
"Betula tianschanica","Betula tianschanica","China","Asia-Temperate","0","","","","","","",""
"Betula utilis","Betula utilis","Middle Asia","Asia-Temperate","0","","","","","","",""
"Betula utilis","Betula utilis","China","Asia-Temperate","0","","","","","","",""
"Betula utilis","Betula utilis","Indian Subcontinent","Asia-Tropical","0","","","","","","",""
"Betula utilis","Betula utilis","Western Asia","Asia-Temperate","0","","","","","","",""
"Caladenia formosa","Caladenia formosa","Australia","Australasia","0","Yes","Yes","","","","",""
"Caleana nigrita","Caleana nigrita","Australia","Australasia","0","Yes","Yes","","","","",""
"Calytrix alpestris","Calytrix alpestris","Australia","Australasia","0","","","","","","",""
"Calytrix flavescens","Calytrix flavescens","Australia","Australasia","0","Yes","Yes","","","","",""
"Calytrix tetragona","Calytrix tetragona","Australia","Australasia","0","Yes","Yes","","","","",""
"Carpinus betulus","Carpinus betulus","Middle Europe","Europe","0","Yes","","Yes","Yes","","","Yes"
"Carpinus betulus","Carpinus betulus","Northern Europe","Europe","both","Yes","Yes","Yes","Yes","","","Yes"
"Carpinus betulus","Carpinus betulus","Southeastern Europe","Europe","0","Yes","","Yes","Yes","","","Yes"
"Carpinus betulus","Carpinus betulus","Eastern Europe","Europe","0","","","Yes","Yes","","","Yes"
"Carpinus betulus","Carpinus betulus","Southwestern Europe","Europe","0","","","Yes","Yes","","","Yes"
"Carpinus betulus","Carpinus betulus","Caucasus","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Carpinus betulus","Carpinus betulus","Western Asia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Carpinus betulus","Carpinus betulus","Northeastern U.S.A.","Northern America","1","","","Yes","Yes","","","Yes"
"Castanea crenata","Castanea crenata","Northeastern U.S.A.","Northern America","1","","","Yes","Yes","","",""
"Castanea crenata","Castanea crenata","Southwestern Europe","Europe","1","Yes","","Yes","Yes","","",""
"Castanea crenata","Castanea crenata","Southeastern Europe","Europe","1","Yes","","Yes","Yes","","",""
"Castanea crenata","Castanea crenata","Eastern Asia","Asia-Temperate","0","Yes","","Yes","Yes","","",""
"Castanea dentata","Castanea dentata","Southeastern U.S.A.","Northern America","0","","Yes","Yes","","","",""
"Castanea dentata","Castanea dentata","Northeastern U.S.A.","Northern America","0","","Yes","Yes","","","",""
"Castanea dentata","Castanea dentata","North-Central U.S.A.","Northern America","0","","Yes","Yes","","","",""
"Castanea dentata","Castanea dentata","Eastern Canada","Northern America","0","","","Yes","","","",""
"Castanea mollissima","Castanea mollissima","Northeastern U.S.A.","Northern America","1","","","","","","",""
"Castanea mollissima","Castanea mollissima","Indian Subcontinent","Asia-Tropical","0","","","","","","",""
"Castanea mollissima","Castanea mollissima","Eastern Asia","Asia-Temperate","both","Yes","","","","","",""
"Castanea mollissima","Castanea mollissima","China","Asia-Temperate","0","Yes","Yes","","","","",""
"Castanea mollissima","Castanea mollissima","Southeastern U.S.A.","Northern America","1","","","","","","",""
"Castanea mollissima","Castanea mollissima","North-Central U.S.A.","Northern America","1","","","","","","",""
"Castanea mollissima","Castanea mollissima","Caribbean","Southern America","1","","","","","","",""
"Castanea ozarkensis","Castanea ozarkensis","North-Central U.S.A.","Northern America","0","","","","","","",""
"Castanea ozarkensis","Castanea ozarkensis","Southeastern U.S.A.","Northern America","0","","","","","","",""
"Castanea ozarkensis","Castanea ozarkensis","South-Central U.S.A.","Northern America","0","","","","","","",""
"Castanea pumila","Castanea pumila","Northeastern U.S.A.","Northern America","0","","","","","","",""
"Castanea pumila","Castanea pumila","South-Central U.S.A.","Northern America","0","","","","","","",""
"Castanea pumila","Castanea pumila","Southeastern U.S.A.","Northern America","0","","Yes","","","","",""
"Castanea pumila","Castanea pumila","North-Central U.S.A.","Northern America","0","","Yes","","","","",""
"Castanea sativa","Castanea sativa","Northern Europe","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea sativa","Castanea sativa","Southeastern Europe","Europe","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea sativa","Castanea sativa","Northeastern U.S.A.","Northern America","1","","","Yes","Yes","Yes","Yes","Yes"
"Castanea sativa","Castanea sativa","Western Asia","Asia-Temperate","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea sativa","Castanea sativa","Southwestern Europe","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea sativa","Castanea sativa","Macaronesia","Africa","1","","","Yes","Yes","Yes","Yes","Yes"
"Castanea sativa","Castanea sativa","Middle Europe","Europe","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea sativa","Castanea sativa","Northern Africa","Africa","1","Yes","","Yes","Yes","Yes","Yes","Yes"
"Castanea sativa","Castanea sativa","Caribbean","Southern America","1","","","Yes","Yes","Yes","Yes","Yes"
"Castanea sativa","Castanea sativa","Southern South America","Southern America","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Castanea sativa","Castanea sativa","Caucasus","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Castanea sativa","Castanea sativa","Eastern Europe","Europe","1","Yes","","Yes","Yes","Yes","Yes","Yes"
"Castanopsis carlesii","Castanopsis carlesii","China","Asia-Temperate","0","","","","","","",""
"Castanopsis carlesii","Castanopsis carlesii","Indo-China","Asia-Tropical","0","","","","","","",""
"Castanopsis carlesii","Castanopsis carlesii","Eastern Asia","Asia-Temperate","0","Yes","Yes","","","","",""
"Castanopsis chinensis","Castanopsis chinensis","Indo-China","Asia-Tropical","0","Yes","Yes","","","","",""
"Castanopsis chinensis","Castanopsis chinensis","China","Asia-Temperate","0","","","","","","",""
"Castanopsis chinensis","Castanopsis chinensis","Eastern Asia","Asia-Temperate","0","","","","","","",""
"Castanopsis faberi","Castanopsis faberi","Eastern Asia","Asia-Temperate","0","Yes","Yes","","","","",""
"Castanopsis faberi","Castanopsis faberi","China","Asia-Temperate","0","","","","","","",""
"Castanopsis faberi","Castanopsis faberi","Indo-China","Asia-Tropical","0","","","","","","",""
"Castanopsis indica","Castanopsis indica","Indo-China","Asia-Tropical","0","","","","","","",""
"Castanopsis indica","Castanopsis indica","Eastern Asia","Asia-Temperate","0","Yes","Yes","","","","",""
"Castanopsis indica","Castanopsis indica","Indian Subcontinent","Asia-Tropical","0","","","","","","",""
"Castanopsis indica","Castanopsis indica","China","Asia-Temperate","0","","","","","","",""
"Castanopsis kawakamii","Castanopsis kawakamii","Indo-China","Asia-Tropical","0","","","","","","",""
"Castanopsis kawakamii","Castanopsis kawakamii","Eastern Asia","Asia-Temperate","0","Yes","Yes","","","","",""
"Castanopsis kawakamii","Castanopsis kawakamii","China","Asia-Temperate","0","","","","","","",""
"Castanopsis sieboldii","Castanopsis sieboldii","Eastern Asia","Asia-Temperate","0","Yes","Yes","","","","",""
"Castanopsis tribuloides","Castanopsis tribuloides","Indo-China","Asia-Tropical","0","","","Yes","Yes","","",""
"Castanopsis tribuloides","Castanopsis tribuloides","Indian Subcontinent","Asia-Tropical","0","","","Yes","Yes","","",""
"Castanopsis tribuloides","Castanopsis tribuloides","China","Asia-Temperate","0","","","Yes","Yes","","",""
"Chamelaucium axillare","Chamelaucium axillare","Australia","Australasia","0","Yes","Yes","","","","",""
"Chamelaucium ciliatum","Chamelaucium ciliatum","Australia","Australasia","0","Yes","Yes","","","","",""
"Chamelaucium uncinatum","Chamelaucium uncinatum","New Zealand","Australasia","1","","","","","","",""
"Chamelaucium uncinatum","Chamelaucium uncinatum","Australia","Australasia","0","Yes","Yes","","","","",""
"Chamelaucium uncinatum","Chamelaucium uncinatum","Southwestern U.S.A.","Northern America","1","","","","","","",""
"Cheirodendron trigynum","Cheirodendron trigynum","North-Central Pacific","Pacific","0","Yes","Yes","","","","",""
"Chrysolepis chrysophylla","Chrysolepis chrysophylla","Southwestern U.S.A.","Northern America","0","","Yes","","","","",""
"Chrysolepis chrysophylla","Chrysolepis chrysophylla","Northwestern U.S.A.","Northern America","0","","","","","","",""
"Cinchona calisaya","Cinchona calisaya","West-Central Tropical Africa","Africa","both","","","","","","",""
"Cinchona calisaya","Cinchona calisaya","Northwestern Pacific","Pacific","1","","","","","","",""
"Cinchona calisaya","Cinchona calisaya","Western South America","Southern America","0","","","","","","",""
"Cinchona calisaya","Cinchona calisaya","Central America","Southern America","1","","","","","","",""
"Cinchona officinalis","Cinchona officinalis","Middle Atlantic Ocean","Africa","1","","","","","","",""
"Cinchona officinalis","Cinchona officinalis","Western South America","Southern America","both","Yes","Yes","","","","",""
"Cinchona officinalis","Cinchona officinalis","Caribbean","Southern America","1","Yes","","","","","",""
"Cinchona officinalis","Cinchona officinalis","West Tropical Africa","Africa","1","","","","","","",""
"Cinchona pubescens","Cinchona pubescens","Middle Atlantic Ocean","Africa","1","","","","","","",""
"Cinchona pubescens","Cinchona pubescens","Central America","Southern America","both","Yes","Yes","","","","",""
"Cinchona pubescens","Cinchona pubescens","South-Central Pacific","Pacific","1","","","","","","",""
"Cinchona pubescens","Cinchona pubescens","Western South America","Southern America","both","Yes","Yes","","","","",""
"Cinchona pubescens","Cinchona pubescens","Malesia","Asia-Tropical","1","Yes","Yes","","","","",""
"Cinchona pubescens","Cinchona pubescens","West Tropical Africa","Africa","1","","","","","","",""
"Cinchona pubescens","Cinchona pubescens","North-Central Pacific","Pacific","1","","","","","","",""
"Cinchona pubescens","Cinchona pubescens","Mexico","Northern America","1","","","","","","",""
"Cinchona pubescens","Cinchona pubescens","Northern South America","Southern America","0","Yes","","","","","",""
"Cinchona pubescens","Cinchona pubescens","West-Central Tropical Africa","Africa","1","","","","","","",""
"Cinchona pubescens","Cinchona pubescens","Caribbean","Southern America","1","Yes","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Indo-China","Asia-Tropical","both","Yes","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Southeastern Europe","Europe","1","","","","","","",""
"Colocasia esculenta","Colocasia esculenta","South-Central Pacific","Pacific","1","","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Northeast Tropical Africa","Africa","1","Yes","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Middle Atlantic Ocean","Africa","1","","","","","","",""
"Colocasia esculenta","Colocasia esculenta","North-Central Pacific","Pacific","1","Yes","","","","","",""
"Colocasia esculenta","Colocasia esculenta","West Tropical Africa","Africa","1","Yes","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Western Indian Ocean","Africa","1","","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Papuasia","Asia-Tropical","1","Yes","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Malesia","Asia-Tropical","both","Yes","","","","","",""
"Colocasia esculenta","Colocasia esculenta","China","Asia-Temperate","0","Yes","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Central America","Southern America","1","","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Southwestern Pacific","Pacific","1","Yes","Yes","","","","",""
"Colocasia esculenta","Colocasia esculenta","Caribbean","Southern America","1","","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Australia","Australasia","1","","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Eastern Asia","Asia-Temperate","both","Yes","","","","","",""
"Colocasia esculenta","Colocasia esculenta","South Tropical Africa","Africa","1","","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Northern Africa","Africa","1","","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Southwestern Europe","Europe","1","","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Southeastern U.S.A.","Northern America","1","","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Macaronesia","Africa","1","","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Mexico","Northern America","1","","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Western Asia","Asia-Temperate","1","Yes","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Western South America","Southern America","1","","","","","","",""
"Colocasia esculenta","Colocasia esculenta","New Zealand","Australasia","1","","","","","","",""
"Colocasia esculenta","Colocasia esculenta","South-Central U.S.A.","Northern America","1","","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Indian Subcontinent","Asia-Tropical","both","Yes","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Northwestern Pacific","Pacific","1","Yes","","","","","",""
"Colocasia esculenta","Colocasia esculenta","West-Central Tropical Africa","Africa","1","Yes","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Northern South America","Southern America","1","","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Brazil","Southern America","1","Yes","","","","","",""
"Colocasia esculenta","Colocasia esculenta","Southern South America","Southern America","1","","","","","","",""
