"plant_genus","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","In.GB"
"Coprosma","Pacific","0","Yes","Yes","","","","","Yes"
"Coprosma","Australasia","both","Yes","Yes","","","","","Yes"
"Coprosma","Europe","1","","","","","","","Yes"
"Coprosma","Southern America","0","","","","","","","Yes"
"Coprosma","Antarctica","0","","","","","","","Yes"
"Coriaria","Asia-Temperate","0","","","","","","",""
"Coriaria","Southern America","0","","","","","","",""
"Coriaria","Asia-Tropical","0","","","","","","",""
"Coriaria","Pacific","0","","","","","","",""
"Coriaria","Africa","both","","","","","","",""
"Coriaria","Northern America","0","","","","","","",""
"Coriaria","Europe","both","","","","","","",""
"Coriaria","Australasia","0","Yes","Yes","","","","",""
"Cornus","Northern America","0","Yes","Yes","Yes","Yes","","","Yes"
"Cornus","Africa","0","","","Yes","Yes","","","Yes"
"Cornus","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Cornus","Europe","0","Yes","Yes","Yes","Yes","","","Yes"
"Cornus","Southern America","0","","","Yes","Yes","","","Yes"
"Cornus","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Cornus","Australasia","1","Yes","","Yes","Yes","","","Yes"
"Cornus","Pacific","1","","","Yes","Yes","","","Yes"
"Corylus","Northern America","0","Yes","Yes","Yes","Yes","Yes","","Yes"
"Corylus","Asia-Temperate","0","","","Yes","Yes","Yes","","Yes"
"Corylus","Africa","1","","","Yes","Yes","Yes","","Yes"
"Corylus","Europe","both","Yes","Yes","Yes","Yes","Yes","","Yes"
"Corylus","Asia-Tropical","0","","","Yes","Yes","Yes","","Yes"
"Corymbia","Africa","1","Yes","Yes","","","","",""
"Corymbia","Asia-Temperate","1","Yes","","","","","",""
"Corymbia","Australasia","0","Yes","Yes","","","","",""
"Corymbia","Asia-Tropical","both","","","","","","",""
"Corymbia","Southern America","1","Yes","","","","","",""
"Corymbia","Pacific","1","Yes","Yes","","","","",""
"Corymbia","Northern America","1","Yes","Yes","","","","",""
"Curtisia","Africa","both","Yes","Yes","","","","",""
"Darwinia","Australasia","0","Yes","Yes","","","","",""
"Dionaea","Northern America","both","Yes","Yes","","","","",""
"Dionaea","Southern America","1","","","","","","",""
"Disa","Africa","0","","","","","","",""
"Disa","Australasia","1","Yes","Yes","","","","",""
"Disa","Asia-Temperate","0","","","","","","",""
"Drosera","Northern America","0","","","","","","","Yes"
"Drosera","Southern America","0","","","","","","","Yes"
"Drosera","Asia-Tropical","0","","","","","","","Yes"
"Drosera","Europe","0","","","","","","","Yes"
"Drosera","Asia-Temperate","0","","","","","","","Yes"
"Drosera","Australasia","0","Yes","Yes","","","","","Yes"
"Drosera","Africa","0","","","","","","","Yes"
"Drosera","Pacific","0","","","","","","","Yes"
"Drosera","Antarctica","0","","","","","","","Yes"
"Eucalyptus","Africa","1","Yes","Yes","Yes","","Yes","","Yes"
"Eucalyptus","Europe","1","Yes","Yes","Yes","","Yes","","Yes"
"Eucalyptus","Asia-Temperate","1","","","Yes","","Yes","","Yes"
"Eucalyptus","Asia-Tropical","both","Yes","","Yes","","Yes","","Yes"
"Eucalyptus","Pacific","1","Yes","Yes","Yes","","Yes","","Yes"
"Eucalyptus","Southern America","1","Yes","Yes","Yes","","Yes","","Yes"
"Eucalyptus","Australasia","both","Yes","Yes","Yes","","Yes","","Yes"
"Eucalyptus","Northern America","1","Yes","Yes","Yes","","Yes","","Yes"
"Euphorbia","Northern America","both","Yes","","Yes","Yes","","","Yes"
"Euphorbia","Southern America","both","Yes","","Yes","Yes","","","Yes"
"Euphorbia","Europe","0","Yes","Yes","Yes","Yes","","","Yes"
"Euphorbia","Africa","0","Yes","","Yes","Yes","","","Yes"
"Euphorbia","Pacific","both","Yes","","Yes","Yes","","","Yes"
"Euphorbia","Australasia","both","Yes","","Yes","Yes","","","Yes"
"Euphorbia","Asia-Temperate","both","Yes","","Yes","Yes","","","Yes"
"Euphorbia","Antarctica","1","","","Yes","Yes","","","Yes"
"Euphorbia","Asia-Tropical","both","Yes","","Yes","Yes","","","Yes"
"Fagus","Asia-Temperate","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Fagus","Northern America","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Fagus","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Fagus","Asia-Tropical","0","","","Yes","Yes","Yes","Yes","Yes"
"Fatsia","Asia-Temperate","both","","","Yes","","","","Yes"
"Fatsia","Southern America","1","Yes","","Yes","","","","Yes"
"Fatsia","Australasia","1","Yes","Yes","Yes","","","","Yes"
"Fatsia","Europe","1","Yes","","Yes","","","","Yes"
"Feijoa","Africa","1","","","","","","",""
"Feijoa","Southern America","both","","","","","","",""
"Feijoa","Australasia","1","Yes","Yes","","","","",""
"Glochidion","Asia-Tropical","0","","","","","","",""
"Glochidion","Asia-Temperate","0","Yes","Yes","","","","",""
"Glochidion","Pacific","0","","","","","","",""
"Glochidion","Australasia","0","","","","","","",""
"Glochidion","Northern America","1","","","","","","",""
"Griselinia","Southern America","0","","","Yes","Yes","","","Yes"
"Griselinia","Australasia","both","Yes","Yes","Yes","Yes","","","Yes"
"Griselinia","Europe","1","Yes","Yes","Yes","Yes","","","Yes"
"Hedera","Australasia","1","Yes","","Yes","","Yes","","Yes"
"Hedera","Asia-Tropical","0","","","Yes","","Yes","","Yes"
"Hedera","Europe","0","Yes","Yes","Yes","","Yes","","Yes"
"Hedera","Africa","0","","","Yes","","Yes","","Yes"
"Hedera","Southern America","1","Yes","","Yes","","Yes","","Yes"
"Hedera","Northern America","1","Yes","","Yes","","Yes","","Yes"
"Hedera","Asia-Temperate","0","Yes","","Yes","","Yes","","Yes"
"Hedera","Pacific","1","Yes","","Yes","","Yes","","Yes"
"Hypocalymma","Australasia","0","Yes","Yes","","","","",""
"Kadua","Pacific","0","Yes","Yes","","","","",""
"Kunzea","Australasia","0","Yes","Yes","","","","",""
"Lavandula","Europe","both","Yes","Yes","Yes","Yes","Yes","",""
"Lavandula","Africa","both","","","Yes","Yes","Yes","",""
"Lavandula","Australasia","1","Yes","","Yes","Yes","Yes","",""
"Lavandula","Asia-Temperate","0","Yes","","Yes","Yes","Yes","",""
"Lavandula","Pacific","1","","","Yes","Yes","Yes","",""
"Lavandula","Asia-Tropical","both","","","Yes","Yes","Yes","",""
"Lavandula","Southern America","1","","","Yes","Yes","Yes","",""
"Lavandula","Northern America","1","Yes","","Yes","Yes","Yes","",""
"Leptospermum","Africa","1","","","","","","","Yes"
"Leptospermum","Asia-Tropical","0","","","","","","","Yes"
"Leptospermum","Australasia","0","Yes","Yes","","","","","Yes"
"Leptospermum","Northern America","1","Yes","Yes","","","","","Yes"
"Leptospermum","Pacific","1","","","","","","","Yes"
"Leptospermum","Antarctica","1","","","","","","","Yes"
"Leptospermum","Europe","1","","","","","","","Yes"
"Liriodendron","Northern America","0","Yes","Yes","","","","",""
"Liriodendron","Pacific","1","","","","","","",""
"Liriodendron","Asia-Temperate","0","","","","","","",""
"Liriodendron","Asia-Tropical","0","","","","","","",""
"Lithocarpus","Asia-Temperate","0","Yes","Yes","Yes","Yes","","",""
"Lithocarpus","Asia-Tropical","0","Yes","","Yes","Yes","","",""
"Lophomyrtus","Australasia","0","Yes","Yes","","","","",""
"Lophostemon","Australasia","0","Yes","Yes","","","","",""
"Lophostemon","Africa","1","","","","","","",""
"Lophostemon","Asia-Temperate","1","","","","","","",""
"Lophostemon","Pacific","1","","","","","","",""
"Lophostemon","Asia-Tropical","0","","","","","","",""
"Luma","Europe","1","","","","","","","Yes"
"Luma","Southern America","both","Yes","Yes","","","","","Yes"
"Luma","Northern America","1","","","","","","","Yes"
"Magnolia","Northern America","0","Yes","Yes","Yes","Yes","Yes","Yes",""
"Magnolia","Asia-Tropical","both","Yes","Yes","Yes","Yes","Yes","Yes",""
"Magnolia","Southern America","both","Yes","","Yes","Yes","Yes","Yes",""
"Magnolia","Africa","1","","","Yes","Yes","Yes","Yes",""
"Magnolia","Asia-Temperate","0","Yes","","Yes","Yes","Yes","Yes",""
"Mandevilla","Southern America","0","","","","","","",""
"Mandevilla","Northern America","0","Yes","Yes","","","","",""
"Mandevilla","Asia-Temperate","1","Yes","","","","","",""
"Melaleuca","Australasia","both","Yes","Yes","Yes","","","",""
"Melaleuca","Pacific","both","","","Yes","","","",""
"Melaleuca","Asia-Tropical","both","","","Yes","","","",""
"Melaleuca","Africa","1","","","Yes","","","",""
"Melaleuca","Europe","1","Yes","Yes","Yes","","","",""
"Melaleuca","Northern America","1","Yes","","Yes","","","",""
"Melaleuca","Southern America","1","","","Yes","","","",""
"Melaleuca","Asia-Temperate","1","","","Yes","","","",""
"Melanopsidium","Southern America","0","Yes","Yes","","","","",""
"Meryta","Pacific","0","","","","","","",""
"Meryta","Australasia","0","Yes","Yes","","","","",""
"Metrosideros","Africa","both","","","","","","",""
"Metrosideros","Pacific","both","Yes","Yes","","","","",""
"Metrosideros","Southern America","0","","","","","","",""
"Metrosideros","Asia-Tropical","0","","","","","","",""
"Metrosideros","Australasia","both","Yes","Yes","","","","",""
"Metrosideros","Asia-Temperate","0","","","","","","",""
"Metrosideros","Antarctica","1","","","","","","",""
"Micromyrtus","Australasia","0","Yes","Yes","","","","",""
"Myrtus","Africa","both","","","Yes","Yes","","",""
"Myrtus","Europe","0","Yes","Yes","Yes","Yes","","",""
"Myrtus","Asia-Temperate","0","","","Yes","Yes","","",""
"Myrtus","Asia-Tropical","both","","","Yes","Yes","","",""
"Myrtus","Southern America","1","","","Yes","Yes","","",""
"Myrtus","Northern America","1","Yes","","Yes","Yes","","",""
"Neopanax","Australasia","0","Yes","Yes","","","","",""
"Nothofagus","Southern America","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Nothofagus","Australasia","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Nothofagus","Pacific","0","","","Yes","Yes","Yes","Yes","Yes"
"Nothofagus","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Nothofagus","Asia-Tropical","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Panax","Northern America","0","Yes","","","","","",""
"Panax","Asia-Temperate","0","Yes","Yes","","","","",""
"Panax","Asia-Tropical","0","","","","","","",""
"Pericalymma","Australasia","0","Yes","Yes","","","","",""
"Pseudopanax","Australasia","0","Yes","Yes","","","","",""
"Psidium","Northern America","both","Yes","Yes","Yes","","","",""
"Psidium","Pacific","1","Yes","Yes","Yes","","","",""
"Psidium","Southern America","both","Yes","","Yes","","","",""
"Psidium","Africa","1","Yes","","Yes","","","",""
"Psidium","Asia-Temperate","1","Yes","","Yes","","","",""
"Psidium","Asia-Tropical","1","Yes","","Yes","","","",""
"Psidium","Australasia","1","","","Yes","","","",""
"Psychotria","Pacific","0","Yes","Yes","","","","",""
"Psychotria","Asia-Temperate","0","","","","","","",""
"Psychotria","Asia-Tropical","0","","","","","","",""
"Psychotria","Africa","both","","","","","","",""
"Psychotria","Southern America","0","","","","","","",""
"Psychotria","Australasia","0","","","","","","",""
"Psychotria","Northern America","0","","","","","","",""
"Quercus","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Quercus","Asia-Temperate","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Quercus","Northern America","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Quercus","Africa","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Quercus","Asia-Tropical","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Quercus","Southern America","both","","","Yes","Yes","Yes","Yes","Yes"
"Quercus","Australasia","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Richardia","Africa","1","","","","","","",""
"Richardia","Northern America","both","Yes","Yes","","","","",""
"Richardia","Southern America","both","","","","","","",""
"Richardia","Australasia","1","","","","","","",""
"Richardia","Pacific","1","Yes","Yes","","","","",""
"Richardia","Asia-Temperate","1","","","","","","",""
"Richardia","Asia-Tropical","1","","","","","","",""
"Ricinocarpos","Australasia","0","Yes","Yes","","","","",""
"Ricinus","Southern America","1","Yes","","","","","",""
"Ricinus","Africa","both","Yes","","","","","",""
"Ricinus","Asia-Tropical","1","Yes","","","","","",""
"Ricinus","Asia-Temperate","1","Yes","","","","","",""
"Ricinus","Northern America","1","Yes","Yes","","","","",""
"Ricinus","Pacific","1","Yes","Yes","","","","",""
"Ricinus","Australasia","1","Yes","","","","","",""
"Ricinus","Europe","1","","","","","","",""
"Salvia","Southern America","both","Yes","","Yes","","Yes","","Yes"
"Salvia","Australasia","both","Yes","Yes","Yes","","Yes","","Yes"
"Salvia","Northern America","both","Yes","","Yes","","Yes","","Yes"
"Salvia","Pacific","1","","","Yes","","Yes","","Yes"
"Salvia","Asia-Tropical","both","Yes","","Yes","","Yes","","Yes"
"Salvia","Africa","both","","","Yes","","Yes","","Yes"
"Salvia","Asia-Temperate","both","Yes","","Yes","","Yes","","Yes"
"Salvia","Europe","both","Yes","","Yes","","Yes","","Yes"
"Spathiphyllum","Asia-Tropical","both","","","","","","",""
"Spathiphyllum","Southern America","both","","","","","","",""
"Spathiphyllum","Africa","1","","","","","","",""
"Spathiphyllum","Pacific","both","","","","","","",""
"Spathiphyllum","Northern America","0","Yes","","","","","",""
"Syncarpia","Australasia","0","Yes","Yes","","","","",""
"Syncarpia","Africa","1","","","","","","",""
"Syncarpia","Asia-Tropical","1","","","","","","",""
"Syncarpia","Pacific","1","","","","","","",""
"Syzygium","Asia-Tropical","0","Yes","Yes","","","","",""
"Syzygium","Africa","both","","","","","","",""
"Syzygium","Asia-Temperate","0","","","","","","",""
"Syzygium","Australasia","both","Yes","Yes","","","","",""
"Syzygium","Pacific","both","","","","","","",""
"Syzygium","Southern America","1","","","","","","",""
"Syzygium","Northern America","1","Yes","","","","","",""
"Thryptomene","Australasia","0","Yes","Yes","","","","",""
"Ugni","Europe","1","","","","","","","Yes"
"Ugni","Northern America","0","","","","","","","Yes"
"Ugni","Southern America","0","","","","","","","Yes"
"Ugni","Australasia","1","Yes","Yes","","","","","Yes"
"Vernicia","Northern America","1","Yes","Yes","","","","",""
"Vernicia","Asia-Temperate","both","Yes","","","","","",""
"Vernicia","Southern America","1","","","","","","",""
"Vernicia","Australasia","1","","","","","","",""
"Vernicia","Asia-Tropical","both","Yes","","","","","",""
"Vernicia","Pacific","1","","","","","","",""
"Vernicia","Africa","1","","","","","","",""
"Verticordia","Australasia","0","Yes","Yes","","","","",""
"Vinca","Southern America","1","","","","","","","Yes"
"Vinca","Europe","both","Yes","","","","","","Yes"
"Vinca","Asia-Temperate","both","","","","","","","Yes"
"Vinca","Africa","both","","","","","","","Yes"
"Vinca","Northern America","1","Yes","Yes","","","","","Yes"
"Vinca","Asia-Tropical","1","","","","","","","Yes"
"Vinca","Australasia","1","Yes","","","","","","Yes"
"Vitex","Pacific","0","","","Yes","","","",""
"Vitex","Australasia","0","Yes","Yes","Yes","","","",""
"Vitex","Northern America","both","","","Yes","","","",""
"Vitex","Asia-Temperate","both","","","Yes","","","",""
"Vitex","Asia-Tropical","both","","","Yes","","","",""
"Vitex","Southern America","both","","","Yes","","","",""
"Vitex","Africa","both","","","Yes","","","",""
"Vitex","Europe","0","Yes","","Yes","","","",""
"Washingtonia","Southern America","1","","","","","","",""
"Washingtonia","Australasia","1","Yes","Yes","","","","",""
"Washingtonia","Europe","1","","","","","","",""
"Washingtonia","Africa","1","","","","","","",""
"Washingtonia","Northern America","both","Yes","","","","","",""
"Washingtonia","Pacific","1","","","","","","",""
"Washingtonia","Asia-Temperate","1","Yes","","","","","",""
"Wodyetia","Australasia","0","Yes","Yes","","","","",""
"Wollemia","Australasia","0","Yes","Yes","","","","",""
"Xanthomyrtus","Asia-Tropical","0","","","","","","",""
"Xanthomyrtus","Pacific","0","","","","","","",""
"Ananas","Africa","1","Yes","Yes","","","","",""
"Ananas","Southern America","both","Yes","Yes","","","","",""
"Ananas","Asia-Temperate","1","Yes","Yes","","","","",""
"Ananas","Northern America","1","Yes","Yes","","","","",""
"Ananas","Pacific","1","Yes","Yes","","","","",""
"Ananas","Asia-Tropical","1","Yes","Yes","","","","",""
"Ananas","Australasia","1","Yes","Yes","","","","",""
"Anigozanthos","Australasia","both","Yes","Yes","","","","",""
"Anigozanthos","Southern America","1","","","","","","",""
"Carex","Africa","0","","","","","","","Yes"
"Carex","Asia-Tropical","0","","","","","","","Yes"
"Carex","Asia-Temperate","0","","","","","","","Yes"
"Carex","Southern America","0","","","","","","","Yes"
"Carex","Europe","0","","","","","","","Yes"
"Carex","Australasia","0","Yes","Yes","","","","","Yes"
"Carex","Northern America","0","Yes","","","","","","Yes"
"Carex","Antarctica","0","","","","","","","Yes"
"Carex","Pacific","0","","","","","","","Yes"
"Conostylis","Australasia","0","Yes","Yes","","","","",""
"Curcuma","Australasia","0","","","","","","",""
"Curcuma","Asia-Tropical","both","","","","","","",""
"Curcuma","Africa","1","","","","","","",""
"Curcuma","Southern America","1","","","","","","",""
"Curcuma","Pacific","1","","","","","","",""
"Curcuma","Asia-Temperate","both","Yes","Yes","","","","",""
"Curcuma","Northern America","1","","","","","","",""
"Gahnia","Pacific","0","","","","","","",""
"Gahnia","Asia-Temperate","0","","","","","","",""
"Gahnia","Asia-Tropical","0","","","","","","",""
"Gahnia","Australasia","0","Yes","Yes","","","","",""
"Garrya","Northern America","0","","","Yes","Yes","Yes","Yes",""
"Garrya","Southern America","both","","","Yes","Yes","Yes","Yes",""
"Helmholtzia","Australasia","0","Yes","Yes","","","","",""
"Helmholtzia","Asia-Tropical","0","","","","","","",""
"Kingia","Australasia","0","Yes","Yes","","","","",""
"Lepidosperma","Australasia","0","Yes","Yes","","","","",""
"Lepidosperma","Asia-Temperate","0","","","","","","",""
"Lepidosperma","Asia-Tropical","0","","","","","","",""
"Lepidosperma","Pacific","0","","","","","","",""
"Astelia","Pacific","0","","","","","","",""
"Astelia","Southern America","0","","","","","","",""
"Astelia","Australasia","0","Yes","Yes","","","","",""
"Astelia","Antarctica","0","","","","","","",""
"Astelia","Africa","0","","","","","","",""
"Astelia","Asia-Tropical","0","","","","","","",""
"Hesperoyucca","Northern America","0","Yes","","","","","",""
"Lilium","Europe","both","Yes","","Yes","","Yes","","Yes"
"Lilium","Africa","1","Yes","","Yes","","Yes","","Yes"
"Lilium","Asia-Temperate","both","Yes","Yes","Yes","","Yes","","Yes"
"Lilium","Northern America","both","Yes","","Yes","","Yes","","Yes"
"Lilium","Australasia","1","Yes","Yes","Yes","","Yes","","Yes"
"Lilium","Asia-Tropical","0","","","Yes","","Yes","","Yes"
"Lilium","Southern America","1","Yes","","Yes","","Yes","","Yes"
"Maianthemum","Asia-Temperate","0","","","","","","","Yes"
"Maianthemum","Asia-Tropical","0","","","","","","","Yes"
"Maianthemum","Northern America","0","Yes","Yes","","","","","Yes"
"Maianthemum","Europe","0","","","","","","","Yes"
"Maianthemum","Southern America","0","","","","","","","Yes"
"Pandanus","Africa","both","","","","","","",""
"Pandanus","Asia-Tropical","0","","","","","","",""
"Pandanus","Northern America","1","","","","","","",""
"Pandanus","Pacific","both","Yes","Yes","","","","",""
"Pandanus","Southern America","1","","","","","","",""
"Pandanus","Asia-Temperate","both","Yes","","","","","",""
"Pandanus","Australasia","0","Yes","","","","","",""
"Phormium","Africa","1","","","Yes","","","","Yes"
"Phormium","Australasia","both","Yes","Yes","Yes","","","","Yes"
"Phormium","Southern America","1","","","Yes","","","","Yes"
"Phormium","Northern America","1","","","Yes","","","","Yes"
"Phormium","Antarctica","1","","","Yes","","","","Yes"
"Phormium","Pacific","1","","","Yes","","","","Yes"
"Phormium","Europe","1","Yes","","Yes","","","","Yes"
"Xeronema","Pacific","0","","","","","","",""
"Xeronema","Australasia","0","Yes","Yes","","","","",""
"Xerophyllum","Northern America","both","Yes","Yes","","","","",""
"Xanthorrhoea","Australasia","0","Yes","Yes","","","","",""
"Allium","Northern America","both","Yes","","Yes","","Yes","","Yes"
"Allium","Europe","both","Yes","","Yes","","Yes","","Yes"
"Allium","Africa","both","Yes","","Yes","","Yes","","Yes"
"Allium","Asia-Temperate","0","Yes","","Yes","","Yes","","Yes"
"Allium","Pacific","1","Yes","Yes","Yes","","Yes","","Yes"
"Allium","Southern America","both","Yes","Yes","Yes","","Yes","","Yes"
"Allium","Australasia","1","Yes","","Yes","","Yes","","Yes"
"Allium","Asia-Tropical","both","Yes","","Yes","","Yes","","Yes"
"Allium","Antarctica","1","","","Yes","","Yes","","Yes"
"Alstroemeria","Northern America","1","","","Yes","Yes","","","Yes"
"Alstroemeria","Australasia","1","Yes","","Yes","Yes","","","Yes"
"Alstroemeria","Southern America","0","","","Yes","Yes","","","Yes"
"Alstroemeria","Africa","1","","","Yes","Yes","","","Yes"
"Alstroemeria","Europe","1","Yes","Yes","Yes","Yes","","","Yes"
"Blandfordia","Australasia","0","Yes","Yes","","","","",""
"Chamaescilla","Australasia","0","Yes","Yes","","","","",""
"Dianella","Pacific","0","","","","","","",""
"Dianella","Australasia","0","Yes","Yes","","","","",""
"Dianella","Asia-Tropical","0","","","","","","",""
"Dianella","Asia-Temperate","0","","","","","","",""
"Dianella","Northern America","1","","","","","","",""
"Dianella","Africa","0","","","","","","",""
"Dianella","Southern America","1","","","","","","",""
"Dracaena","Pacific","both","","","Yes","","","",""
"Dracaena","Southern America","both","Yes","","Yes","","","",""
"Dracaena","Africa","both","","","Yes","","","",""
"Dracaena","Asia-Temperate","both","Yes","","Yes","","","",""
"Dracaena","Asia-Tropical","0","","","Yes","","","",""
"Dracaena","Northern America","both","Yes","Yes","Yes","","","",""
"Dracaena","Australasia","both","Yes","","Yes","","","",""
"Freycinetia","Asia-Tropical","0","","","","","","",""
"Freycinetia","Pacific","0","Yes","Yes","","","","",""
"Freycinetia","Australasia","0","","","","","","",""
"Freycinetia","Asia-Temperate","0","","","","","","",""
"Couroupita","Southern America","both","","","","","","",""
"Couroupita","Asia-Tropical","1","","","","","","",""
"Couroupita","Northern America","1","","","","","","",""
"Couroupita","Pacific","1","","","","","","",""
"Jacaranda","Asia-Tropical","1","","","","","","",""
"Jacaranda","Southern America","both","","","","","","",""
"Jacaranda","Australasia","1","Yes","Yes","","","","",""
"Jacaranda","Africa","1","","","","","","",""
"Jacaranda","Northern America","1","","","","","","",""
"Jacaranda","Asia-Temperate","1","","","","","","",""
"Jacaranda","Europe","1","Yes","","","","","",""
"Jacaranda","Pacific","1","","","","","","",""
"Pandorea","Australasia","0","Yes","Yes","","","","",""
"Pandorea","Southern America","1","","","","","","",""
"Pandorea","Asia-Tropical","0","","","","","","",""
"Pandorea","Pacific","0","","","","","","",""
"Pandorea","Africa","1","","","","","","",""
"Tecomaria","Africa","both","","","","","","",""
"Tecomaria","Europe","1","","","","","","",""
"Tecomaria","Australasia","1","Yes","Yes","","","","",""
"Tecomaria","Southern America","1","","","","","","",""
"Tecomaria","Asia-Tropical","1","","","","","","",""
"Tecomaria","Northern America","1","","","","","","",""
"Tecomaria","Pacific","1","","","","","","",""
"Tabebuia","Southern America","both","","","","","","",""
"Tabebuia","Africa","1","","","","","","",""
"Tabebuia","Northern America","both","","","","","","",""
"Tabebuia","Pacific","1","","","","","","",""
"Patersonia","Australasia","0","Yes","Yes","","","","",""
"Patersonia","Pacific","0","","","","","","",""
"Patersonia","Asia-Tropical","0","","","","","","",""
"Crocus","Europe","both","Yes","Yes","Yes","Yes","","","Yes"
"Crocus","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Crocus","Asia-Tropical","both","","","Yes","Yes","","","Yes"
"Crocus","Northern America","1","","","Yes","Yes","","","Yes"
"Crocus","Africa","0","","","Yes","Yes","","","Yes"
"Ginkgo","Asia-Temperate","both","","","","","","",""
"Ginkgo","Northern America","1","","","","","","",""
"Ginkgo","Europe","1","Yes","Yes","","","","",""
"Ligustrum","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Ligustrum","Africa","both","","","Yes","Yes","","","Yes"
"Ligustrum","Northern America","1","Yes","","Yes","Yes","","","Yes"
"Ligustrum","Southern America","1","","","Yes","Yes","","","Yes"
"Ligustrum","Europe","both","Yes","Yes","Yes","Yes","","","Yes"
"Ligustrum","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Ligustrum","Australasia","both","Yes","","Yes","Yes","","","Yes"
"Ligustrum","Pacific","1","","","Yes","Yes","","","Yes"
"Nestegis","Australasia","0","Yes","Yes","","","","",""
"Nestegis","Pacific","0","","","","","","",""
"Osmanthus","Asia-Temperate","0","Yes","","Yes","Yes","Yes","Yes",""
"Osmanthus","Asia-Tropical","0","","","Yes","Yes","Yes","Yes",""
"Osmanthus","Northern America","1","Yes","Yes","Yes","Yes","Yes","Yes",""
"Osmanthus","Pacific","both","","","Yes","Yes","Yes","Yes",""
"Olea","Europe","both","Yes","Yes","Yes","","","",""
"Olea","Asia-Temperate","both","Yes","","Yes","","","",""
"Olea","Africa","both","Yes","","Yes","","","",""
"Olea","Asia-Tropical","0","Yes","","Yes","","","",""
"Olea","Northern America","1","Yes","","Yes","","","",""
"Olea","Pacific","both","","","Yes","","","",""
"Olea","Australasia","both","Yes","Yes","Yes","","","",""
"Olea","Southern America","1","Yes","","Yes","","","",""
"Syringa","Asia-Temperate","0","Yes","","Yes","Yes","Yes","","Yes"
"Syringa","Asia-Tropical","0","","","Yes","Yes","Yes","","Yes"
"Syringa","Northern America","1","Yes","Yes","Yes","Yes","Yes","","Yes"
"Syringa","Europe","both","Yes","Yes","Yes","Yes","Yes","","Yes"
"Syringa","Southern America","1","","","Yes","Yes","Yes","","Yes"
"Forsythia","Northern America","1","Yes","Yes","Yes","","","",""
"Forsythia","Europe","both","Yes","","Yes","","","",""
"Forsythia","Asia-Temperate","both","","","Yes","","","",""
"Fraxinus","Asia-Temperate","0","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Africa","0","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Europe","0","Yes","Yes","Yes","Yes","Yes","","Yes"
"Fraxinus","Asia-Tropical","0","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Northern America","0","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Australasia","1","Yes","","Yes","Yes","Yes","","Yes"
"Fraxinus","Pacific","1","","","Yes","Yes","Yes","","Yes"
"Fraxinus","Southern America","both","","","Yes","Yes","Yes","","Yes"
"Thuja","Northern America","0","Yes","Yes","Yes","","Yes","","Yes"
"Thuja","Asia-Temperate","0","","","Yes","","Yes","","Yes"
"Thuja","Europe","1","Yes","Yes","Yes","","Yes","","Yes"
"Juniperus","Northern America","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Africa","both","Yes","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Southern America","both","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus","Asia-Tropical","0","","","Yes","Yes","Yes","Yes","Yes"
"Microbiota","Asia-Temperate","0","","","Yes","Yes","","",""
"Perrottetia","Southern America","0","","","","","","",""
"Perrottetia","Asia-Tropical","0","","","","","","",""
"Perrottetia","Australasia","0","","","","","","",""
"Perrottetia","Northern America","0","Yes","Yes","","","","",""
"Perrottetia","Asia-Temperate","0","","","","","","",""
"Perrottetia","Pacific","0","Yes","Yes","","","","",""
"Pseudotsuga","Asia-Temperate","both","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pseudotsuga","Northern America","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
