"plant_genus","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","In.GB"
"Chaenomeles","Northern America","1","","","Yes","Yes","Yes","Yes","Yes"
"Chaenomeles","Australasia","1","","","Yes","Yes","Yes","Yes","Yes"
"Chaenomeles","Asia-Temperate","both","","","Yes","Yes","Yes","Yes","Yes"
"Chaenomeles","Asia-Tropical","1","","","Yes","Yes","Yes","Yes","Yes"
"Cliffortia","Africa","0","Yes","Yes","","","","",""
"Cotoneaster","Europe","both","Yes","Yes","Yes","Yes","Yes","","Yes"
"Cotoneaster","Africa","both","","","Yes","Yes","Yes","","Yes"
"Cotoneaster","Northern America","1","Yes","Yes","Yes","Yes","Yes","","Yes"
"Cotoneaster","Asia-Temperate","0","","","Yes","Yes","Yes","","Yes"
"Cotoneaster","Southern America","1","Yes","","Yes","Yes","Yes","","Yes"
"Cotoneaster","Asia-Tropical","both","","","Yes","Yes","Yes","","Yes"
"Cotoneaster","Australasia","1","Yes","Yes","Yes","Yes","Yes","","Yes"
"Cotoneaster","Pacific","1","","","Yes","Yes","Yes","","Yes"
"Crataegus","Africa","both","","","Yes","Yes","","","Yes"
"Crataegus","Northern America","0","Yes","","Yes","Yes","","","Yes"
"Crataegus","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Crataegus","Europe","both","Yes","Yes","Yes","Yes","","","Yes"
"Crataegus","Southern America","both","","","Yes","Yes","","","Yes"
"Crataegus","Australasia","1","","","Yes","Yes","","","Yes"
"Crataegus","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Exochorda","Asia-Temperate","0","","","Yes","Yes","","",""
"Exochorda","Northern America","1","","","Yes","Yes","","",""
"Fragaria","Southern America","both","Yes","","Yes","Yes","Yes","Yes","Yes"
"Fragaria","Australasia","1","Yes","","Yes","Yes","Yes","Yes","Yes"
"Fragaria","Pacific","both","Yes","","Yes","Yes","Yes","Yes","Yes"
"Fragaria","Asia-Temperate","both","Yes","","Yes","Yes","Yes","Yes","Yes"
"Fragaria","Northern America","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Fragaria","Africa","both","Yes","","Yes","Yes","Yes","Yes","Yes"
"Fragaria","Asia-Tropical","both","Yes","","Yes","Yes","Yes","Yes","Yes"
"Fragaria","Europe","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Malus","Northern America","both","Yes","","Yes","Yes","Yes","","Yes"
"Malus","Europe","both","Yes","Yes","Yes","Yes","Yes","","Yes"
"Malus","Southern America","1","Yes","","Yes","Yes","Yes","","Yes"
"Malus","Africa","1","Yes","","Yes","Yes","Yes","","Yes"
"Malus","Asia-Temperate","both","Yes","","Yes","Yes","Yes","","Yes"
"Malus","Australasia","1","Yes","","Yes","Yes","Yes","","Yes"
"Malus","Asia-Tropical","0","Yes","","Yes","Yes","Yes","","Yes"
"Malus","Antarctica","1","","","Yes","Yes","Yes","","Yes"
"Photinia","Northern America","both","Yes","Yes","Yes","Yes","Yes","",""
"Photinia","Asia-Tropical","0","","","Yes","Yes","Yes","",""
"Photinia","Asia-Temperate","both","Yes","","Yes","Yes","Yes","",""
"Photinia","Europe","1","Yes","Yes","Yes","Yes","Yes","",""
"Photinia","Southern America","1","","","Yes","Yes","Yes","",""
"Physocarpus","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes",""
"Physocarpus","Northern America","0","","","Yes","Yes","Yes","Yes",""
"Physocarpus","Asia-Temperate","0","","","Yes","Yes","Yes","Yes",""
"Prunus","Northern America","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Prunus","Asia-Temperate","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Prunus","Southern America","both","Yes","","Yes","Yes","Yes","Yes","Yes"
"Prunus","Africa","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Prunus","Asia-Tropical","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Prunus","Australasia","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Prunus","Antarctica","1","","","Yes","Yes","Yes","Yes","Yes"
"Prunus","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Prunus","Pacific","1","","","Yes","Yes","Yes","Yes","Yes"
"Pyracantha","Asia-Temperate","both","Yes","","Yes","","","","Yes"
"Pyracantha","Northern America","1","Yes","Yes","Yes","","","","Yes"
"Pyracantha","Asia-Tropical","0","","","Yes","","","","Yes"
"Pyracantha","Southern America","1","","","Yes","","","","Yes"
"Pyracantha","Australasia","1","Yes","","Yes","","","","Yes"
"Pyracantha","Pacific","1","","","Yes","","","","Yes"
"Pyracantha","Europe","both","Yes","","Yes","","","","Yes"
"Pyracantha","Africa","1","","","Yes","","","","Yes"
"Pyrus","Asia-Temperate","0","Yes","","Yes","","Yes","","Yes"
"Pyrus","Northern America","1","Yes","Yes","Yes","","Yes","","Yes"
"Pyrus","Asia-Tropical","0","Yes","","Yes","","Yes","","Yes"
"Pyrus","Africa","both","Yes","Yes","Yes","","Yes","","Yes"
"Pyrus","Australasia","1","Yes","Yes","Yes","","Yes","","Yes"
"Pyrus","Europe","both","Yes","","Yes","","Yes","","Yes"
"Pyrus","Southern America","1","Yes","","Yes","","Yes","","Yes"
"Rhaphiolepis","Asia-Tropical","0","","","","","","",""
"Rhaphiolepis","Australasia","1","Yes","Yes","","","","",""
"Rhaphiolepis","Africa","1","","","","","","",""
"Rhaphiolepis","Asia-Temperate","0","","","","","","",""
"Rosa","Northern America","both","Yes","Yes","Yes","Yes","Yes","","Yes"
"Rosa","Asia-Temperate","0","Yes","","Yes","Yes","Yes","","Yes"
"Rosa","Europe","0","Yes","Yes","Yes","Yes","Yes","","Yes"
"Rosa","Australasia","1","Yes","Yes","Yes","Yes","Yes","","Yes"
"Rosa","Pacific","1","","","Yes","Yes","Yes","","Yes"
"Rosa","Africa","both","","","Yes","Yes","Yes","","Yes"
"Rosa","Asia-Tropical","both","","","Yes","Yes","Yes","","Yes"
"Rosa","Southern America","1","","","Yes","Yes","Yes","","Yes"
"Rosa","Antarctica","1","","","Yes","Yes","Yes","","Yes"
"Rubus","Europe","0","Yes","Yes","Yes","Yes","Yes","","Yes"
"Rubus","Africa","both","","","Yes","Yes","Yes","","Yes"
"Rubus","Asia-Tropical","0","","","Yes","Yes","Yes","","Yes"
"Rubus","Australasia","both","Yes","Yes","Yes","Yes","Yes","","Yes"
"Rubus","Northern America","0","Yes","Yes","Yes","Yes","Yes","","Yes"
"Rubus","Southern America","both","Yes","","Yes","Yes","Yes","","Yes"
"Rubus","Asia-Temperate","0","","","Yes","Yes","Yes","","Yes"
"Rubus","Pacific","both","Yes","Yes","Yes","Yes","Yes","","Yes"
"Rubus","Antarctica","0","","","Yes","Yes","Yes","","Yes"
"Sorbus","Europe","0","Yes","Yes","Yes","Yes","Yes","","Yes"
"Sorbus","Northern America","both","Yes","","Yes","Yes","Yes","","Yes"
"Sorbus","Asia-Temperate","0","Yes","Yes","Yes","Yes","Yes","","Yes"
"Sorbus","Southern America","1","","","Yes","Yes","Yes","","Yes"
"Sorbus","Antarctica","1","","","Yes","Yes","Yes","","Yes"
"Sorbus","Asia-Tropical","0","","","Yes","Yes","Yes","","Yes"
"Sorbus","Australasia","1","","","Yes","Yes","Yes","","Yes"
"Sorbus","Africa","0","","","Yes","Yes","Yes","","Yes"
"Stranvaesia","Asia-Temperate","0","","","Yes","Yes","","",""
"Stranvaesia","Asia-Tropical","0","","","Yes","Yes","","",""
"Sprengelia","Australasia","0","Yes","Yes","","","","",""
"Leucadendron","Africa","0","Yes","Yes","","","","",""
"Melastoma","Southern America","1","","","","","","",""
"Melastoma","Pacific","both","Yes","Yes","","","","",""
"Melastoma","Asia-Temperate","0","","","","","","",""
"Melastoma","Australasia","0","","","","","","",""
"Melastoma","Africa","both","","","","","","",""
"Melastoma","Asia-Tropical","0","","","","","","",""
"Melastoma","Northern America","1","Yes","Yes","","","","",""
"Chrysanthemum","Northern America","both","Yes","","Yes","","Yes","",""
"Chrysanthemum","Africa","1","","","Yes","","Yes","",""
"Chrysanthemum","Asia-Tropical","both","Yes","","Yes","","Yes","",""
"Chrysanthemum","Europe","both","Yes","","Yes","","Yes","",""
"Chrysanthemum","Pacific","1","","","Yes","","Yes","",""
"Chrysanthemum","Southern America","1","Yes","","Yes","","Yes","",""
"Chrysanthemum","Asia-Temperate","both","Yes","","Yes","","Yes","",""
"Flaveria","Northern America","both","","","","","","","Yes"
"Flaveria","Southern America","0","","","","","","","Yes"
"Flaveria","Europe","1","","","","","","","Yes"
"Flaveria","Africa","1","","","","","","","Yes"
"Flaveria","Asia-Tropical","1","","","","","","","Yes"
"Flaveria","Asia-Temperate","1","","","","","","","Yes"
"Flaveria","Australasia","1","Yes","Yes","","","","","Yes"
"Flaveria","Pacific","1","","","","","","","Yes"
"Olearia","Australasia","0","Yes","Yes","Yes","","Yes","","Yes"
"Olearia","Europe","1","Yes","","Yes","","Yes","","Yes"
"Olearia","Asia-Tropical","0","","","Yes","","Yes","","Yes"
"Tanacetum","Northern America","both","","","","","","","Yes"
"Tanacetum","Europe","both","","","","","","","Yes"
"Tanacetum","Southern America","1","Yes","","","","","","Yes"
"Tanacetum","Asia-Temperate","both","","","","","","","Yes"
"Tanacetum","Pacific","1","","","","","","","Yes"
"Tanacetum","Australasia","1","","","","","","","Yes"
"Tanacetum","Asia-Tropical","both","Yes","","","","","","Yes"
"Tanacetum","Africa","both","Yes","","","","","","Yes"
"Gerbera","Africa","both","Yes","","Yes","Yes","Yes","Yes",""
"Gerbera","Asia-Tropical","both","Yes","","Yes","Yes","Yes","Yes",""
"Gerbera","Southern America","1","","","Yes","Yes","Yes","Yes",""
"Gerbera","Pacific","1","","","Yes","Yes","Yes","Yes",""
"Gerbera","Asia-Temperate","both","Yes","","Yes","Yes","Yes","Yes",""
"Cassinia","Australasia","0","Yes","Yes","","","","",""
"Siloxerus","Australasia","0","Yes","Yes","","","","",""
"Pericallis","Africa","0","","","Yes","Yes","Yes","Yes","Yes"
"Pericallis","Northern America","1","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pericallis","Asia-Tropical","1","","","Yes","Yes","Yes","Yes","Yes"
"Pericallis","Australasia","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pericallis","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pericallis","Southern America","1","Yes","","Yes","Yes","Yes","Yes","Yes"
"Centaurea","Northern America","1","Yes","","","","","","Yes"
"Centaurea","Europe","both","","","","","","","Yes"
"Centaurea","Antarctica","1","","","","","","","Yes"
"Centaurea","Africa","both","Yes","Yes","","","","","Yes"
"Centaurea","Southern America","1","","","","","","","Yes"
"Centaurea","Asia-Temperate","both","","","","","","","Yes"
"Centaurea","Asia-Tropical","both","","","","","","","Yes"
"Centaurea","Pacific","1","","","","","","","Yes"
"Centaurea","Australasia","1","Yes","","","","","","Yes"
"Hypochaeris","Europe","0","","","","","","","Yes"
"Hypochaeris","Asia-Temperate","both","","","","","","","Yes"
"Hypochaeris","Southern America","both","","","","","","","Yes"
"Hypochaeris","Northern America","1","","","","","","","Yes"
"Hypochaeris","Australasia","1","Yes","Yes","","","","","Yes"
"Hypochaeris","Africa","both","","","","","","","Yes"
"Hypochaeris","Asia-Tropical","both","","","","","","","Yes"
"Hypochaeris","Pacific","1","","","","","","","Yes"
"Hypochaeris","Antarctica","both","","","","","","","Yes"
"Lactuca","Africa","both","","","","","","","Yes"
"Lactuca","Pacific","1","","","","","","","Yes"
"Lactuca","Australasia","1","Yes","Yes","","","","","Yes"
"Lactuca","Asia-Tropical","both","Yes","","","","","","Yes"
"Lactuca","Northern America","0","Yes","","","","","","Yes"
"Lactuca","Asia-Temperate","both","Yes","","","","","","Yes"
"Lactuca","Europe","0","Yes","","","","","","Yes"
"Lactuca","Southern America","both","Yes","","","","","","Yes"
"Lactuca","Antarctica","1","","","","","","","Yes"
"Pterochaeta","Australasia","0","Yes","Yes","","","","",""
"Podotheca","Australasia","0","Yes","Yes","","","","",""
"Urostemon","Africa","1","","","","","","",""
"Urostemon","Australasia","0","Yes","Yes","","","","",""
"Lycopodium","Asia-Temperate","0","","","","","","","Yes"
"Lycopodium","Southern America","0","","","","","","","Yes"
"Lycopodium","Europe","both","","","","","","","Yes"
"Lycopodium","Northern America","0","","","","","","","Yes"
"Lycopodium","Africa","0","","","","","","","Yes"
"Lycopodium","Pacific","0","Yes","Yes","","","","","Yes"
"Lycopodium","Asia-Tropical","0","","","","","","","Yes"
"Lycopodium","Antarctica","0","","","","","","","Yes"
"Lycopodium","Australasia","0","Yes","Yes","","","","","Yes"
"Nephrolepis","Asia-Temperate","0","","","Yes","Yes","","",""
"Nephrolepis","Asia-Tropical","both","","","Yes","Yes","","",""
"Nephrolepis","Southern America","both","","","Yes","Yes","","",""
"Nephrolepis","Africa","both","","","Yes","Yes","","",""
"Nephrolepis","Australasia","both","","","Yes","Yes","","",""
"Nephrolepis","Pacific","0","","","Yes","Yes","","",""
"Nephrolepis","Northern America","both","Yes","","Yes","Yes","","",""
"Nephrolepis","Europe","1","Yes","Yes","Yes","Yes","","",""
"Polystichum","Northern America","0","Yes","Yes","","","","","Yes"
"Polystichum","Asia-Temperate","0","","","","","","","Yes"
"Polystichum","Africa","0","","","","","","","Yes"
"Polystichum","Europe","0","","","","","","","Yes"
"Polystichum","Southern America","0","","","","","","","Yes"
"Polystichum","Antarctica","0","","","","","","","Yes"
"Polystichum","Pacific","both","","","","","","","Yes"
"Polystichum","Australasia","0","","","","","","","Yes"
"Polystichum","Asia-Tropical","0","","","","","","","Yes"
"Didymochlaena","Southern America","0","","","","","","",""
"Didymochlaena","Asia-Tropical","0","","","","","","",""
"Didymochlaena","Pacific","0","","","","","","",""
"Didymochlaena","Africa","0","","","","","","",""
"Didymochlaena","Northern America","0","","","","","","",""
"Pteris","Africa","0","","","","","","","Yes"
"Pteris","Pacific","both","","","","","","","Yes"
"Pteris","Southern America","both","","","","","","","Yes"
"Pteris","Europe","both","","","","","","","Yes"
"Pteris","Australasia","0","","","","","","","Yes"
"Pteris","Asia-Temperate","0","","","","","","","Yes"
"Pteris","Asia-Tropical","0","","","","","","","Yes"
"Pteris","Northern America","both","Yes","Yes","","","","","Yes"
"Adiantum","Australasia","0","","","","","","","Yes"
"Adiantum","Asia-Tropical","both","","","","","","","Yes"
"Adiantum","Pacific","both","","","","","","","Yes"
"Adiantum","Africa","0","","","","","","","Yes"
"Adiantum","Europe","both","","","","","","","Yes"
"Adiantum","Southern America","0","","","","","","","Yes"
"Adiantum","Northern America","0","Yes","Yes","","","","","Yes"
"Adiantum","Antarctica","0","","","","","","","Yes"
"Adiantum","Asia-Temperate","0","","","","","","","Yes"
"Dicksonia","Southern America","0","","","Yes","","","","Yes"
"Dicksonia","Northern America","0","","","Yes","","","","Yes"
"Dicksonia","Asia-Tropical","0","","","Yes","","","","Yes"
"Dicksonia","Australasia","0","Yes","Yes","Yes","","","","Yes"
"Dicksonia","Africa","both","","","Yes","","","","Yes"
"Dicksonia","Pacific","0","","","Yes","","","","Yes"
"Dicksonia","Europe","1","Yes","","Yes","","","","Yes"
"Cibotium","Northern America","0","Yes","Yes","","","","",""
"Cibotium","Asia-Temperate","0","","","","","","",""
"Cibotium","Africa","1","","","","","","",""
"Cibotium","Pacific","both","Yes","Yes","","","","",""
"Cibotium","Southern America","0","","","","","","",""
"Cibotium","Asia-Tropical","0","","","","","","",""
"Azolla","Asia-Tropical","0","","","","","","","Yes"
"Azolla","Europe","1","","","","","","","Yes"
"Azolla","Australasia","0","Yes","Yes","","","","","Yes"
"Azolla","Southern America","0","","","","","","","Yes"
"Azolla","Northern America","0","","","","","","","Yes"
"Azolla","Africa","both","","","","","","","Yes"
"Azolla","Asia-Temperate","both","","","","","","","Yes"
"Azolla","Antarctica","0","","","","","","","Yes"
"Azolla","Pacific","both","","","","","","","Yes"
"Gleichenia","Africa","both","","","","","","",""
"Gleichenia","Australasia","0","","","","","","",""
"Gleichenia","Asia-Tropical","0","","","","","","",""
"Gleichenia","Pacific","0","Yes","Yes","","","","",""
"Gleichenia","Antarctica","0","","","","","","",""
"Dicranopteris","Asia-Tropical","0","","","","","","",""
"Dicranopteris","Africa","0","","","","","","",""
"Dicranopteris","Southern America","0","","","","","","",""
"Dicranopteris","Northern America","0","Yes","Yes","","","","",""
"Dicranopteris","Australasia","0","","","","","","",""
"Dicranopteris","Asia-Temperate","0","","","","","","",""
"Dicranopteris","Pacific","0","Yes","Yes","","","","",""
"Stenanthera","Australasia","0","Yes","Yes","","","","",""
"Archidasyphyllum","Southern America","0","Yes","Yes","","","","",""
