"plant_genus","Level.2","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","In.GB"
"Daphne","Siberia","Asia-Temperate","both","","","Yes","Yes","","","Yes"
"Daphne","Middle Europe","Europe","0","Yes","","Yes","Yes","","","Yes"
"Daphne","Northeastern U.S.A.","Northern America","1","","","Yes","Yes","","","Yes"
"Daphne","Macaronesia","Africa","0","","","Yes","Yes","","","Yes"
"Daphne","Eastern Canada","Northern America","1","","","Yes","Yes","","","Yes"
"Daphne","Russian Far East","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Daphne","Western Asia","Asia-Temperate","both","","","Yes","Yes","","","Yes"
"Daphne","Northern Europe","Europe","both","Yes","Yes","Yes","Yes","","","Yes"
"Daphne","Caucasus","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Daphne","Middle Asia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Daphne","Northwestern U.S.A.","Northern America","1","","","Yes","Yes","","","Yes"
"Daphne","Northern Africa","Africa","0","","","Yes","Yes","","","Yes"
"Daphne","Arabian Peninsula","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Daphne","Indo-China","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Daphne","Malesia","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Daphne","Mongolia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Daphne","Australia","Australasia","1","Yes","Yes","Yes","Yes","","","Yes"
"Daviesia","Australia","Australasia","0","Yes","Yes","","","","",""
"Dillwynia","Australia","Australasia","0","Yes","Yes","","","","",""
"Diplolaena","Australia","Australasia","0","Yes","Yes","","","","",""
"Drimys","Brazil","Southern America","0","","","Yes","Yes","","",""
"Drimys","Western South America","Southern America","0","","","Yes","Yes","","",""
"Drimys","Southern South America","Southern America","0","Yes","Yes","Yes","Yes","","",""
"Drimys","Mexico","Northern America","0","","","Yes","Yes","","",""
"Drimys","Central America","Southern America","0","","","Yes","Yes","","",""
"Drimys","Northern South America","Southern America","both","","","Yes","Yes","","",""
"Durio","Indo-China","Asia-Tropical","both","Yes","Yes","","","","",""
"Durio","Malesia","Asia-Tropical","both","Yes","","","","","",""
"Durio","Indian Subcontinent","Asia-Tropical","1","Yes","","","","","",""
"Elaeagnus","Southern South America","Southern America","1","","","Yes","Yes","","","Yes"
"Elaeagnus","Western Asia","Asia-Temperate","both","","","Yes","Yes","","","Yes"
"Elaeagnus","Southeastern U.S.A.","Northern America","1","","","Yes","Yes","","","Yes"
"Elaeagnus","North-Central U.S.A.","Northern America","both","","","Yes","Yes","","","Yes"
"Elaeagnus","Indian Subcontinent","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Elaeagnus","China","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Elaeagnus","Eastern Europe","Europe","both","","","Yes","Yes","","","Yes"
"Elaeagnus","Middle Asia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Elaeagnus","Eastern Canada","Northern America","both","","","Yes","Yes","","","Yes"
"Elaeagnus","Northeastern U.S.A.","Northern America","1","","","Yes","Yes","","","Yes"
"Elaeagnus","Northwestern U.S.A.","Northern America","both","","","Yes","Yes","","","Yes"
"Elaeagnus","Indo-China","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Elaeagnus","Mongolia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Elaeagnus","Macaronesia","Africa","1","","","Yes","Yes","","","Yes"
"Elaeagnus","Caribbean","Southern America","1","","","Yes","Yes","","","Yes"
"Elaeagnus","South-Central U.S.A.","Northern America","both","","","Yes","Yes","","","Yes"
"Elaeagnus","Middle Europe","Europe","1","","","Yes","Yes","","","Yes"
"Elaeagnus","Eastern Asia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Elaeagnus","Western Canada","Northern America","0","","","Yes","Yes","","","Yes"
"Elaeagnus","Siberia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Elaeagnus","Southeastern Europe","Europe","1","Yes","","Yes","Yes","","","Yes"
"Elaeagnus","Northern Africa","Africa","1","","","Yes","Yes","","","Yes"
"Elaeagnus","Northern Europe","Europe","1","Yes","Yes","Yes","Yes","","","Yes"
"Elaeagnus","Russian Far East","Asia-Temperate","both","","","Yes","Yes","","","Yes"
"Elaeagnus","Caucasus","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Elaeagnus","Southwestern Europe","Europe","1","","","Yes","Yes","","","Yes"
"Elaeagnus","Central America","Southern America","1","","","Yes","Yes","","","Yes"
"Elaeagnus","Papuasia","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Elaeagnus","Subarctic America","Northern America","0","","","Yes","Yes","","","Yes"
"Elaeagnus","Malesia","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Elaeagnus","Western Indian Ocean","Africa","1","","","Yes","Yes","","","Yes"
"Elaeagnus","Southwestern U.S.A.","Northern America","both","","","Yes","Yes","","","Yes"
"Elaeagnus","Australia","Australasia","0","","","Yes","Yes","","","Yes"
"Elaeagnus","New Zealand","Australasia","1","","","Yes","Yes","","","Yes"
"Elaeagnus","North-Central Pacific","Pacific","1","","","Yes","Yes","","","Yes"
"Elaeocarpus","Papuasia","Asia-Tropical","0","","","","","","",""
"Elaeocarpus","Indian Subcontinent","Asia-Tropical","0","","","","","","",""
"Elaeocarpus","Australia","Australasia","0","Yes","Yes","","","","",""
"Elaeocarpus","Malesia","Asia-Tropical","0","","","","","","",""
"Elaeocarpus","Indo-China","Asia-Tropical","0","","","","","","",""
"Elaeocarpus","Eastern Asia","Asia-Temperate","0","","","","","","",""
"Elaeocarpus","Southwestern Pacific","Pacific","0","","","","","","",""
"Elaeocarpus","New Zealand","Australasia","0","Yes","Yes","","","","",""
"Elaeocarpus","South-Central Pacific","Pacific","0","","","","","","",""
"Elaeocarpus","Western Indian Ocean","Africa","both","","","","","","",""
"Elaeocarpus","China","Asia-Temperate","0","","","","","","",""
"Elaeocarpus","North-Central Pacific","Pacific","0","","","","","","",""
"Elaeocarpus","Northwestern Pacific","Pacific","0","","","","","","",""
"Embothrium","Southern South America","Southern America","0","","","Yes","Yes","","",""
"Engelhardia","Indian Subcontinent","Asia-Tropical","0","","","","","","",""
"Engelhardia","Malesia","Asia-Tropical","0","","","","","","",""
"Engelhardia","Indo-China","Asia-Tropical","0","","","","","","",""
"Engelhardia","China","Asia-Temperate","0","","","","","","",""
"Engelhardia","Papuasia","Asia-Tropical","0","","","","","","",""
"Engelhardia","Eastern Asia","Asia-Temperate","0","Yes","Yes","","","","",""
"Entelea","Western South America","Southern America","1","","","","","","",""
"Entelea","New Zealand","Australasia","0","Yes","Yes","","","","",""
"Epacris","Australia","Australasia","0","Yes","Yes","","","","",""
"Epacris","New Zealand","Australasia","0","","","","","","",""
"Erica","Southeastern Europe","Europe","0","","","Yes","Yes","Yes","Yes","Yes"
"Erica","Northeast Tropical Africa","Africa","0","","","Yes","Yes","Yes","Yes","Yes"
"Erica","Southern Africa","Africa","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Erica","Northern Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Erica","South Tropical Africa","Africa","0","","","Yes","Yes","Yes","Yes","Yes"
"Erica","Caucasus","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Erica","Arabian Peninsula","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Erica","Australia","Australasia","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Erica","Northeastern U.S.A.","Northern America","1","","Yes","Yes","Yes","Yes","Yes","Yes"
"Erica","Western Indian Ocean","Africa","0","","","Yes","Yes","Yes","Yes","Yes"
"Erica","West-Central Tropical Africa","Africa","0","","","Yes","Yes","Yes","Yes","Yes"
"Erica","Western Asia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Erica","Northwestern U.S.A.","Northern America","1","","Yes","Yes","Yes","Yes","Yes","Yes"
"Erica","Middle Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Erica","Macaronesia","Africa","0","","","Yes","Yes","Yes","Yes","Yes"
"Erica","Eastern Europe","Europe","0","","","Yes","Yes","Yes","Yes","Yes"
"Erica","West Tropical Africa","Africa","0","","","Yes","Yes","Yes","Yes","Yes"
"Erica","Northern Africa","Africa","0","","","Yes","Yes","Yes","Yes","Yes"
"Erica","Southeastern U.S.A.","Northern America","1","","","Yes","Yes","Yes","Yes","Yes"
"Erica","East Tropical Africa","Africa","0","","","Yes","Yes","Yes","Yes","Yes"
"Erica","New Zealand","Australasia","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Erica","Southwestern Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Erica","Subantarctic Islands","Antarctica","1","","","Yes","Yes","Yes","Yes","Yes"
"Erica","Southwestern U.S.A.","Northern America","1","","Yes","Yes","Yes","Yes","Yes","Yes"
"Erica","North-Central Pacific","Pacific","1","","","Yes","Yes","Yes","Yes","Yes"
"Erica","Eastern Canada","Northern America","1","","","Yes","Yes","Yes","Yes","Yes"
"Eucryphia","Australia","Australasia","0","Yes","Yes","Yes","","","",""
"Eucryphia","Southern South America","Southern America","0","","","Yes","","","",""
"Euonymus","Mexico","Northern America","0","","","Yes","Yes","","","Yes"
"Euonymus","Australia","Australasia","both","","","Yes","Yes","","","Yes"
"Euonymus","Southeastern U.S.A.","Northern America","0","","","Yes","Yes","","","Yes"
"Euonymus","Northeastern U.S.A.","Northern America","both","","","Yes","Yes","","","Yes"
"Euonymus","Indian Subcontinent","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Euonymus","Western Asia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Euonymus","Eastern Canada","Northern America","both","Yes","","Yes","Yes","","","Yes"
"Euonymus","Northern Europe","Europe","0","Yes","Yes","Yes","Yes","","","Yes"
"Euonymus","Indo-China","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Euonymus","Malesia","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Euonymus","Central America","Southern America","0","","","Yes","Yes","","","Yes"
"Euonymus","Western Canada","Northern America","0","","","Yes","Yes","","","Yes"
"Euonymus","China","Asia-Temperate","0","Yes","","Yes","Yes","","","Yes"
"Euonymus","Caucasus","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Euonymus","Papuasia","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Euonymus","Middle Europe","Europe","0","","","Yes","Yes","","","Yes"
"Euonymus","Southwestern U.S.A.","Northern America","both","","","Yes","Yes","","","Yes"
"Euonymus","North-Central U.S.A.","Northern America","0","","","Yes","Yes","","","Yes"
"Euonymus","Middle Asia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Euonymus","Russian Far East","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Euonymus","Eastern Europe","Europe","0","","","Yes","Yes","","","Yes"
"Euonymus","Southeastern Europe","Europe","0","Yes","","Yes","Yes","","","Yes"
"Euonymus","Southwestern Europe","Europe","0","Yes","","Yes","Yes","","","Yes"
"Euonymus","Siberia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Euonymus","Eastern Asia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Euonymus","Northwestern U.S.A.","Northern America","0","","","Yes","Yes","","","Yes"
"Euonymus","New Zealand","Australasia","1","","","Yes","Yes","","","Yes"
"Euonymus","Western Indian Ocean","Africa","0","","","Yes","Yes","","","Yes"
"Euonymus","Mongolia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Euonymus","Northern Africa","Africa","0","","","Yes","Yes","","","Yes"
"Euonymus","South-Central U.S.A.","Northern America","0","","","Yes","Yes","","","Yes"
"Eustoma","South-Central U.S.A.","Northern America","0","","","","","","",""
"Eustoma","Central America","Southern America","0","","","","","","",""
"Eustoma","Northwestern U.S.A.","Northern America","0","","","","","","",""
"Eustoma","Mexico","Northern America","0","","","","","","",""
"Eustoma","North-Central U.S.A.","Northern America","0","","","","","","",""
"Eustoma","Caribbean","Southern America","0","","","","","","",""
"Eustoma","Southeastern U.S.A.","Northern America","0","","","","","","",""
"Eustoma","Northwestern Pacific","Pacific","1","","","","","","",""
"Eustoma","Southwestern U.S.A.","Northern America","0","","","","","","",""
"Eustoma","Western South America","Southern America","0","","","","","","",""
"Eustoma","Northern South America","Southern America","0","","","","","","",""
"Ficus","Southeastern Europe","Europe","both","Yes","","Yes","","","","Yes"
"Ficus","Southwestern Pacific","Pacific","0","","","Yes","","","","Yes"
"Ficus","Australia","Australasia","0","Yes","","Yes","","","","Yes"
"Ficus","West Tropical Africa","Africa","0","","","Yes","","","","Yes"
"Ficus","Indo-China","Asia-Tropical","0","","","Yes","","","","Yes"
"Ficus","New Zealand","Australasia","1","Yes","Yes","Yes","","","","Yes"
"Ficus","Malesia","Asia-Tropical","0","","","Yes","","","","Yes"
"Ficus","Northern Europe","Europe","1","Yes","","Yes","","","","Yes"
"Ficus","Western Asia","Asia-Temperate","both","Yes","Yes","Yes","","","","Yes"
"Ficus","Southwestern Europe","Europe","1","","","Yes","","","","Yes"
"Ficus","Eastern Asia","Asia-Temperate","0","Yes","","Yes","","","","Yes"
"Ficus","Middle Europe","Europe","1","","","Yes","","","","Yes"
"Ficus","Subantarctic Islands","Antarctica","1","","","Yes","","","","Yes"
"Ficus","South-Central Pacific","Pacific","both","","","Yes","","","","Yes"
"Ficus","West-Central Tropical Africa","Africa","0","","","Yes","","","","Yes"
"Ficus","Caribbean","Southern America","0","","","Yes","","","","Yes"
"Ficus","Mexico","Northern America","0","Yes","","Yes","","","","Yes"
"Ficus","Northern South America","Southern America","0","Yes","","Yes","","","","Yes"
"Ficus","Papuasia","Asia-Tropical","0","Yes","","Yes","","","","Yes"
"Ficus","Indian Subcontinent","Asia-Tropical","0","Yes","","Yes","","","","Yes"
"Ficus","Arabian Peninsula","Asia-Temperate","0","","","Yes","","","","Yes"
"Ficus","North-Central Pacific","Pacific","1","Yes","","Yes","","","","Yes"
"Ficus","Southwestern U.S.A.","Northern America","1","","","Yes","","","","Yes"
"Ficus","Western Indian Ocean","Africa","both","","","Yes","","","","Yes"
"Ficus","Southeastern U.S.A.","Northern America","both","","Yes","Yes","","","","Yes"
"Ficus","Northwestern Pacific","Pacific","both","","","Yes","","","","Yes"
"Ficus","Caucasus","Asia-Temperate","0","","","Yes","","","","Yes"
"Ficus","China","Asia-Temperate","both","Yes","","Yes","","","","Yes"
"Ficus","Northern Africa","Africa","both","","","Yes","","","","Yes"
"Ficus","South-Central U.S.A.","Northern America","1","","","Yes","","","","Yes"
"Ficus","Eastern Europe","Europe","1","","","Yes","","","","Yes"
"Ficus","Northeastern U.S.A.","Northern America","1","","","Yes","","","","Yes"
"Ficus","Western South America","Southern America","both","Yes","","Yes","","","","Yes"
"Ficus","Middle Atlantic Ocean","Africa","1","","","Yes","","","","Yes"
"Ficus","South Tropical Africa","Africa","0","","","Yes","","","","Yes"
"Ficus","Macaronesia","Africa","both","","","Yes","","","","Yes"
"Ficus","Northeast Tropical Africa","Africa","0","","","Yes","","","","Yes"
"Ficus","Southern Africa","Africa","0","","","Yes","","","","Yes"
"Ficus","Middle Asia","Asia-Temperate","both","","","Yes","","","","Yes"
"Ficus","Central America","Southern America","0","Yes","Yes","Yes","","","","Yes"
"Ficus","East Tropical Africa","Africa","0","","","Yes","","","","Yes"
"Ficus","Brazil","Southern America","0","Yes","","Yes","","","","Yes"
"Ficus","Southern South America","Southern America","both","Yes","","Yes","","","","Yes"
"Flindersia","Malesia","Asia-Tropical","0","","","","","","",""
"Flindersia","Australia","Australasia","0","","","","","","",""
"Flindersia","Papuasia","Asia-Tropical","0","","","","","","",""
"Flindersia","North-Central Pacific","Pacific","1","Yes","Yes","","","","",""
"Flindersia","Southwestern Pacific","Pacific","0","","","","","","",""
"Fothergilla","Southeastern U.S.A.","Northern America","0","","","Yes","Yes","","",""
"Frangula","Indo-China","Asia-Tropical","0","","","","","","","Yes"
"Frangula","Western South America","Southern America","0","","","","","","","Yes"
"Frangula","South-Central U.S.A.","Northern America","0","","","","","","","Yes"
"Frangula","Western Asia","Asia-Temperate","0","","","","","","","Yes"
"Frangula","China","Asia-Temperate","0","","","","","","","Yes"
"Frangula","Caribbean","Southern America","0","","","","","","","Yes"
"Frangula","Brazil","Southern America","0","","","","","","","Yes"
"Frangula","Southeastern Europe","Europe","0","","","","","","","Yes"
"Frangula","Eastern Europe","Europe","0","","","","","","","Yes"
"Frangula","Caucasus","Asia-Temperate","0","","","","","","","Yes"
"Frangula","Middle Europe","Europe","0","","","","","","","Yes"
"Frangula","Northeastern U.S.A.","Northern America","both","","","","","","","Yes"
"Frangula","North-Central U.S.A.","Northern America","both","","","","","","","Yes"
"Frangula","Northwestern U.S.A.","Northern America","both","","Yes","","","","","Yes"
"Frangula","Southeastern U.S.A.","Northern America","0","","","","","","","Yes"
"Frangula","Northern South America","Southern America","both","","","","","","","Yes"
"Frangula","Southern South America","Southern America","0","","","","","","","Yes"
"Frangula","Eastern Canada","Northern America","1","","","","","","","Yes"
"Frangula","Southwestern Europe","Europe","0","","","","","","","Yes"
"Frangula","Macaronesia","Africa","both","","","","","","","Yes"
"Frangula","Central America","Southern America","0","","","","","","","Yes"
"Frangula","Mexico","Northern America","0","","","","","","","Yes"
"Frangula","Northern Africa","Africa","0","","","","","","","Yes"
"Frangula","Eastern Asia","Asia-Temperate","0","","","","","","","Yes"
"Frangula","Southwestern U.S.A.","Northern America","0","","Yes","","","","","Yes"
"Frangula","Western Canada","Northern America","both","","","","","","","Yes"
"Frangula","Northern Europe","Europe","0","","","","","","","Yes"
"Frangula","Middle Asia","Asia-Temperate","both","","","","","","","Yes"
"Frangula","Siberia","Asia-Temperate","0","","","","","","","Yes"
"Frangula","North-Central Pacific","Pacific","1","","","","","","","Yes"
"Fuchsia","Brazil","Southern America","0","","","Yes","","Yes","","Yes"
"Fuchsia","Central America","Southern America","0","","","Yes","","Yes","","Yes"
"Fuchsia","Caribbean","Southern America","both","","","Yes","","Yes","","Yes"
"Fuchsia","Western South America","Southern America","0","","","Yes","","Yes","","Yes"
"Fuchsia","Macaronesia","Africa","1","","","Yes","","Yes","","Yes"
"Fuchsia","North-Central Pacific","Pacific","1","","","Yes","","Yes","","Yes"
"Fuchsia","East Tropical Africa","Africa","1","","","Yes","","Yes","","Yes"
"Fuchsia","Mexico","Northern America","0","","","Yes","","Yes","","Yes"
"Fuchsia","Subantarctic Islands","Antarctica","1","","","Yes","","Yes","","Yes"
"Fuchsia","Northern Europe","Europe","1","Yes","","Yes","","Yes","","Yes"
"Fuchsia","South-Central Pacific","Pacific","0","","","Yes","","Yes","","Yes"
"Fuchsia","Northern South America","Southern America","0","","","Yes","","Yes","","Yes"
"Fuchsia","Malesia","Asia-Tropical","1","","","Yes","","Yes","","Yes"
"Fuchsia","Southwestern U.S.A.","Northern America","1","","","Yes","","Yes","","Yes"
"Fuchsia","Western Indian Ocean","Africa","1","","","Yes","","Yes","","Yes"
"Fuchsia","Northwestern U.S.A.","Northern America","1","","","Yes","","Yes","","Yes"
"Fuchsia","New Zealand","Australasia","both","Yes","Yes","Yes","","Yes","","Yes"
"Fuchsia","Australia","Australasia","1","Yes","Yes","Yes","","Yes","","Yes"
"Fuchsia","Southern South America","Southern America","both","Yes","","Yes","","Yes","","Yes"
"Fuchsia","Southwestern Europe","Europe","1","Yes","","Yes","","Yes","","Yes"
"Fuchsia","Middle Atlantic Ocean","Africa","1","","","Yes","","Yes","","Yes"
"Fuchsia","West-Central Tropical Africa","Africa","1","","","Yes","","Yes","","Yes"
"Fuchsia","Indian Subcontinent","Asia-Tropical","1","","","Yes","","Yes","","Yes"
"Gaultheria","Western Canada","Northern America","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","Australia","Australasia","0","Yes","Yes","Yes","Yes","Yes","","Yes"
"Gaultheria","Subarctic America","Northern America","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","Malesia","Asia-Tropical","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","Indian Subcontinent","Asia-Tropical","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","Indo-China","Asia-Tropical","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","Northwestern U.S.A.","Northern America","0","","Yes","Yes","Yes","Yes","","Yes"
"Gaultheria","North-Central U.S.A.","Northern America","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","Eastern Canada","Northern America","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","Southeastern U.S.A.","Northern America","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","Northeastern U.S.A.","Northern America","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","South-Central U.S.A.","Northern America","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","Northern Europe","Europe","1","Yes","Yes","Yes","Yes","Yes","","Yes"
"Gaultheria","Mexico","Northern America","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","Russian Far East","Asia-Temperate","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","Central America","Southern America","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","Southern South America","Southern America","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","New Zealand","Australasia","0","Yes","Yes","Yes","Yes","Yes","","Yes"
"Gaultheria","Southwestern U.S.A.","Northern America","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","China","Asia-Temperate","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","Western South America","Southern America","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","Northern South America","Southern America","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","Brazil","Southern America","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","Caribbean","Southern America","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","Papuasia","Asia-Tropical","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","Eastern Asia","Asia-Temperate","0","","","Yes","Yes","Yes","","Yes"
"Gaultheria","Southwestern Europe","Europe","1","","","Yes","Yes","Yes","","Yes"
"Gaultheria","Subantarctic Islands","Antarctica","0","","","Yes","Yes","Yes","","Yes"
"Gaylussacia","Southeastern U.S.A.","Northern America","0","","","","","","",""
"Gaylussacia","Brazil","Southern America","0","","","","","","",""
"Gaylussacia","Northeastern U.S.A.","Northern America","0","","","","","","",""
"Gaylussacia","Northern South America","Southern America","0","","","","","","",""
"Gaylussacia","Eastern Canada","Northern America","0","","","","","","",""
"Gaylussacia","Western South America","Southern America","0","","","","","","",""
"Gaylussacia","North-Central U.S.A.","Northern America","0","","","","","","",""
"Gaylussacia","Western Canada","Northern America","0","","","","","","",""
"Gaylussacia","Southern South America","Southern America","0","","","","","","",""
"Geniostoma","Eastern Asia","Asia-Temperate","0","","","","","","",""
"Geniostoma","Australia","Australasia","0","","","","","","",""
"Geniostoma","Northwestern Pacific","Pacific","0","","","","","","",""
"Geniostoma","South-Central Pacific","Pacific","0","","","","","","",""
"Geniostoma","Papuasia","Asia-Tropical","0","","","","","","",""
"Geniostoma","Southwestern Pacific","Pacific","0","","","","","","",""
"Geniostoma","Malesia","Asia-Tropical","0","","","","","","",""
"Geniostoma","Western Indian Ocean","Africa","0","","","","","","",""
"Geniostoma","North-Central Pacific","Pacific","0","","","","","","",""
"Geniostoma","New Zealand","Australasia","0","Yes","Yes","","","","",""
"Gevuina","Southern South America","Southern America","both","","","","","","",""
"Gompholobium","Papuasia","Asia-Tropical","0","","","","","","",""
"Gompholobium","Australia","Australasia","0","Yes","Yes","","","","",""
"Gonocarpus","Eastern Asia","Asia-Temperate","0","","","","","","",""
"Gonocarpus","Indo-China","Asia-Tropical","0","","","","","","",""
"Gonocarpus","China","Asia-Temperate","0","","","","","","",""
"Gonocarpus","Indian Subcontinent","Asia-Tropical","0","","","","","","",""
"Gonocarpus","Northwestern Pacific","Pacific","0","","","","","","",""
"Gonocarpus","Malesia","Asia-Tropical","0","","","","","","",""
"Gonocarpus","Australia","Australasia","0","Yes","Yes","","","","",""
"Gonocarpus","North-Central Pacific","Pacific","1","","","","","","",""
"Gonocarpus","Southwestern U.S.A.","Northern America","1","","","","","","",""
"Gonocarpus","Papuasia","Asia-Tropical","0","","","","","","",""
"Gonocarpus","New Zealand","Australasia","0","","","","","","",""
"Goodenia","Australia","Australasia","0","Yes","Yes","","","","",""
"Goodenia","Malesia","Asia-Tropical","0","","","","","","",""
"Goodenia","China","Asia-Temperate","0","","","","","","",""
"Goodenia","Southern South America","Southern America","0","","","","","","",""
"Goodenia","Indo-China","Asia-Tropical","0","","","","","","",""
"Goodenia","New Zealand","Australasia","0","","","","","","",""
"Goodenia","Papuasia","Asia-Tropical","0","","","","","","",""
"Grevillea","Middle Atlantic Ocean","Africa","1","","","Yes","","Yes","",""
"Grevillea","Indian Subcontinent","Asia-Tropical","1","","","Yes","","Yes","",""
"Grevillea","Western South America","Southern America","1","","","Yes","","Yes","",""
"Grevillea","Caribbean","Southern America","1","","","Yes","","Yes","",""
"Grevillea","Western Indian Ocean","Africa","1","","","Yes","","Yes","",""
"Grevillea","South Tropical Africa","Africa","1","","","Yes","","Yes","",""
"Grevillea","Southern Africa","Africa","1","","","Yes","","Yes","",""
"Grevillea","Malesia","Asia-Tropical","both","","","Yes","","Yes","",""
"Grevillea","Papuasia","Asia-Tropical","both","","","Yes","","Yes","",""
"Grevillea","Northeast Tropical Africa","Africa","1","","","Yes","","Yes","",""
"Grevillea","Northern South America","Southern America","1","","","Yes","","Yes","",""
"Grevillea","Southwestern U.S.A.","Northern America","1","","","Yes","","Yes","",""
"Grevillea","Southeastern Europe","Europe","1","Yes","","Yes","","Yes","",""
"Grevillea","Australia","Australasia","both","Yes","Yes","Yes","","Yes","",""
"Grevillea","Northwestern Pacific","Pacific","1","","","Yes","","Yes","",""
"Grevillea","Indo-China","Asia-Tropical","1","","","Yes","","Yes","",""
"Grevillea","Macaronesia","Africa","1","","","Yes","","Yes","",""
"Grevillea","West-Central Tropical Africa","Africa","1","","","Yes","","Yes","",""
"Grevillea","Central America","Southern America","1","","","Yes","","Yes","",""
"Grevillea","Southeastern U.S.A.","Northern America","1","","","Yes","","Yes","",""
"Grevillea","North-Central Pacific","Pacific","1","","","Yes","","Yes","",""
"Grevillea","South-Central Pacific","Pacific","1","","","Yes","","Yes","",""
"Grevillea","East Tropical Africa","Africa","1","","","Yes","","Yes","",""
"Grevillea","New Zealand","Australasia","1","Yes","","Yes","","Yes","",""
"Grevillea","Mexico","Northern America","1","","","Yes","","Yes","",""
"Grevillea","Southwestern Pacific","Pacific","0","","","Yes","","Yes","",""
"Grevillea","West Tropical Africa","Africa","1","","","Yes","","Yes","",""
"Grevillea","Southern South America","Southern America","1","","","Yes","","Yes","",""
"Hakea","Australia","Australasia","both","Yes","Yes","","","","",""
"Hakea","Southwestern Europe","Europe","1","","","","","","",""
"Hakea","Macaronesia","Africa","1","","","","","","",""
"Hakea","Southern Africa","Africa","1","Yes","Yes","","","","",""
"Hakea","New Zealand","Australasia","1","Yes","Yes","","","","",""
"Hamamelis","Southeastern U.S.A.","Northern America","0","","","Yes","Yes","","",""
"Hamamelis","Eastern Canada","Northern America","0","","","Yes","Yes","","",""
"Hamamelis","Northeastern U.S.A.","Northern America","0","","","Yes","Yes","","",""
"Hamamelis","South-Central U.S.A.","Northern America","0","","","Yes","Yes","","",""
"Hamamelis","North-Central U.S.A.","Northern America","0","","","Yes","Yes","","",""
"Hamamelis","China","Asia-Temperate","0","","","Yes","Yes","","",""
"Hamamelis","Mexico","Northern America","0","","","Yes","Yes","","",""
