"plant_genus","Level.2","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","In.GB"
"Taxus","Mexico","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Southwestern Europe","Europe","0","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Southeastern Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Taxus","Northern Africa","Africa","0","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","North-Central U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Russian Far East","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Caucasus","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Western Asia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Middle Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Taxus","Eastern Asia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Central America","Southern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Northeastern U.S.A.","Northern America","0","","Yes","Yes","Yes","Yes","Yes","Yes"
"Taxus","Eastern Canada","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","China","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Indian Subcontinent","Asia-Tropical","0","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Subarctic America","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Southeastern U.S.A.","Northern America","0","","Yes","Yes","Yes","Yes","Yes","Yes"
"Taxus","Western Canada","Northern America","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Malesia","Asia-Tropical","0","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Indo-China","Asia-Tropical","0","","","Yes","Yes","Yes","Yes","Yes"
"Taxus","Southwestern U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Eastern Asia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Northern Europe","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Middle Europe","Europe","1","Yes","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Indian Subcontinent","Asia-Tropical","0","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","China","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Southwestern U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Northwestern U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","North-Central U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Southeastern U.S.A.","Northern America","0","","Yes","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Southwestern Europe","Europe","1","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Northeastern U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Eastern Canada","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Western Canada","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Subarctic America","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Tsuga","Indo-China","Asia-Tropical","0","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Eastern Canada","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Southeastern U.S.A.","Northern America","both","","Yes","Yes","Yes","Yes","Yes","Yes"
"Picea","Northwestern U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Western Asia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Picea","China","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Subarctic America","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Eastern Asia","Asia-Temperate","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Picea","Middle Asia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Russian Far East","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Southwestern U.S.A.","Northern America","0","","Yes","Yes","Yes","Yes","Yes","Yes"
"Picea","Western Canada","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Southeastern Europe","Europe","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Picea","Northern Europe","Europe","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Picea","Middle Europe","Europe","both","Yes","","Yes","Yes","Yes","Yes","Yes"
"Picea","Mexico","Northern America","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Picea","Southwestern Europe","Europe","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Picea","Eastern Europe","Europe","both","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Northeastern U.S.A.","Northern America","both","","Yes","Yes","Yes","Yes","Yes","Yes"
"Picea","South-Central U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Picea","North-Central U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Siberia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Indian Subcontinent","Asia-Tropical","0","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Mongolia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Caucasus","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Picea","Australia","Australasia","1","Yes","","Yes","Yes","Yes","Yes","Yes"
"Picea","Indo-China","Asia-Tropical","0","","","Yes","Yes","Yes","Yes","Yes"
"Phyllocladus","Malesia","Asia-Tropical","0","","","","","","",""
"Phyllocladus","Papuasia","Asia-Tropical","0","","","","","","",""
"Phyllocladus","New Zealand","Australasia","0","Yes","Yes","","","","",""
"Phyllocladus","Australia","Australasia","0","","","","","","",""
"Pinus","Eastern Asia","Asia-Temperate","both","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Australia","Australasia","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Caribbean","Southern America","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","North-Central U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Indian Subcontinent","Asia-Tropical","0","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Indo-China","Asia-Tropical","0","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Northeastern U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","South-Central Pacific","Pacific","1","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Eastern Canada","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Eastern Europe","Europe","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Southern South America","Southern America","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","China","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Southeastern U.S.A.","Northern America","0","","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Northern Europe","Europe","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","South-Central U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Malesia","Asia-Tropical","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Southwestern Pacific","Pacific","1","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Middle Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Southwestern U.S.A.","Northern America","0","","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Western Asia","Asia-Temperate","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Southwestern Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Western South America","Southern America","1","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Mexico","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Southeastern Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Central America","Southern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Southern Africa","Africa","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus","Subantarctic Islands","Antarctica","1","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Subarctic America","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Russian Far East","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Middle Atlantic Ocean","Africa","1","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Northwestern U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Western Indian Ocean","Africa","1","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","East Tropical Africa","Africa","1","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","North-Central Pacific","Pacific","1","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Siberia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","West Tropical Africa","Africa","1","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Western Canada","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Caucasus","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Northern Africa","Africa","0","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Macaronesia","Africa","both","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Mongolia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Northeast Tropical Africa","Africa","1","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","Middle Asia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Pinus","New Zealand","Australasia","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Podocarpus","Caribbean","Southern America","0","","","","","","",""
"Podocarpus","Western South America","Southern America","0","","","","","","",""
"Podocarpus","Southern South America","Southern America","0","","","","","","",""
"Podocarpus","Northern South America","Southern America","0","","","","","","",""
"Podocarpus","Brazil","Southern America","0","","","","","","",""
"Podocarpus","Middle Atlantic Ocean","Africa","1","","","","","","",""
"Podocarpus","Malesia","Asia-Tropical","0","","","","","","",""
"Podocarpus","East Tropical Africa","Africa","0","","","","","","",""
"Podocarpus","Central America","Southern America","0","","","","","","",""
"Podocarpus","Southern Africa","Africa","0","","","","","","",""
"Podocarpus","New Zealand","Australasia","0","Yes","","","","","",""
"Podocarpus","China","Asia-Temperate","both","","","","","","",""
"Podocarpus","Australia","Australasia","0","Yes","Yes","","","","",""
"Podocarpus","Western Indian Ocean","Africa","0","","","","","","",""
"Podocarpus","West Tropical Africa","Africa","0","","","","","","",""
"Podocarpus","West-Central Tropical Africa","Africa","0","","","","","","",""
"Podocarpus","South Tropical Africa","Africa","0","","","","","","",""
"Podocarpus","Southeastern U.S.A.","Northern America","1","","","","","","",""
"Podocarpus","Papuasia","Asia-Tropical","0","Yes","","","","","",""
"Podocarpus","North-Central Pacific","Pacific","1","","","","","","",""
"Podocarpus","Mexico","Northern America","0","","","","","","",""
"Podocarpus","Eastern Asia","Asia-Temperate","both","","","","","","",""
"Podocarpus","Indian Subcontinent","Asia-Tropical","0","","","","","","",""
"Podocarpus","Southwestern Pacific","Pacific","0","","","","","","",""
"Podocarpus","Indo-China","Asia-Tropical","0","","","","","","",""
"Podocarpus","Northeast Tropical Africa","Africa","0","","","","","","",""
"Sequoiadendron","Middle Europe","Europe","1","Yes","","Yes","Yes","Yes","Yes","Yes"
"Sequoiadendron","Northern Europe","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Sequoiadendron","Southwestern Europe","Europe","1","","","Yes","Yes","Yes","Yes","Yes"
"Sequoiadendron","Southwestern U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Sciadopitys","Eastern Asia","Asia-Temperate","0","","","Yes","","Yes","",""
"Saxegothaea","Southern South America","Southern America","0","Yes","Yes","","","","",""
"Abies","Eastern Canada","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Abies","Northwestern U.S.A.","Northern America","0","","Yes","Yes","Yes","Yes","Yes","Yes"
"Abies","Russian Far East","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Abies","Northern Europe","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Abies","Eastern Asia","Asia-Temperate","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Abies","China","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Abies","Northeastern U.S.A.","Northern America","0","","Yes","Yes","Yes","Yes","Yes","Yes"
"Abies","Southeastern Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Abies","Western Asia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Abies","Subarctic America","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Abies","Middle Europe","Europe","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Abies","Western Canada","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Abies","Southwestern U.S.A.","Northern America","0","","Yes","Yes","Yes","Yes","Yes","Yes"
"Abies","Southeastern U.S.A.","Northern America","0","","Yes","Yes","Yes","Yes","Yes","Yes"
"Abies","Mexico","Northern America","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Abies","Indo-China","Asia-Tropical","0","","","Yes","Yes","Yes","Yes","Yes"
"Abies","Central America","Southern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Abies","Siberia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Abies","North-Central U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Abies","Indian Subcontinent","Asia-Tropical","0","","","Yes","Yes","Yes","Yes","Yes"
"Abies","Eastern Europe","Europe","both","","","Yes","Yes","Yes","Yes","Yes"
"Abies","Caucasus","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Abies","South-Central U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Abies","New Zealand","Australasia","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Abies","Southwestern Europe","Europe","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Abies","Middle Asia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Abies","Northern Africa","Africa","0","","","Yes","Yes","Yes","Yes","Yes"
"Allocasuarina","Northern South America","Southern America","1","","","","","","",""
"Allocasuarina","Southwestern Europe","Europe","1","","","","","","",""
"Allocasuarina","Australia","Australasia","0","Yes","Yes","","","","",""
"Allocasuarina","Northern Africa","Africa","1","","","","","","",""
"Allocasuarina","Eastern Asia","Asia-Temperate","1","","","","","","",""
"Austrocedrus","Southern South America","Southern America","0","Yes","Yes","Yes","Yes","","",""
"Callitris","Australia","Australasia","0","Yes","Yes","","","","",""
"Callitris","Middle Atlantic Ocean","Africa","1","","","","","","",""
"Callitris","North-Central Pacific","Pacific","1","","","","","","",""
"Callitris","New Zealand","Australasia","1","Yes","Yes","","","","",""
"Callitris","Southwestern Pacific","Pacific","0","","","","","","",""
"Callitropsis","Subarctic America","Northern America","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Callitropsis","Northern Europe","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Callitropsis","Southwestern U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Callitropsis","Western Canada","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Callitropsis","Northwestern U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Callitropsis","Subantarctic Islands","Antarctica","1","","","Yes","Yes","Yes","Yes","Yes"
"Calocedrus","Indo-China","Asia-Tropical","0","","","","","","","Yes"
"Calocedrus","Southwestern U.S.A.","Northern America","0","","Yes","","","","","Yes"
"Calocedrus","Eastern Asia","Asia-Temperate","0","","","","","","","Yes"
"Calocedrus","Southeastern Europe","Europe","1","","","","","","","Yes"
"Calocedrus","China","Asia-Temperate","0","","","","","","","Yes"
"Calocedrus","Northwestern U.S.A.","Northern America","0","","","","","","","Yes"
"Calocedrus","Mexico","Northern America","0","","","","","","","Yes"
"Calocedrus","Northern Europe","Europe","1","","","","","","","Yes"
"Casuarina","Mexico","Northern America","1","","","","","","",""
"Casuarina","Central America","Southern America","1","","","","","","",""
"Casuarina","Caribbean","Southern America","both","","","","","","",""
"Casuarina","Southeastern U.S.A.","Northern America","1","","","","","","",""
"Casuarina","Northern South America","Southern America","1","","","","","","",""
"Casuarina","Northwestern Pacific","Pacific","both","","","","","","",""
"Casuarina","Southwestern Pacific","Pacific","both","","","","","","",""
"Casuarina","West Tropical Africa","Africa","1","","","","","","",""
"Casuarina","South-Central Pacific","Pacific","1","","","","","","",""
"Casuarina","Macaronesia","Africa","1","","","","","","",""
"Casuarina","Malesia","Asia-Tropical","both","Yes","","","","","",""
"Casuarina","Indian Subcontinent","Asia-Tropical","both","","","","","","",""
"Casuarina","Indo-China","Asia-Tropical","0","","","","","","",""
"Casuarina","Western Indian Ocean","Africa","1","Yes","","","","","",""
"Casuarina","North-Central Pacific","Pacific","1","","","","","","",""
"Casuarina","Eastern Asia","Asia-Temperate","1","","","","","","",""
"Casuarina","New Zealand","Australasia","1","Yes","Yes","","","","",""
"Casuarina","Southwestern Europe","Europe","1","","","","","","",""
"Casuarina","Papuasia","Asia-Tropical","0","","","","","","",""
"Casuarina","Australia","Australasia","both","Yes","Yes","","","","",""
"Casuarina","Southeastern Europe","Europe","1","","","","","","",""
"Casuarina","Northern Africa","Africa","1","","","","","","",""
"Casuarina","Northeast Tropical Africa","Africa","1","","","","","","",""
"Casuarina","Western South America","Southern America","1","","","","","","",""
"Casuarina","East Tropical Africa","Africa","1","","","","","","",""
"Casuarina","Southern Africa","Africa","1","Yes","Yes","","","","",""
"Casuarina","Middle Atlantic Ocean","Africa","1","","","","","","",""
"Casuarina","South Tropical Africa","Africa","1","","","","","","",""
"Casuarina","West-Central Tropical Africa","Africa","1","","","","","","",""
"Cedrus","Middle Europe","Europe","1","Yes","","Yes","Yes","Yes","","Yes"
"Cedrus","Western Asia","Asia-Temperate","0","Yes","","Yes","Yes","Yes","","Yes"
"Cedrus","Indian Subcontinent","Asia-Tropical","0","","","Yes","Yes","Yes","","Yes"
"Cedrus","Northern Africa","Africa","0","","","Yes","Yes","Yes","","Yes"
"Cedrus","Northern Europe","Europe","1","Yes","Yes","Yes","Yes","Yes","","Yes"
"Cedrus","Southeastern Europe","Europe","1","","","Yes","Yes","Yes","","Yes"
"Cedrus","Southwestern Europe","Europe","1","Yes","Yes","Yes","Yes","Yes","","Yes"
"Cedrus","China","Asia-Temperate","0","Yes","","Yes","Yes","Yes","","Yes"
"Cephalotaxus","China","Asia-Temperate","0","","","Yes","Yes","","",""
"Cephalotaxus","Eastern Asia","Asia-Temperate","0","","","Yes","Yes","","",""
"Cephalotaxus","Indo-China","Asia-Tropical","0","","","Yes","Yes","","",""
"Cephalotaxus","Southeastern Europe","Europe","1","","","Yes","Yes","","",""
"Cephalotaxus","Indian Subcontinent","Asia-Tropical","0","","","Yes","Yes","","",""
"Chamaecyparis","Southeastern Europe","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Chamaecyparis","Northeastern U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Chamaecyparis","Northern Europe","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Chamaecyparis","Southwestern Europe","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Chamaecyparis","Middle Europe","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Chamaecyparis","Eastern Asia","Asia-Temperate","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Chamaecyparis","Southwestern U.S.A.","Northern America","0","","Yes","Yes","Yes","Yes","Yes","Yes"
"Chamaecyparis","Southeastern U.S.A.","Northern America","0","","Yes","Yes","Yes","Yes","Yes","Yes"
"Chamaecyparis","New Zealand","Australasia","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Chamaecyparis","Northwestern U.S.A.","Northern America","0","","Yes","Yes","Yes","Yes","Yes","Yes"
"Chamaecyparis","Caribbean","Southern America","1","","","Yes","Yes","Yes","Yes","Yes"
"Cryptomeria","Macaronesia","Africa","1","","","Yes","","Yes","","Yes"
"Cryptomeria","Western Indian Ocean","Africa","1","","","Yes","","Yes","","Yes"
"Cryptomeria","Northern Europe","Europe","1","Yes","","Yes","","Yes","","Yes"
"Cryptomeria","Western Asia","Asia-Temperate","1","","","Yes","","Yes","","Yes"
"Cryptomeria","Eastern Asia","Asia-Temperate","both","","","Yes","","Yes","","Yes"
"Cryptomeria","China","Asia-Temperate","1","","","Yes","","Yes","","Yes"
"Cryptomeria","Middle Europe","Europe","1","","","Yes","","Yes","","Yes"
"Cryptomeria","New Zealand","Australasia","1","","","Yes","","Yes","","Yes"
"Cupressus","Southeastern Europe","Europe","both","Yes","","Yes","Yes","Yes","Yes",""
"Cupressus","Southwestern Europe","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes",""
"Cupressus","Western Asia","Asia-Temperate","0","Yes","Yes","Yes","Yes","Yes","Yes",""
"Cupressus","Macaronesia","Africa","1","","","Yes","Yes","Yes","Yes",""
"Cupressus","China","Asia-Temperate","0","","","Yes","Yes","Yes","Yes",""
"Cupressus","Northern Africa","Africa","both","Yes","","Yes","Yes","Yes","Yes",""
"Cupressus","Indo-China","Asia-Tropical","0","","","Yes","Yes","Yes","Yes",""
"Cupressus","Eastern Europe","Europe","1","","","Yes","Yes","Yes","Yes",""
"Cupressus","Indian Subcontinent","Asia-Tropical","0","Yes","","Yes","Yes","Yes","Yes",""
"Cupressus","Eastern Asia","Asia-Temperate","1","","","Yes","Yes","Yes","Yes",""
"Cupressus","Middle Europe","Europe","1","","","Yes","Yes","Yes","Yes",""
"Dacrycarpus","Malesia","Asia-Tropical","0","","","","","","",""
"Dacrycarpus","Indo-China","Asia-Tropical","0","","","","","","",""
"Dacrycarpus","China","Asia-Temperate","0","","","","","","",""
"Dacrycarpus","Papuasia","Asia-Tropical","0","","","","","","",""
"Dacrycarpus","Southwestern Pacific","Pacific","0","","","","","","",""
"Dacrycarpus","New Zealand","Australasia","0","Yes","Yes","","","","",""
"Diospyros","Northeast Tropical Africa","Africa","0","","","","","","",""
"Diospyros","Mexico","Northern America","0","","","","","","",""
"Diospyros","Southern Africa","Africa","0","","","","","","",""
"Diospyros","Northern South America","Southern America","0","","","","","","",""
"Diospyros","East Tropical Africa","Africa","0","","","","","","",""
"Diospyros","Western South America","Southern America","0","","","","","","",""
"Diospyros","Southeastern U.S.A.","Northern America","0","","","","","","",""
"Diospyros","Caucasus","Asia-Temperate","0","","","","","","",""
"Diospyros","South Tropical Africa","Africa","0","","","","","","",""
"Diospyros","West Tropical Africa","Africa","0","","","","","","",""
"Diospyros","Caribbean","Southern America","both","","","","","","",""
"Diospyros","Central America","Southern America","0","","","","","","",""
"Diospyros","Indian Subcontinent","Asia-Tropical","0","","","","","","",""
"Diospyros","Northeastern U.S.A.","Northern America","0","","","","","","",""
"Diospyros","Arabian Peninsula","Asia-Temperate","0","","","","","","",""
"Diospyros","Southern South America","Southern America","0","","","","","","",""
"Diospyros","Southwestern Pacific","Pacific","0","","","","","","",""
"Diospyros","Middle Europe","Europe","1","","","","","","",""
"Diospyros","China","Asia-Temperate","0","","","","","","",""
"Diospyros","Middle Asia","Asia-Temperate","0","","","","","","",""
"Diospyros","Western Asia","Asia-Temperate","both","Yes","","","","","",""
"Diospyros","South-Central U.S.A.","Northern America","0","","","","","","",""
"Diospyros","Southwestern U.S.A.","Northern America","1","","","","","","",""
"Diospyros","Indo-China","Asia-Tropical","0","","","","","","",""
"Diospyros","West-Central Tropical Africa","Africa","0","","","","","","",""
"Diospyros","Australia","Australasia","0","Yes","","","","","",""
"Diospyros","Eastern Asia","Asia-Temperate","0","Yes","Yes","","","","",""
"Diospyros","Malesia","Asia-Tropical","0","","","","","","",""
"Diospyros","Southeastern Europe","Europe","1","Yes","","","","","",""
"Diospyros","Northwestern Pacific","Pacific","0","","","","","","",""
"Diospyros","Papuasia","Asia-Tropical","0","","","","","","",""
"Diospyros","Brazil","Southern America","0","","","","","","",""
"Diospyros","North-Central Pacific","Pacific","0","","","","","","",""
"Diospyros","North-Central U.S.A.","Northern America","0","","","","","","",""
"Diospyros","Middle Atlantic Ocean","Africa","1","","","","","","",""
"Diospyros","Western Indian Ocean","Africa","0","","","","","","",""
"Diospyros","Southwestern Europe","Europe","1","","","","","","",""
"Encephalartos","East Tropical Africa","Africa","0","","","","","","",""
"Encephalartos","South Tropical Africa","Africa","0","","","","","","",""
"Encephalartos","West Tropical Africa","Africa","0","","","","","","",""
"Encephalartos","West-Central Tropical Africa","Africa","0","","","","","","",""
"Encephalartos","Southern Africa","Africa","0","","","","","","",""
"Encephalartos","Northeast Tropical Africa","Africa","0","","","","","","",""
"Gymnostoma","Papuasia","Asia-Tropical","0","","","","","","",""
"Gymnostoma","Southwestern Pacific","Pacific","0","","","","","","",""
"Gymnostoma","Australia","Australasia","0","Yes","Yes","","","","",""
"Gymnostoma","Malesia","Asia-Tropical","0","","","","","","",""
"Hakonechloa","Eastern Asia","Asia-Temperate","0","","","","","","",""
"Hakonechloa","Brazil","Southern America","1","","","","","","",""
"Hakonechloa","Southwestern U.S.A.","Northern America","1","","","","","","",""
"Pentameris","Southwestern U.S.A.","Northern America","1","","","","","","",""
"Pentameris","Australia","Australasia","1","Yes","Yes","","","","",""
"Pentameris","East Tropical Africa","Africa","0","","","","","","",""
"Pentameris","West-Central Tropical Africa","Africa","0","","","","","","",""
"Pentameris","Southern Africa","Africa","0","","","","","","",""
"Pentameris","Subantarctic Islands","Antarctica","0","","","","","","",""
"Pentameris","South Tropical Africa","Africa","0","","","","","","",""
"Pentameris","Arabian Peninsula","Asia-Temperate","0","","","","","","",""
"Pentameris","Northeast Tropical Africa","Africa","0","","","","","","",""
"Pentameris","Western Indian Ocean","Africa","0","","","","","","",""
"Rytidosperma","Macaronesia","Africa","1","","","","","","",""
"Rytidosperma","Malesia","Asia-Tropical","0","","","","","","",""
"Rytidosperma","New Zealand","Australasia","0","","","","","","",""
"Rytidosperma","Southwestern U.S.A.","Northern America","1","","","","","","",""
"Rytidosperma","Southern South America","Southern America","0","","","","","","",""
"Rytidosperma","Australia","Australasia","0","Yes","Yes","","","","",""
"Rytidosperma","Northwestern U.S.A.","Northern America","1","","","","","","",""
"Rytidosperma","Papuasia","Asia-Tropical","0","","","","","","",""
"Rytidosperma","North-Central Pacific","Pacific","1","","","","","","",""
"Rytidosperma","South-Central Pacific","Pacific","0","","","","","","",""
"Hesperocyparis","Central America","Southern America","0","","","Yes","","Yes","","Yes"
"Hesperocyparis","Macaronesia","Africa","1","","","Yes","","Yes","","Yes"
"Hesperocyparis","Northeast Tropical Africa","Africa","1","","","Yes","","Yes","","Yes"
"Hesperocyparis","Northwestern U.S.A.","Northern America","0","","","Yes","","Yes","","Yes"
"Hesperocyparis","Southwestern U.S.A.","Northern America","0","","","Yes","","Yes","","Yes"
"Hesperocyparis","New Zealand","Australasia","1","Yes","Yes","Yes","","Yes","","Yes"
"Hesperocyparis","Australia","Australasia","1","Yes","Yes","Yes","","Yes","","Yes"
