"Phytophthora","Host","Level.3","Level.2","Level.1","Total","PxH.in.Scotland"
"P. ramorum","Corylus",NA,NA,"Northern America",1,NA
"P. ramorum","Cotoneaster",NA,NA,NA,1,NA
"P. ramorum","Fagus","Ireland","Northern Europe","Europe",7,"Yes"
"P. ramorum","Fagus",NA,NA,"Europe",1,"Yes"
"P. ramorum","Fagus",NA,NA,NA,1,"Yes"
"P. ramorum","Frangula","California","Southwestern U.S.A.","Northern America",6,NA
"P. ramorum","Frangula","Oregon","Northwestern U.S.A.","Northern America",4,NA
"P. ramorum","Frangula",NA,NA,"Northern America",5,NA
"P. ramorum","Fuchsia",NA,NA,"Northern America",1,NA
"P. ramorum","Gaultheria","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Gaultheria","Washington","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Gaultheria","Western Australia","Australia","Australasia",1,NA
"P. ramorum","Gaultheria",NA,NA,"Northern America",2,NA
"P. ramorum","Gaylussacia","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Grevillea",NA,NA,NA,1,NA
"P. ramorum","Hakonechloa",NA,NA,NA,1,NA
"P. ramorum","Hamamelis",NA,NA,"Northern America",1,NA
"P. ramorum","Kalmia","Norway","Northern Europe","Europe",1,"Yes"
"P. ramorum","Kalmia",NA,NA,"Northern America",1,"Yes"
"P. ramorum","Larix","France","Southwestern Europe","Europe",1,"Yes"
"P. ramorum","Larix","Ireland","Northern Europe","Europe",13,"Yes"
"P. ramorum","Larix","Japan","Eastern Asia","Asia-Temperate",1,"Yes"
"P. ramorum","Leptospermum",NA,NA,"Northern America",1,NA
"P. ramorum","Leucothoe","Yugoslavia","Southeastern Europe","Europe",2,NA
"P. ramorum","Leucothoe",NA,NA,"Northern America",1,NA
"P. ramorum","Lithocarpus","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Lithocarpus","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Lonicera","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Lonicera",NA,NA,"Northern America",2,NA
"P. ramorum","Lonicera",NA,NA,NA,1,NA
"P. ramorum","Lophostemon","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Loropetalum","California","Southwestern U.S.A.","Northern America",3,NA
"P. ramorum","Lysimachia","California","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Lysimachia",NA,NA,"Northern America",3,NA
"P. ramorum","Magnolia","Germany","Middle Europe","Europe",1,"Yes"
"P. ramorum","Magnolia","Ireland","Northern Europe","Europe",3,"Yes"
"P. ramorum","Magnolia","Spain","Southwestern Europe","Europe",1,"Yes"
"P. ramorum","Magnolia",NA,NA,"Northern America",1,"Yes"
"P. ramorum","Magnolia",NA,NA,NA,1,"Yes"
"P. ramorum","Maianthemum","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Maianthemum",NA,NA,"Northern America",1,NA
"P. ramorum","Malus","Ireland","Northern Europe","Europe",1,NA
"P. ramorum","Neopanax",NA,NA,"Northern America",1,NA
"P. ramorum","Nothofagus",NA,NA,"Northern America",1,"Yes"
"P. ramorum","Notholithocarpus","California","Southwestern U.S.A.","Northern America",24,NA
"P. ramorum","Notholithocarpus","Georgia","Southeastern U.S.A.","Northern America",1,NA
"P. ramorum","Notholithocarpus","Oregon","Northwestern U.S.A.","Northern America",13,NA
"P. ramorum","Notholithocarpus",NA,NA,"Northern America",18,NA
"P. ramorum","Osmanthus","California","Southwestern U.S.A.","Northern America",2,"Yes"
"P. ramorum","Osmanthus",NA,NA,"Northern America",2,"Yes"
"P. ramorum","Osmanthus",NA,NA,NA,1,"Yes"
"P. ramorum","Phoradendron","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Photinia","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Photinia","Poland","Middle Europe","Europe",2,NA
"P. ramorum","Photinia",NA,NA,"Northern America",2,NA
"P. ramorum","Picea","Ireland","Northern Europe","Europe",3,"Yes"
"P. ramorum","Pieris","California","Southwestern U.S.A.","Northern America",6,"Yes"
"P. ramorum","Pieris","Czechoslovakia","Middle Europe","Europe",1,"Yes"
"P. ramorum","Pieris","France","Southwestern Europe","Europe",2,"Yes"
"P. ramorum","Pieris","Germany","Middle Europe","Europe",2,"Yes"
"P. ramorum","Pieris","Ireland","Northern Europe","Europe",6,"Yes"
"P. ramorum","Pieris","Oregon","Northwestern U.S.A.","Northern America",8,"Yes"
"P. ramorum","Pieris","Poland","Middle Europe","Europe",1,"Yes"
"P. ramorum","Pieris","Washington","Northwestern U.S.A.","Northern America",1,"Yes"
"P. ramorum","Pieris","Western Australia","Australia","Australasia",1,"Yes"
"P. ramorum","Pieris","Yugoslavia","Southeastern Europe","Europe",2,"Yes"
"P. ramorum","Pieris",NA,NA,"Northern America",5,"Yes"
"P. ramorum","Pinus",NA,NA,"Northern America",1,NA
"P. ramorum","Pittosporum",NA,NA,NA,1,NA
"P. ramorum","Prunus","Ireland","Northern Europe","Europe",2,NA
"P. ramorum","Prunus","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Prunus",NA,NA,"Northern America",2,NA
"P. ramorum","Pseudotsuga","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Pseudotsuga","Oregon","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Pseudotsuga",NA,NA,"Northern America",2,NA
"P. ramorum","Pyracantha",NA,NA,"Northern America",1,NA
"P. ramorum","Quercus","California","Southwestern U.S.A.","Northern America",154,NA
"P. ramorum","Quercus","Georgia","Southeastern U.S.A.","Northern America",1,NA
"P. ramorum","Quercus","Ireland","Northern Europe","Europe",2,NA
"P. ramorum","Quercus","Netherlands","Middle Europe","Europe",7,NA
"P. ramorum","Quercus","Oregon","Northwestern U.S.A.","Northern America",3,NA
"P. ramorum","Quercus",NA,NA,"Northern America",27,NA
"P. ramorum","Rhamnus","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Rhamnus",NA,NA,"Northern America",1,NA
"P. ramorum","Rhododendron","Belgium","Middle Europe","Europe",5,"Yes"
"P. ramorum","Rhododendron","California","Southwestern U.S.A.","Northern America",17,"Yes"
"P. ramorum","Rhododendron","Czechoslovakia","Middle Europe","Europe",6,"Yes"
"P. ramorum","Rhododendron","Finland","Northern Europe","Europe",3,"Yes"
"P. ramorum","Rhododendron","France","Southwestern Europe","Europe",9,"Yes"
"P. ramorum","Rhododendron","Germany","Middle Europe","Europe",33,"Yes"
"P. ramorum","Rhododendron","Greece","Southeastern Europe","Europe",2,"Yes"
"P. ramorum","Rhododendron","Ireland","Northern Europe","Europe",110,"Yes"
"P. ramorum","Rhododendron","Italy","Southeastern Europe","Europe",2,"Yes"
"P. ramorum","Rhododendron","Japan","Eastern Asia","Asia-Temperate",1,"Yes"
"P. ramorum","Rhododendron","Kansas","North-Central U.S.A.","Northern America",1,"Yes"
"P. ramorum","Rhododendron","Netherlands","Middle Europe","Europe",16,"Yes"
"P. ramorum","Rhododendron","Norway","Northern Europe","Europe",1,"Yes"
"P. ramorum","Rhododendron","Oregon","Northwestern U.S.A.","Northern America",4,"Yes"
"P. ramorum","Rhododendron","Poland","Middle Europe","Europe",3,"Yes"
"P. ramorum","Rhododendron","South Carolina","Southeastern U.S.A.","Northern America",2,"Yes"
"P. ramorum","Rhododendron","Spain","Southwestern Europe","Europe",10,"Yes"
"P. ramorum","Rhododendron","Sweden","Northern Europe","Europe",1,"Yes"
"P. ramorum","Rhododendron","Switzerland","Middle Europe","Europe",11,"Yes"
"P. ramorum","Rhododendron","Washington","Northwestern U.S.A.","Northern America",5,"Yes"
"P. ramorum","Rhododendron","Western Australia","Australia","Australasia",1,"Yes"
"P. ramorum","Rhododendron","Yugoslavia","Southeastern Europe","Europe",23,"Yes"
"P. ramorum","Rhododendron",NA,NA,"Europe",1,"Yes"
"P. ramorum","Rhododendron",NA,NA,"Northern America",9,"Yes"
"P. ramorum","Rhododendron",NA,NA,NA,2,"Yes"
"P. ramorum","Rosa","California","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Rosa",NA,NA,"Northern America",3,NA
"P. ramorum","Rubus","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Sequoia","California","Southwestern U.S.A.","Northern America",6,NA
"P. ramorum","Sequoia",NA,NA,"Northern America",5,NA
"P. ramorum","Syringa",NA,NA,"Northern America",1,NA
"P. ramorum","Taxus",NA,NA,NA,1,NA
"P. ramorum","Toxicodendron","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Umbellularia","California","Southwestern U.S.A.","Northern America",197,NA
"P. ramorum","Umbellularia","Ireland","Northern Europe","Europe",1,NA
"P. ramorum","Umbellularia","Oregon","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Umbellularia",NA,NA,"Northern America",14,NA
"P. ramorum","Vaccinium","California","Southwestern U.S.A.","Northern America",4,"Yes"
"P. ramorum","Vaccinium","Ireland","Northern Europe","Europe",5,"Yes"
"P. ramorum","Vaccinium","Norway","Northern Europe","Europe",1,"Yes"
"P. ramorum","Vaccinium","Oregon","Northwestern U.S.A.","Northern America",5,"Yes"
"P. ramorum","Vaccinium","Washington","Northwestern U.S.A.","Northern America",2,"Yes"
"P. ramorum","Vaccinium",NA,NA,"Northern America",6,"Yes"
"P. ramorum","Viburnum","Belgium","Middle Europe","Europe",13,"Yes"
"P. ramorum","Viburnum","California","Southwestern U.S.A.","Northern America",1,"Yes"
"P. ramorum","Viburnum","France","Southwestern Europe","Europe",5,"Yes"
"P. ramorum","Viburnum","Germany","Middle Europe","Europe",19,"Yes"
"P. ramorum","Viburnum","Greece","Southeastern Europe","Europe",1,"Yes"
"P. ramorum","Viburnum","Ireland","Northern Europe","Europe",19,"Yes"
"P. ramorum","Viburnum","Italy","Southeastern Europe","Europe",5,"Yes"
"P. ramorum","Viburnum","Netherlands","Middle Europe","Europe",11,"Yes"
"P. ramorum","Viburnum","Oregon","Northwestern U.S.A.","Northern America",8,"Yes"
"P. ramorum","Viburnum","Spain","Southwestern Europe","Europe",3,"Yes"
"P. ramorum","Viburnum","Switzerland","Middle Europe","Europe",6,"Yes"
"P. ramorum","Viburnum","Washington","Northwestern U.S.A.","Northern America",2,"Yes"
"P. ramorum","Viburnum","Western Australia","Australia","Australasia",1,"Yes"
"P. ramorum","Viburnum","Yugoslavia","Southeastern Europe","Europe",5,"Yes"
"P. ramorum","Viburnum",NA,NA,"Europe",1,"Yes"
"P. ramorum","Viburnum",NA,NA,"Northern America",4,"Yes"
"P. ramorum","Viburnum",NA,NA,NA,2,"Yes"
"P. ramorum","Vinca","Washington","Northwestern U.S.A.","Northern America",1,NA
